"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BDM"
0.0438725000000026,9.86594375,0.608548125676012,0.561517944575396,0.668601904085563,-8.2931229218496,"NTAN1_HUMAN",15,-0.62071917761442,0.552708776511824,0.663024078115882,-0.0438725000000026,"Non-significant",0.178470699645025,"NTAN1","Protein N-terminal asparagine amidohydrolase","NTAN1_HUMAN",0.0438725000000026
0.0513474999999968,8.95184125,0.610590402319296,0.560237294652282,0.667872688423375,-8.29177529936142,"NACC1_HUMAN",13,-0.619785290980415,0.553292310646663,0.663601882691805,-0.0513474999999968,"Non-significant",0.178092390517625,"NACC1","Nucleus accumbens-associated protein 1","NACC1_HUMAN",0.0513474999999968
0.3024525,6.74220375,0.603996931984404,0.564378062048751,0.671130164298762,-8.29611142417584,"TRIM1_HUMAN",4,-0.619575426698934,0.553423493280055,0.663601882691805,-0.3024525,"Non-significant",0.178092390517625,"MID2","Probable E3 ubiquitin-protein ligase MID2","TRIM1_HUMAN",0.3024525
0.0370750000000015,10.6855125,0.610744926691896,0.560140467374482,0.667872688423375,-8.2916731688025,"DJB12_HUMAN",15,-0.619559762910505,0.553433285187103,0.663601882691805,-0.0370750000000015,"Non-significant",0.178092390517625,"DNAJB12","DnaJ homolog subfamily B member 12","DJB12_HUMAN",0.0370750000000015
0.0339749999999999,12.5674625,1.00050882065672,0.349485123818595,0.473645072750016,-7.96518497041685,"PTRD1_HUMAN",6,-0.619421024536347,0.553520019197798,0.663608820910141,-0.0339749999999999,"Non-significant",0.17808784982197,"PTRHD1","Putative peptidyl-tRNA hydrolase PTRHD1","PTRD1_HUMAN",0.0339749999999999
0.0427749999999953,13.1925125,0.712905787136313,0.498344445555476,0.614442437158038,-8.21914160074664,"FIS1_HUMAN",7,-0.618080212557473,0.554358657665183,0.664517074943583,-0.0427749999999953,"Non-significant",0.177493855265261,"FIS1","Mitochondrial fission 1 protein","FIS1_HUMAN",0.0427749999999953
0.0475025000000002,9.23864375,0.600277302874368,0.566721937040298,0.672941257221374,-8.29853883021271,"TTC4_HUMAN",17,-0.617562098969324,0.554682923017941,0.664808567675596,-0.0475025000000002,"Non-significant",0.177303392247023,"TTC4","Tetratricopeptide repeat protein 4","TTC4_HUMAN",0.0475025000000002
0.0752099999999993,7.09021,0.60219601625727,0.565512174434468,0.671991419917926,-8.29728838311676,"AFAM_HUMAN",13,-0.617407240101457,0.554779864312609,0.664827558490684,-0.0752099999999993,"Non-significant",0.177290986437588,"AFM","Afamin","AFAM_HUMAN",0.0752099999999993
0.13148,7.898215,0.609653555500124,0.560824548605936,0.668164460030731,-8.29239399527799,"GEMI8_HUMAN",6,-0.616823720976803,0.555145235573214,0.665168173228473,-0.13148,"Non-significant",0.177068538950302,"GEMIN8","Gem-associated protein 8","GEMI8_HUMAN",0.13148
-0.0143000000000004,13.706525,-0.540633456579297,0.605068780008169,0.707611106777028,-8.33559200077424,"EIF3E_HUMAN",28,0.616518195035015,0.555336597531227,0.665300223083589,0.0143000000000004,"Non-significant",0.176982330929488,"EIF3E","Eukaryotic translation initiation factor 3 subunit E","EIF3E_HUMAN",-0.0143000000000004
0.0245999999999977,11.39695,0.571803871909842,0.584850980876867,0.689078519866133,-8.31666908562568,"STAU1_HUMAN",31,-0.61606806840468,0.555618598850111,0.665540805577617,-0.0245999999999977,"Non-significant",0.176825311949028,"STAU1","Double-stranded RNA-binding protein Staufen homolog 1","STAU1_HUMAN",0.0245999999999977
0.102879999999999,8.5060975,0.606999104547707,0.56249043949203,0.669468150835607,-8.29414234674895,"MRM2_HUMAN",8,-0.615711433456486,0.555842088055177,0.665711240011153,-0.102879999999999,"Non-significant",0.176714110265379,"MRM2","rRNA methyltransferase 2, mitochondrial","MRM2_HUMAN",0.102879999999999
0.0918750000000017,7.7624175,0.676791316872109,0.519675815214316,0.631827014055689,-8.24591172748356,"AP1S3_HUMAN",3,-0.612524800852046,0.557841370536223,0.667975428040031,-0.0918750000000017,"Non-significant",0.175239513067719,"AP1S3","AP-1 complex subunit sigma-3","AP1S3_HUMAN",0.0918750000000017
-0.0138999999999996,11.947375,-0.491125374065382,0.637948767763007,0.735673652851474,-8.36362774796033,"ECM29_HUMAN",80,0.612438531017755,0.557895554499889,0.667975428040031,0.0138999999999996,"Non-significant",0.175239513067719,"ECPAS","Proteasome adapter and scaffold protein ECM29","ECM29_HUMAN",-0.0138999999999996
0.071275,11.5368625,0.757082967779125,0.473035174416393,0.592776270233199,-8.18476048455523,"H2AZ_HUMAN;H2AV_HUMAN",3,-0.612282331989234,0.55799366712054,0.667995339231044,-0.071275,"Non-significant",0.175226567694066,"H2AZ1;H2AZ2","Histone H2A.Z;Histone H2A.V","H2AZ_HUMAN;H2AV_HUMAN",0.071275
0.0437499999999993,10.943425,0.60290969538217,0.565062580938406,0.67161753593797,-8.2968223498171,"IRF3_HUMAN",14,-0.612036384752478,0.558148173387515,0.668082745719207,-0.0437499999999993,"Non-significant",0.175169744435046,"IRF3","Interferon regulatory factor 3","IRF3_HUMAN",0.0437499999999993
-0.147170000000001,8.7644625,-0.618316617419309,0.55540807719903,0.663253520302644,-8.28664027049648,"AQP11_HUMAN",3,0.609763901212556,0.559576952872978,0.669695161993091,0.147170000000001,"Non-significant",0.174122838479519,"AQP11","Aquaporin-11","AQP11_HUMAN",-0.147170000000001
0.0558075000000002,7.58787875,0.58273396649291,0.577852939653838,0.683743366627374,-8.30980416070604,"SZT2_HUMAN",47,-0.609439829811031,0.559780880491888,0.669841433115238,-0.0558075000000002,"Non-significant",0.174027992632538,"SZT2","KICSTOR complex protein SZT2","SZT2_HUMAN",0.0558075000000002
-0.0457499999999982,10.51505,-0.681235192289333,0.517020246913768,0.630077595391567,-8.2426834753353,"LSM12_HUMAN",7,0.60914944478635,0.559963647249334,0.669962343863112,0.0457499999999982,"Non-significant",0.173949606720139,"LSM12","Protein LSM12","LSM12_HUMAN",-0.0457499999999982
-0.0294249999999998,13.0034125,-0.793461276005443,0.452851941522314,0.575063743306423,-8.1551297254522,"RSMB_HUMAN;RSMN_HUMAN",8,0.608924026533618,0.560105548301916,0.670034333135722,0.0294249999999998,"Non-significant",0.17390294310609,"SNRPB;SNRPN","Small nuclear ribonucleoprotein-associated proteins B and B';Small nuclear ribonucleoprotein-associated protein N","RSMB_HUMAN;RSMN_HUMAN",-0.0294249999999998
-0.0686250000000026,10.9614125,-0.900348114334731,0.397039071080147,0.521957393315434,-8.06144656473957,"SIM20_HUMAN",2,0.608395158276249,0.560438553901892,0.67032134585427,0.0686250000000026,"Non-significant",0.173716950621021,"SMIM20","Small integral membrane protein 20","SIM20_HUMAN",-0.0686250000000026
0.0214500000000015,13.641525,0.595539996425374,0.569715313400105,0.676103957622186,-8.30161071638491,"ERLN1_HUMAN",18,-0.608271182462522,0.560516632858145,0.67032134585427,-0.0214500000000015,"Non-significant",0.173716950621021,"ERLIN1","Erlin-1","ERLN1_HUMAN",0.0214500000000015
-0.169962500000001,6.60225625,-0.602825501922211,0.565115609038805,0.67161753593797,-8.29687735420376,"MT21A_HUMAN",4,0.608153472042823,0.560590771795178,0.67032134585427,0.169962500000001,"Non-significant",0.173716950621021,"METTL21A","Protein N-lysine methyltransferase METTL21A","MT21A_HUMAN",-0.169962500000001
-0.0426249999999992,12.4825375,-0.662641996365471,0.528188104131588,0.639410230016356,-8.25606633386237,"NUCKS_HUMAN",8,0.607739574400694,0.560851507240516,0.670535315204572,0.0426249999999992,"Non-significant",0.173578344144102,"NUCKS1","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1","NUCKS_HUMAN",-0.0426249999999992
0.3492725,6.37720125,0.590812151866629,0.572711863835307,0.679168502780536,-8.30465447141327,"PINX1_HUMAN",4,-0.607401864329043,0.561064300604336,0.670691912562605,-0.3492725,"Non-significant",0.173476930502363,"PINX1","PIN2/TERF1-interacting telomerase inhibitor 1","PINX1_HUMAN",0.3492725
-0.0479675000000004,7.69612375,-0.578527673258257,0.58054034620385,0.68616922695778,-8.31246005219178,"NIPBL_HUMAN",33,0.605163688472031,0.562475779158172,0.672281154328429,0.0479675000000004,"Non-significant",0.172449062902478,"NIPBL","Nipped-B-like protein","NIPBL_HUMAN",-0.0479675000000004
-0.0230749999999986,11.0986625,-0.57791660971307,0.580931349052537,0.686512655964784,-8.31284442522022,"CASP4_HUMAN",21,0.604549655063834,0.562863372785358,0.672646345494805,0.0230749999999986,"Non-significant",0.172213212996344,"CASP4","Caspase-4","CASP4_HUMAN",-0.0230749999999986
0.00890000000000057,14.4426,0.461500097806668,0.658054686380993,0.750519243037198,-8.37920008711362,"MAOX_HUMAN",30,-0.603851629084974,0.563304173204795,0.673015336959781,-0.00890000000000057,"Non-significant",0.171975038775863,"ME1","NADP-dependent malic enzyme","MAOX_HUMAN",0.00890000000000057
0.0328749999999989,11.5928625,0.651276828957795,0.535087825151869,0.645570270874911,-8.26408521690352,"SRS11_HUMAN",10,-0.603800718158445,0.56333633108295,0.673015336959781,-0.0328749999999989,"Non-significant",0.171975038775863,"SRSF11","Serine/arginine-rich splicing factor 11","SRS11_HUMAN",0.0328749999999989
-0.0170250000000003,13.7977625,-0.523378249656242,0.616423530115954,0.717206940092334,-8.34564677489511,"XPO2_HUMAN",47,0.603387606880578,0.563597312183667,0.673229020148872,0.0170250000000003,"Non-significant",0.171837171634305,"CSE1L","Exportin-2","XPO2_HUMAN",-0.0170250000000003
-0.0252000000000017,14.3588,-0.713475659152667,0.498012437708352,0.614173620110952,-8.21870946390206,"ARPC5_HUMAN",10,0.602744470215453,0.564003750429664,0.673616367427503,0.0252000000000017,"Non-significant",0.171587368959284,"ARPC5","Actin-related protein 2/3 complex subunit 5","ARPC5_HUMAN",-0.0252000000000017
0.0717274999999979,8.28893125,0.594835250736228,0.570161408578642,0.676437514837584,-8.30206582183264,"RBL2A_HUMAN",10,-0.602303234600237,0.564282693134214,0.673851350082198,-0.0717274999999979,"Non-significant",0.171435897172636,"RABL2A","Rab-like protein 2A","RBL2A_HUMAN",0.0717274999999979
-0.0698174999999992,7.63926125,-0.595305413642209,0.569863778806222,0.676182263519092,-8.30176225773572,"KAP1_HUMAN",10,0.602075052517899,0.564426977896104,0.673925482783609,0.0698174999999992,"Non-significant",0.171388121572998,"PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit","KAP1_HUMAN",-0.0698174999999992
-0.0549549999999979,6.9477475,-0.609099305949451,0.561172146007852,0.66838431686363,-8.29275961966588,"WDR83_HUMAN",9,0.600048884221015,0.565709108368976,0.675357983167157,0.0549549999999979,"Non-significant",0.170465962128607,"WDR83","WD repeat domain-containing protein 83","WDR83_HUMAN",-0.0549549999999979
0.0334749999999993,10.5286125,0.787052308598227,0.45636426982246,0.578268961120931,-8.16043507800328,"DGAT1_HUMAN",7,-0.599866958269294,0.565824310941343,0.675362298422131,-0.0334749999999993,"Non-significant",0.170463187177422,"DGAT1","Diacylglycerol O-acyltransferase 1","DGAT1_HUMAN",0.0334749999999993
-0.0688249999999986,11.0209875,-0.604662926810346,0.563958995470689,0.670826442958316,-8.29567536983353,"CHM2B_HUMAN",8,0.599782992801547,0.565877485711346,0.675362298422131,0.0688249999999986,"Non-significant",0.170463187177422,"CHMP2B","Charged multivesicular body protein 2b","CHM2B_HUMAN",-0.0688249999999986
0.0793825000000004,7.51668625,0.589207241122291,0.573731142726996,0.679983794719664,-8.3056826977046,"RASF7_HUMAN",10,-0.599050966967949,0.566341195219333,0.675817338924031,-0.0793825000000004,"Non-significant",0.170170670059747,"RASSF7","Ras association domain-containing protein 7","RASF7_HUMAN",0.0793825000000004
0.0318299999999994,9.74138,0.568224765508893,0.587152935026532,0.691293948204439,-8.31889124730807,"TXD11_HUMAN",27,-0.598659300235171,0.566589390834167,0.676015110763863,-0.0318299999999994,"Non-significant",0.170043596295025,"TXNDC11","Thioredoxin domain-containing protein 11","TXD11_HUMAN",0.0318299999999994
-0.0318250000000013,14.9789125,-1.02419460166258,0.338906100720538,0.462869812375863,-7.94129052000183,"DYL1_HUMAN",6,0.597921216739295,0.567057278337477,0.67647490800504,0.0318250000000013,"Non-significant",0.169748307739014,"DYNLL1","Dynein light chain 1, cytoplasmic","DYL1_HUMAN",-0.0318250000000013
0.0734899999999996,8.576015,0.589243587707907,0.573708047407543,0.679983794719664,-8.30565943945553,"DVL3_HUMAN",10,-0.597440084434167,0.567362398854361,0.676740425695919,-0.0734899999999996,"Non-significant",0.169577879771485,"DVL3","Segment polarity protein dishevelled homolog DVL-3","DVL3_HUMAN",0.0734899999999996
-0.0193250000000056,16.3641875,-0.636374193574035,0.544218616493356,0.654083597421571,-8.27441290077381,"GSTK1_HUMAN",14,0.597259288062226,0.567477079292839,0.676763643448275,0.0193250000000056,"Non-significant",0.169562980160968,"GSTK1","Glutathione S-transferase kappa 1","GSTK1_HUMAN",-0.0193250000000056
-0.124814999999999,7.0406525,-0.584596296423867,0.576665377890509,0.682869098360016,-8.30862267702684,"IFT88_HUMAN",8,0.597149116262317,0.567546968615136,0.676763643448275,0.124814999999999,"Non-significant",0.169562980160968,"IFT88","Intraflagellar transport protein 88 homolog","IFT88_HUMAN",-0.124814999999999
0.0248500000000007,11.572625,0.775548607509069,0.462715388215306,0.583860359025562,-8.169866876613,"TMM70_HUMAN",9,-0.596820092084328,0.567755720155875,0.676914106142796,-0.0248500000000007,"Non-significant",0.169466435590812,"TMEM70","Transmembrane protein 70, mitochondrial","TMM70_HUMAN",0.0248500000000007
-0.0517399999999988,8.7072275,-0.576975057619071,0.58153411669049,0.686848680107857,-8.31343595843118,"RELB_HUMAN",19,0.596354940660219,0.568050914052148,0.67716757210986,0.0517399999999988,"Non-significant",0.169303847360132,"RELB","Transcription factor RelB","RELB_HUMAN",-0.0517399999999988
-0.0686575000000023,9.33947875,-0.855303113683604,0.419922378617781,0.544143631082312,-8.10210543686852,"COX14_HUMAN",2,0.594972010049439,0.56892907023547,0.678115806599358,0.0686575000000023,"Non-significant",0.168696132280015,"COX14","Cytochrome c oxidase assembly protein COX14","COX14_HUMAN",-0.0686575000000023
-0.0313750000000024,12.5627375,-0.612510691937904,0.559034715321738,0.667001396624597,-8.29050445913033,"PDC10_HUMAN",12,0.594353605851802,0.569322007489093,0.678485509143129,0.0313750000000024,"Non-significant",0.168459423415271,"PDCD10","Programmed cell death protein 10","PDC10_HUMAN",-0.0313750000000024
-0.1368825,6.33534375,-0.577550204722613,0.58116587367597,0.686512655964784,-8.31307472485338,"GPBL1_HUMAN",10,0.59388760122646,0.569618212369784,0.678739840844112,0.1368825,"Non-significant",0.168296657732175,"GPBP1L1","Vasculin-like protein 1","GPBL1_HUMAN",-0.1368825
-0.290380000000001,6.17369,-0.576633160976864,0.581753082091108,0.686909371594829,-8.31365053852242,"BANP_HUMAN",5,0.592882109279999,0.570257631386474,0.679311755567201,0.290380000000001,"Non-significant",0.167930869828834,"BANP","Protein BANP","BANP_HUMAN",-0.290380000000001
-0.0176249999999989,15.0426125,-0.593534462613958,0.570985324297311,0.677316985760289,-8.30290455229764,"DHRS4_HUMAN",17,0.592872245524263,0.5702639060519,0.679311755567201,0.0176249999999989,"Non-significant",0.167930869828834,"DHRS4","Dehydrogenase/reductase SDR family member 4","DHRS4_HUMAN",-0.0176249999999989
-0.149114999999998,7.078695,-0.579575995028307,0.579869904159292,0.685673370012675,-8.31179977164761,"CI072_HUMAN",7,0.592492181844655,0.570505707482985,0.679501059123277,0.149114999999998,"Non-significant",0.167809862005753,"C9orf72","Guanine nucleotide exchange factor C9orf72","CI072_HUMAN",-0.149114999999998
-0.5324975,6.76404625,-0.57567332039799,0.58236805665067,0.687041779885191,-8.31425233081363,"LRRC7_HUMAN",1,0.592014841670052,0.5708094808424,0.679764108649912,0.5324975,"Non-significant",0.167641769771773,"LRRC7","Leucine-rich repeat-containing protein 7","LRRC7_HUMAN",-0.5324975
0.104425000000003,7.347065,0.576318498014269,0.581954647397139,0.686985487813166,-8.313847923822,"VRK3_HUMAN",11,-0.591656624369452,0.571037506827456,0.679884400346373,-0.104425000000003,"Non-significant",0.167564923410699,"VRK3","Serine/threonine-protein kinase VRK3","VRK3_HUMAN",0.104425000000003
-0.0539075000000011,7.72519125,-0.694887257667687,0.508915858408728,0.62344474106915,-8.23265003434987,"TAF12_HUMAN",5,0.591595599723926,0.571076357743977,0.679884400346373,0.0539075000000011,"Non-significant",0.167564923410699,"TAF12","Transcription initiation factor TFIID subunit 12","TAF12_HUMAN",-0.0539075000000011
0.0490224999999995,8.08222625,0.575864077327443,0.582245808275374,0.687041779885191,-8.31413280452478,"IP6K1_HUMAN",16,-0.591376097462994,0.571216114864986,0.679952041478605,-0.0490224999999995,"Non-significant",0.167521717963928,"IP6K1","Inositol hexakisphosphate kinase 1","IP6K1_HUMAN",0.0490224999999995
-0.0224749999999982,12.7793625,-0.57757422287828,0.581150498734603,0.686512655964784,-8.31305963259552,"ATD3A_HUMAN",18,0.590946007556768,0.571490010017241,0.680179312154667,0.0224749999999982,"Non-significant",0.167376581391394,"ATAD3A","ATPase family AAA domain-containing protein 3A","ATD3A_HUMAN",-0.0224749999999982
-0.0182749999999992,10.7190125,-0.519272217903728,0.61914223511215,0.719451175542085,-8.34799491569434,"RPB2_HUMAN",51,0.590779313408185,0.571596186475134,0.680206929412563,0.0182749999999992,"Non-significant",0.167358948130568,"POLR2B","DNA-directed RNA polymerase II subunit RPB2","RPB2_HUMAN",-0.0182749999999992
0.122315000000002,6.2537775,0.573448887128854,0.583794683990824,0.688130671366898,-8.31564347042007,"HDAC4_HUMAN",10,-0.588914978119188,0.572784451467307,0.681486214454826,-0.122315000000002,"Non-significant",0.166542924930926,"HDAC4","Histone deacetylase 4","HDAC4_HUMAN",0.122315000000002
-0.0674474999999992,7.96846375,-0.58705646140704,0.575098745644289,0.681407648040451,-8.30705666564042,"R3HD2_HUMAN",9,0.588831860375766,0.572837460820713,0.681486214454826,0.0674474999999992,"Non-significant",0.166542924930926,"R3HDM2","R3H domain-containing protein 2","R3HD2_HUMAN",-0.0674474999999992
0.0173500000000022,14.2602,0.673631037476419,0.521569546019661,0.63360361500229,-8.24819619275839,"MESD_HUMAN",13,-0.58851606817854,0.573038886714203,0.681626928799048,-0.0173500000000022,"Non-significant",0.166453260380717,"MESD","LRP chaperone MESD","MESD_HUMAN",0.0173500000000022
-0.0425750000000029,10.4743375,-0.715987371610227,0.496550823430393,0.612968476205747,-8.21680124977545,"ICLN_HUMAN",6,0.588302809149794,0.573174935426781,0.681689847762767,0.0425750000000029,"Non-significant",0.166413173793007,"CLNS1A","Methylosome subunit pICln","ICLN_HUMAN",-0.0425750000000029
-0.0743624999999994,8.76231625,-0.582839323227893,0.577785718818971,0.683743366627374,-8.30973741269613,"CERS4_HUMAN",9,0.58788749060129,0.573439941089691,0.681760655409152,0.0743624999999994,"Non-significant",0.166368065635347,"CERS4","Ceramide synthase 4","CERS4_HUMAN",-0.0743624999999994
0.0140499999999992,15.31205,0.512926504950561,0.623356407789766,0.723032179062898,-8.35159010501206,"NONO_HUMAN",30,-0.587878108438345,0.573445928450572,0.681760655409152,-0.0140499999999992,"Non-significant",0.166368065635347,"NONO","Non-POU domain-containing octamer-binding protein","NONO_HUMAN",0.0140499999999992
-0.0739399999999968,9.5118275,-0.695832875497707,0.508357520154633,0.623226402008028,-8.23194860958084,"TIM22_HUMAN",3,0.587818519166943,0.573483957026289,0.681760655409152,0.0739399999999968,"Non-significant",0.166368065635347,"TIMM22","Mitochondrial import inner membrane translocase subunit Tim22","TIM22_HUMAN",-0.0739399999999968
0.0611924999999998,7.10533625,0.583296184966601,0.577494278932328,0.683653155045087,-8.3094478441685,"SPRY3_HUMAN",10,-0.586771264387005,0.574152527263968,0.682456491012036,-0.0611924999999998,"Non-significant",0.165925031196667,"SPRYD3","SPRY domain-containing protein 3","SPRY3_HUMAN",0.0611924999999998
0.0954050000000004,6.72358,0.573197560239199,0.583955995812587,0.688221859354742,-8.31580033888093,"KTU_HUMAN",10,-0.586127043883159,0.57456402017998,0.682846598642429,-0.0954050000000004,"Non-significant",0.165676849533383,"DNAAF2","Protein kintoun","KTU_HUMAN",0.0954050000000004
0.0949999999999989,8.5855925,0.611721107996769,0.559529006329648,0.667494003767528,-8.29102743807008,"LUR1L_HUMAN",4,-0.585698188877069,0.574838042564891,0.683073238577616,-0.0949999999999989,"Non-significant",0.165532729107789,"LURAP1L","Leucine rich adaptor protein 1-like","LUR1L_HUMAN",0.0949999999999989
-0.0359999999999978,14.894325,-0.585638040362414,0.576001696103847,0.68218172560811,-8.30796028748143,"IDI1_HUMAN",13,0.585290811127721,0.575098410743409,0.683283590039777,0.0359999999999978,"Non-significant",0.165399009309146,"IDI1","Isopentenyl-diphosphate Delta-isomerase 1","IDI1_HUMAN",-0.0359999999999978
0.0528474999999986,8.88290375,0.581791582729714,0.578454409038791,0.684196976670034,-8.31040071283071,"BL1S5_HUMAN",11,-0.585067810344,0.575240966140401,0.683353925578758,-0.0528474999999986,"Non-significant",0.165354306399795,"BLOC1S5","Biogenesis of lysosome-related organelles complex 1 subunit 5","BL1S5_HUMAN",0.0528474999999986
0.123575000000001,14.0715125,0.61814671845471,0.555514004339592,0.663283397549661,-8.28675381417905,"ATP5E_HUMAN;AT5EL_HUMAN",2,-0.58467453064088,0.575492423007288,0.683553590816249,-0.123575000000001,"Non-significant",0.165227430937561,"ATP5F1E;ATP5F1EP2","ATP synthase subunit epsilon, mitochondrial;ATP synthase subunit epsilon-like protein, mitochondrial","ATP5E_HUMAN;AT5EL_HUMAN",0.123575000000001
-0.0284250000000057,13.4620375,-0.688404159630582,0.512754329826278,0.626648776970159,-8.23743647596453,"NDUB4_HUMAN",9,0.584114505906155,0.57585060199342,0.683879941350436,0.0284250000000057,"Non-significant",0.16502013422365,"NDUFB4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4","NDUB4_HUMAN",-0.0284250000000057
0.0729599999999984,8.3545475,0.575366459950106,0.58256474172724,0.687174928443153,-8.31444453056967,"CWC27_HUMAN",10,-0.58373592650514,0.576092804531471,0.684055054064753,-0.0729599999999984,"Non-significant",0.164908944019132,"CWC27","Spliceosome-associated protein CWC27 homolog","CWC27_HUMAN",0.0729599999999984
-0.100295000000003,9.9209075,-0.650396539413104,0.535624549742767,0.645761230024253,-8.26470118003351,"DMAC1_HUMAN",2,0.58362319693051,0.576164936364616,0.684055054064753,0.100295000000003,"Non-significant",0.164908944019132,"DMAC1","Distal membrane-arm assembly complex protein 1","DMAC1_HUMAN",-0.100295000000003
0.0482250000000022,10.3239625,0.632844732874587,0.546394886369491,0.655641873310464,-8.27682759378277,"PDZ11_HUMAN",7,-0.582514538389374,0.57687460287778,0.684798435330443,-0.0482250000000022,"Non-significant",0.164437240632496,"PDZD11","PDZ domain-containing protein 11","PDZ11_HUMAN",0.0482250000000022
-0.0471250000000012,9.4414275,-0.635980550531977,0.544461076722599,0.654279083402502,-8.27468280779208,"CTDS1_HUMAN",7,0.581932113939183,0.577247619038636,0.685142027056426,0.0471250000000012,"Non-significant",0.16421939175826,"CTDSP1","Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1","CTDS1_HUMAN",-0.0471250000000012
0.0519050000000014,9.05243,0.568910254513987,0.586711656777752,0.690905778385376,-8.31846663451776,"NDOR1_HUMAN",14,-0.581387806293541,0.577596346846923,0.685402578659946,-0.0519050000000014,"Non-significant",0.164054265976069,"NDOR1","NADPH-dependent diflavin oxidoreductase 1","NDOR1_HUMAN",0.0519050000000014
-0.100179999999999,8.032305,-0.563989245777309,0.589883669207576,0.693811523696372,-8.32150447198434,"DYR1A_HUMAN",14,0.58132849800068,0.577634351788433,0.685402578659946,0.100179999999999,"Non-significant",0.164054265976069,"DYRK1A","Dual specificity tyrosine-phosphorylation-regulated kinase 1A","DYR1A_HUMAN",-0.100179999999999
-0.0353499999999993,11.518975,-0.566054808388121,0.588551063029164,0.692542215403056,-8.32023229854432,"HDGR2_HUMAN",17,0.580605129251738,0.578098002885879,0.685827088583808,0.0353499999999993,"Non-significant",0.163785365254709,"HDGFL2","Hepatoma-derived growth factor-related protein 2","HDGR2_HUMAN",-0.0353499999999993
0.0118249999999946,16.9938125,0.529999717410514,0.612052793367689,0.712829776960977,-8.34182403652558,"HCDH_HUMAN",22,-0.580422656775978,0.578214993917637,0.685827088583808,-0.0118249999999946,"Non-significant",0.163785365254709,"HADH","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial","HCDH_HUMAN",0.0118249999999946
0.0320724999999999,9.73645125,0.564102522473333,0.589810544341543,0.693811523696372,-8.32143481553801,"UD3A1_HUMAN",18,-0.58037884101042,0.578243088105792,0.685827088583808,-0.0320724999999999,"Non-significant",0.163785365254709,"UGT3A1","UDP-glucuronosyltransferase 3A1","UD3A1_HUMAN",0.0320724999999999
0.072637499999999,7.06637125,0.566544317496845,0.58823550294271,0.692270263153077,-8.31993018780496,"RFIP3_HUMAN",12,-0.579554198593299,0.578771983992551,0.686250560756726,-0.072637499999999,"Non-significant",0.163517287666147,"RAB11FIP3","Rab11 family-interacting protein 3","RFIP3_HUMAN",0.072637499999999
0.0323849999999997,7.949115,0.552610328770379,0.597255103383884,0.701173899118012,-8.32843626623261,"GEMI4_HUMAN",25,-0.579454646537255,0.578835851610351,0.686250560756726,-0.0323849999999997,"Non-significant",0.163517287666147,"GEMIN4","Gem-associated protein 4","GEMI4_HUMAN",0.0323849999999997
-0.018049999999997,15.52005,-0.561924543241247,0.591217413712111,0.694981410612544,-8.32277186056605,"ECHD3_HUMAN",19,0.579396588606489,0.578873100515164,0.686250560756726,0.018049999999997,"Non-significant",0.163517287666147,"ECHDC3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial","ECHD3_HUMAN",-0.018049999999997
0.0950500000000005,8.090635,0.562879640440459,0.590600235395638,0.694455067380012,-8.32218611666115,"RABL6_HUMAN",13,-0.579300161645704,0.578934969284401,0.686250560756726,-0.0950500000000005,"Non-significant",0.163517287666147,"RABL6","Rab-like protein 6","RABL6_HUMAN",0.0950500000000005
0.0142250000000015,15.6146375,0.588639954094263,0.574091677448849,0.680312745262455,-8.30604553690045,"CLIC1_HUMAN",17,-0.578232725814753,0.579620099645212,0.686963362280099,-0.0142250000000015,"Non-significant",0.163066424489037,"CLIC1","Chloride intracellular channel protein 1","CLIC1_HUMAN",0.0142250000000015
0.397017500000001,5.80991875,0.558921416800123,0.593160370376404,0.697065469659656,-8.32460768502241,"SOS2_HUMAN",10,-0.577545655229507,0.58006133609958,0.687359312330161,-0.397017500000001,"Non-significant",0.162816179143041,"SOS2","Son of sevenless homolog 2","SOS2_HUMAN",0.397017500000001
-0.145092499999999,6.27310125,-0.558416244487669,0.593487556116454,0.697250069510273,-8.32491561302407,"T131L_HUMAN",20,0.577451419571827,0.580121868993948,0.687359312330161,0.145092499999999,"Non-significant",0.162816179143041,"TMEM131L","Transmembrane protein 131-like","T131L_HUMAN",-0.145092499999999
0.0604400000000016,8.79557,0.772570141586026,0.464369539184268,0.585041456883714,-8.17228976868252,"NOMO1_HUMAN",3,-0.576656646956592,0.580632538296447,0.687864963721716,-0.0604400000000016,"Non-significant",0.162496810698432,"NOMO1","BOS complex subunit NOMO1","NOMO1_HUMAN",0.0604400000000016
-0.0702000000000016,7.4854775,-0.561731536027854,0.591342177780386,0.695028411963241,-8.32289011775089,"IRS2_HUMAN",13,0.575926652061648,0.581101809044025,0.688081207979273,0.0702000000000016,"Non-significant",0.162360302904007,"IRS2","Insulin receptor substrate 2","IRS2_HUMAN",-0.0702000000000016
