logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,BM1_vs_B1,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.0086481571197509,13.100463509559637,,0.8570154676744093,0.9919144524049384,,CO4B_HUMAN,8,,0.8570154676744093,0.9919144524049384,-0.0086481571197509,Non-significant,0.0035257819290388,C4B_2,Complement C4-B,CO4B_HUMAN,P0C0L5
0.0267708301544189,6.925051808357239,,0.8571111549588359,0.9919144524049384,,RIPL1_HUMAN,8,,0.8571111549588359,0.9919144524049384,-0.0267708301544189,Non-significant,0.0035257819290388,RILPL1,RILP-like protein 1,RIPL1_HUMAN,Q5EBL4
0.0121071338653564,11.759907126426704,,0.8575349620709247,0.9919227025852388,,CCDC6_HUMAN,8,,0.8575349620709247,0.9919227025852388,-0.0121071338653564,Non-significant,0.0035221697295494,CCDC6,Coiled-coil domain-containing protein 6,CCDC6_HUMAN,Q16204
0.0338497161865234,7.304095268249512,,0.8575721914935184,0.9919227025852388,,UBX2B_HUMAN,8,,0.8575721914935184,0.9919227025852388,-0.0338497161865234,Non-significant,0.0035221697295494,UBXN2B,UBX domain-containing protein 2B,UBX2B_HUMAN,Q14CS0
-0.0162825584411621,11.962713956832877,,0.8576453124936938,0.9919227025852388,,QKI_HUMAN,8,,0.8576453124936938,0.9919227025852388,0.0162825584411621,Non-significant,0.0035221697295494,QKI,KH domain-containing RNA-binding protein QKI,QKI_HUMAN,Q96PU8
0.0183985233306885,11.461663842201236,,0.8576468423050744,0.9919227025852388,,CAV2_HUMAN,8,,0.8576468423050744,0.9919227025852388,-0.0183985233306885,Non-significant,0.0035221697295494,CAV2,Caveolin-2,CAV2_HUMAN,P51636
0.020687460899353,6.707102000713348,,0.8577249644740126,0.9919227025852388,,NRG1_HUMAN,8,,0.8577249644740126,0.9919227025852388,-0.020687460899353,Non-significant,0.0035221697295494,NRG1,"Pro-neuregulin-1, membrane-bound isoform",NRG1_HUMAN,Q02297
-0.0397282838821411,7.714585721492767,,0.8580133758274328,0.9919582919078248,,FA20C_HUMAN,8,,0.8580133758274328,0.9919582919078248,0.0397282838821411,Non-significant,0.0035065879013467,FAM20C,Extracellular serine/threonine protein kinase FAM20C,FA20C_HUMAN,Q8IXL6
-0.0183005332946777,9.780216217041012,,0.8580595406986945,0.9919582919078248,,CS025_HUMAN,8,,0.8580595406986945,0.9919582919078248,0.0183005332946777,Non-significant,0.0035065879013467,C19orf25,UPF0449 protein C19orf25,CS025_HUMAN,Q9UFG5
0.0309877395629883,7.300962686538696,,0.8581197602901696,0.9919582919078248,,BMAL1_HUMAN,8,,0.8581197602901696,0.9919582919078248,-0.0309877395629883,Non-significant,0.0035065879013467,BMAL1,Basic helix-loop-helix ARNT-like protein 1,BMAL1_HUMAN,O00327
-0.0804717938105268,6.602709551652273,,0.858277196677464,0.9920000117119,,GBB4_HUMAN,7,,0.858277196677464,0.9920000117119,0.0804717938105268,Non-significant,0.0034883227183884,GNB4,Guanine nucleotide-binding protein subunit beta-4,GBB4_HUMAN,Q9HAV0
-0.0145831108093262,10.76382827758788,,0.8585796509061002,0.9921891451384024,,LCMT1_HUMAN,8,,0.8585796509061002,0.9921891451384024,0.0145831108093262,Non-significant,0.0034055285921946,LCMT1,Leucine carboxyl methyltransferase 1,LCMT1_HUMAN,Q9UIC8
0.0242581367492676,10.82890892028809,,0.8586835720922564,0.9921891451384024,,YBOX3_HUMAN,8,,0.8586835720922564,0.9921891451384024,-0.0242581367492676,Non-significant,0.0034055285921946,YBX3,Y-box-binding protein 3,YBOX3_HUMAN,P16989
-0.0079286098480224,9.5016530752182,,0.8597607640608068,0.9932934208870968,,DOCK1_HUMAN,8,,0.8597607640608068,0.9932934208870968,0.0079286098480224,Non-significant,0.0029224410830787,DOCK1,Dedicator of cytokinesis protein 1,DOCK1_HUMAN,Q14185
0.0130209922790527,10.105562210083017,,0.8600891243026998,0.9935323712271544,,BRE1A_HUMAN,8,,0.8600891243026998,0.9935323712271544,-0.0130209922790527,Non-significant,0.0028179781603119,RNF20,E3 ubiquitin-protein ligase BRE1A,BRE1A_HUMAN,Q5VTR2
-0.0200636386871338,8.544358849525452,,0.8602397599483228,0.9935659843992002,,COA5_HUMAN,8,,0.8602397599483228,0.9935659843992002,0.0200636386871338,Non-significant,0.0028032853645589,COA5,Cytochrome c oxidase assembly factor 5,COA5_HUMAN,Q86WW8
-0.0158040523529053,14.33091914653776,,0.8608893102280177,0.993697361254968,,MANF_HUMAN,8,,0.8608893102280177,0.993697361254968,0.0158040523529053,Non-significant,0.0027458634393594,MANF,Mesencephalic astrocyte-derived neurotrophic factor,MANF_HUMAN,P55145
0.0145518779754639,11.344465136528015,,0.86112020519401,0.993697361254968,,TSNAX_HUMAN,8,,0.86112020519401,0.993697361254968,-0.0145518779754639,Non-significant,0.0027458634393594,TSNAX,Translin-associated protein X,TSNAX_HUMAN,Q99598
0.0250213146209717,15.921516060829166,,0.8611755955807019,0.993697361254968,,SAP_HUMAN,8,,0.8611755955807019,0.993697361254968,-0.0250213146209717,Non-significant,0.0027458634393594,PSAP,Prosaposin,SAP_HUMAN,P07602
0.0140297412872314,15.67757713794709,,0.861278834306717,0.993697361254968,,TRFE_HUMAN,8,,0.861278834306717,0.993697361254968,-0.0140297412872314,Non-significant,0.0027458634393594,TF,Serotransferrin,TRFE_HUMAN,P02787
-0.0164474248886108,7.991545736789705,,0.8613306893746471,0.993697361254968,,SIKE1_HUMAN,8,,0.8613306893746471,0.993697361254968,0.0164474248886108,Non-significant,0.0027458634393594,SIKE1,Suppressor of IKBKE 1,SIKE1_HUMAN,Q9BRV8
0.0161585807800293,8.573530197143555,,0.8614050051667421,0.993697361254968,,TBCK_HUMAN,8,,0.8614050051667421,0.993697361254968,-0.0161585807800293,Non-significant,0.0027458634393594,TBCK,TBC domain-containing protein kinase-like protein,TBCK_HUMAN,Q8TEA7
0.0535975694656372,8.023268640041351,,0.8614853139909219,0.993697361254968,,TM50B_HUMAN,8,,0.8614853139909219,0.993697361254968,-0.0535975694656372,Non-significant,0.0027458634393594,TMEM50B,Transmembrane protein 50B,TM50B_HUMAN,P56557
-0.0262181758880615,8.491901993751526,,0.8620955184477272,0.993697361254968,,FKB14_HUMAN,8,,0.8620955184477272,0.993697361254968,0.0262181758880615,Non-significant,0.0027458634393594,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14,FKB14_HUMAN,Q9NWM8
-0.0173053741455078,9.548385858535768,,0.8621898403904326,0.993697361254968,,UCK1_HUMAN,8,,0.8621898403904326,0.993697361254968,0.0173053741455078,Non-significant,0.0027458634393594,UCK1,Uridine-cytidine kinase 1,UCK1_HUMAN,Q9HA47
-0.002326488494873,15.449586391448976,,0.8622685425840437,0.993697361254968,,UBA1_HUMAN,8,,0.8622685425840437,0.993697361254968,0.002326488494873,Non-significant,0.0027458634393594,UBA1,Ubiquitin-like modifier-activating enzyme 1,UBA1_HUMAN,P22314
-0.0174298286437988,9.718244075775146,,0.8622857077113963,0.993697361254968,,CNOT9_HUMAN,8,,0.8622857077113963,0.993697361254968,0.0174298286437988,Non-significant,0.0027458634393594,CNOT9,CCR4-NOT transcription complex subunit 9,CNOT9_HUMAN,Q92600
0.0242505073547363,13.35069561004639,,0.862436827582757,0.993697361254968,,BGH3_HUMAN,8,,0.862436827582757,0.993697361254968,-0.0242505073547363,Non-significant,0.0027458634393594,TGFBI,Transforming growth factor-beta-induced protein ig-h3,BGH3_HUMAN,Q15582
-0.0203022956848145,13.485051870346066,,0.8624877642850648,0.993697361254968,,CAVN1_HUMAN,8,,0.8624877642850648,0.993697361254968,0.0203022956848145,Non-significant,0.0027458634393594,CAVIN1,Caveolae-associated protein 1,CAVN1_HUMAN,Q6NZI2
0.0119268894195557,15.714219689369196,,0.8631141851234199,0.993697361254968,,FLNA_HUMAN,8,,0.8631141851234199,0.993697361254968,-0.0119268894195557,Non-significant,0.0027458634393594,FLNA,Filamin-A,FLNA_HUMAN,P21333
0.0066783428192138,10.62273228168489,,0.8631401319915536,0.993697361254968,,DJB12_HUMAN,8,,0.8631401319915536,0.993697361254968,-0.0066783428192138,Non-significant,0.0027458634393594,DNAJB12,DnaJ homolog subfamily B member 12,DJB12_HUMAN,Q9NXW2
0.0047428607940673,13.99107491970064,,0.8632477254597152,0.993697361254968,,AP1B1_HUMAN,8,,0.8632477254597152,0.993697361254968,-0.0047428607940673,Non-significant,0.0027458634393594,AP1B1,AP-1 complex subunit beta-1,AP1B1_HUMAN,Q10567
0.0132603645324707,7.953489542007445,,0.8633300045171014,0.993697361254968,,MTEF3_HUMAN,8,,0.8633300045171014,0.993697361254968,-0.0132603645324707,Non-significant,0.0027458634393594,MTERF3,"Transcription termination factor 3, mitochondrial",MTEF3_HUMAN,Q96E29
0.0354635715484619,6.315839052200318,,0.8633552560926999,0.993697361254968,,B3KNS4_HUMAN,8,,0.8633552560926999,0.993697361254968,-0.0354635715484619,Non-significant,0.0027458634393594,ERVK3-1,Endogenous retrovirus group K3 member 1,B3KNS4_HUMAN,B3KNS4
-0.035341739654541,14.59048676490784,,0.8633926886628236,0.993697361254968,,CP27A_HUMAN,8,,0.8633926886628236,0.993697361254968,0.035341739654541,Non-significant,0.0027458634393594,CYP27A1,"Sterol 26-hydroxylase, mitochondrial",CP27A_HUMAN,Q02318
-0.0286340316136675,7.589969019095101,,0.8636051545358447,0.993697361254968,,AP1AR_HUMAN,7,,0.8636051545358447,0.993697361254968,0.0286340316136675,Non-significant,0.0027458634393594,AP1AR,AP-1 complex-associated regulatory protein,AP1AR_HUMAN,Q63HQ0
0.0544685125350952,7.351402223110199,,0.8636466213238775,0.993697361254968,,EHMT1_HUMAN,8,,0.8636466213238775,0.993697361254968,-0.0544685125350952,Non-significant,0.0027458634393594,EHMT1,Histone-lysine N-methyltransferase EHMT1,EHMT1_HUMAN,Q9H9B1
0.0296797752380371,10.338999032974234,,0.8636687867733698,0.993697361254968,,GPHRA_HUMAN;GPHRB_HUMAN,8,,0.8636687867733698,0.993697361254968,-0.0296797752380371,Non-significant,0.0027458634393594,GPR89A;GPR89B,Golgi pH regulator A;Golgi pH regulator B,GPHRA_HUMAN;GPHRB_HUMAN,B7ZAQ6;P0CG08
0.01484215259552,7.883832156658173,,0.8637322131815233,0.993697361254968,,GORAB_HUMAN,8,,0.8637322131815233,0.993697361254968,-0.01484215259552,Non-significant,0.0027458634393594,GORAB,RAB6-interacting golgin,GORAB_HUMAN,Q5T7V8
-0.0048513412475585,10.135036706924446,,0.8637645118072544,0.993697361254968,,TBK1_HUMAN,8,,0.8637645118072544,0.993697361254968,0.0048513412475585,Non-significant,0.0027458634393594,TBK1,Serine/threonine-protein kinase TBK1,TBK1_HUMAN,Q9UHD2
0.0326344966888428,8.592617392539978,,0.8639730141419784,0.993697361254968,,LZTS2_HUMAN,8,,0.8639730141419784,0.993697361254968,-0.0326344966888428,Non-significant,0.0027458634393594,LZTS2,Leucine zipper putative tumor suppressor 2,LZTS2_HUMAN,Q9BRK4
-0.0128378868103027,12.869822502136223,,0.8639731688900721,0.993697361254968,,MSRA_HUMAN,8,,0.8639731688900721,0.993697361254968,0.0128378868103027,Non-significant,0.0027458634393594,MSRA,Mitochondrial peptide methionine sulfoxide reductase,MSRA_HUMAN,Q9UJ68
-0.0501999855041504,6.667476296424864,,0.8640725823063875,0.993697361254968,,SDCG8_HUMAN,8,,0.8640725823063875,0.993697361254968,0.0501999855041504,Non-significant,0.0027458634393594,SDCCAG8,Serologically defined colon cancer antigen 8,SDCG8_HUMAN,Q86SQ7
-0.0175690650939941,9.495818376541134,,0.8642882197672158,0.993697361254968,,SMYD5_HUMAN,8,,0.8642882197672158,0.993697361254968,0.0175690650939941,Non-significant,0.0027458634393594,SMYD5,Histone-lysine N-trimethyltransferase SMYD5,SMYD5_HUMAN,Q6GMV2
-0.0469052791595459,7.8821964263916,,0.8643165762432571,0.993697361254968,,CF136_HUMAN,8,,0.8643165762432571,0.993697361254968,0.0469052791595459,Non-significant,0.0027458634393594,C6orf136,Uncharacterized protein C6orf136,CF136_HUMAN,Q5SQH8
0.0102903842926025,10.821854233741757,,0.864324320930848,0.993697361254968,,FA8A1_HUMAN,8,,0.864324320930848,0.993697361254968,-0.0102903842926025,Non-significant,0.0027458634393594,FAM8A1,Protein FAM8A1,FA8A1_HUMAN,Q9UBU6
-0.0146410465240479,12.092541575431824,,0.8643458023294843,0.993697361254968,,STX12_HUMAN,8,,0.8643458023294843,0.993697361254968,0.0146410465240479,Non-significant,0.0027458634393594,STX12,Syntaxin-12,STX12_HUMAN,Q86Y82
0.0160973072052002,11.03958427906037,,0.8643545560140689,0.993697361254968,,CP2J2_HUMAN,8,,0.8643545560140689,0.993697361254968,-0.0160973072052002,Non-significant,0.0027458634393594,CYP2J2,Cytochrome P450 2J2,CP2J2_HUMAN,P51589
-0.0101518630981445,12.204827070236195,,0.8643647627992757,0.993697361254968,,SAP18_HUMAN,8,,0.8643647627992757,0.993697361254968,0.0101518630981445,Non-significant,0.0027458634393594,SAP18,Histone deacetylase complex subunit SAP18,SAP18_HUMAN,O00422
-0.016578197479248,8.665786743164062,,0.8646230631610214,0.9938545474326984,,TOX4_HUMAN,8,,0.8646230631610214,0.9938545474326984,0.016578197479248,Non-significant,0.0026771708034956,TOX4,TOX high mobility group box family member 4,TOX4_HUMAN,O94842
-0.038789788881938,7.21301617225011,,0.8648989399326249,0.9939265704499132,,HFE_HUMAN,7,,0.8648989399326249,0.9939265704499132,0.038789788881938,Non-significant,0.0026456993314319,HFE,Hereditary hemochromatosis protein,HFE_HUMAN,Q30201
0.02785325050354,9.051117062568665,,0.8649288834471781,0.9939265704499132,,LIPC_HUMAN,8,,0.8649288834471781,0.9939265704499132,-0.02785325050354,Non-significant,0.0026456993314319,LIPC,Hepatic triacylglycerol lipase,LIPC_HUMAN,P11150
0.0158298015594482,15.0481218099594,,0.865350734167462,0.9942264448471028,,ICAL_HUMAN,8,,0.865350734167462,0.9942264448471028,-0.0158298015594482,Non-significant,0.0025146894987388,CAST,Calpastatin,ICAL_HUMAN,P20810
-0.0396180550257368,6.493354221185049,,0.8654330741935149,0.9942264448471028,,GPT11_HUMAN,7,,0.8654330741935149,0.9942264448471028,0.0396180550257368,Non-significant,0.0025146894987388,GPATCH11,G patch domain-containing protein 11,GPT11_HUMAN,Q8N954
0.0177838802337646,10.744747519493124,,0.8659262819590471,0.9943324753473513,,SMUF1_HUMAN,8,,0.8659262819590471,0.9943324753473513,-0.0177838802337646,Non-significant,0.0024683760998776,SMURF1,E3 ubiquitin-protein ligase SMURF1,SMUF1_HUMAN,Q9HCE7
0.0388627052307129,6.900410056114198,,0.8659558492339148,0.9943324753473513,,PITM2_HUMAN,8,,0.8659558492339148,0.9943324753473513,-0.0388627052307129,Non-significant,0.0024683760998776,PITPNM2,Membrane-associated phosphatidylinositol transfer protein 2,PITM2_HUMAN,Q9BZ72
-0.0256643295288086,9.011606216430664,,0.8660639930619971,0.9943324753473513,,PTN9_HUMAN,8,,0.8660639930619971,0.9943324753473513,0.0256643295288086,Non-significant,0.0024683760998776,PTPN9,Tyrosine-protein phosphatase non-receptor type 9,PTN9_HUMAN,P43378
-0.0595353841781616,8.131557166576382,,0.8661324101597387,0.9943324753473513,,LORF1_HUMAN,6,,0.8661324101597387,0.9943324753473513,0.0595353841781616,Non-significant,0.0024683760998776,L1RE1,LINE-1 retrotransposable element ORF1 protein,LORF1_HUMAN,Q9UN81
-0.0172145366668701,9.639262080192566,,0.86616369926666,0.9943324753473513,,COG6_HUMAN,8,,0.86616369926666,0.9943324753473513,0.0172145366668701,Non-significant,0.0024683760998776,COG6,Conserved oligomeric Golgi complex subunit 6,COG6_HUMAN,Q9Y2V7
-0.0088026523590087,10.78469431400296,,0.8663131978424669,0.9943324753473513,,SNX7_HUMAN,8,,0.8663131978424669,0.9943324753473513,0.0088026523590087,Non-significant,0.0024683760998776,SNX7,Sorting nexin-7,SNX7_HUMAN,Q9UNH6
0.0387061834335327,7.053804576396944,,0.8664231483494199,0.9943324753473513,,QPCTL_HUMAN,7,,0.8664231483494199,0.9943324753473513,-0.0387061834335327,Non-significant,0.0024683760998776,QPCTL,Glutaminyl-peptide cyclotransferase-like protein,QPCTL_HUMAN,Q9NXS2
-0.0692090590794878,6.544385572274525,,0.8665938715756278,0.9943324753473513,,TADA3_HUMAN,7,,0.8665938715756278,0.9943324753473513,0.0692090590794878,Non-significant,0.0024683760998776,TADA3,Transcriptional adapter 3,TADA3_HUMAN,O75528
0.0121679306030273,12.633480310440063,,0.8666200473210859,0.9943324753473513,,TX1B3_HUMAN,8,,0.8666200473210859,0.9943324753473513,-0.0121679306030273,Non-significant,0.0024683760998776,TAX1BP3,Tax1-binding protein 3,TX1B3_HUMAN,O14907
-0.0091471672058105,14.09391689300537,,0.8670289296733179,0.9944428787291232,,LACB2_HUMAN,8,,0.8670289296733179,0.9944428787291232,0.0091471672058105,Non-significant,0.0024201579042548,LACTB2,Endoribonuclease LACTB2,LACB2_HUMAN,Q53H82
0.035218795140584,7.2596568663914995,,0.8670465679816193,0.9944428787291232,,BLTP2_HUMAN,7,,0.8670465679816193,0.9944428787291232,-0.035218795140584,Non-significant,0.0024201579042548,BLTP2,Bridge-like lipid transfer protein family member 2,BLTP2_HUMAN,Q14667
-0.0115268230438232,10.792722582817074,,0.8671181871558572,0.9944428787291232,,TPPC1_HUMAN,8,,0.8671181871558572,0.9944428787291232,0.0115268230438232,Non-significant,0.0024201579042548,TRAPPC1,Trafficking protein particle complex subunit 1,TPPC1_HUMAN,Q9Y5R8
-0.0216128826141357,9.20936930179596,,0.867312567525325,0.9944428787291232,,PR38A_HUMAN,8,,0.867312567525325,0.9944428787291232,0.0216128826141357,Non-significant,0.0024201579042548,PRPF38A,Pre-mRNA-splicing factor 38A,PR38A_HUMAN,Q8NAV1
0.0050544738769531,17.286608219146736,,0.8673500485426436,0.9944428787291232,,HS71A_HUMAN;HS71B_HUMAN,8,,0.8673500485426436,0.9944428787291232,-0.0050544738769531,Non-significant,0.0024201579042548,HSPA1A;HSPA1B,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HS71A_HUMAN;HS71B_HUMAN,P0DMV8;P0DMV9
-0.0162637233734131,8.660988450050354,,0.8675005707279232,0.9944428787291232,,WDR74_HUMAN,8,,0.8675005707279232,0.9944428787291232,0.0162637233734131,Non-significant,0.0024201579042548,WDR74,WD repeat-containing protein 74,WDR74_HUMAN,Q6RFH5
-0.0120165348052979,10.15675747394561,,0.8675677811738358,0.9944428787291232,,TNG2_HUMAN,8,,0.8675677811738358,0.9944428787291232,0.0120165348052979,Non-significant,0.0024201579042548,TANGO2,Transport and Golgi organization protein 2 homolog,TNG2_HUMAN,Q6ICL3
-0.0074269771575927,9.2610741853714,,0.8679573351151834,0.994636856181376,,XIAP_HUMAN,8,,0.8679573351151834,0.994636856181376,0.0074269771575927,Non-significant,0.0023354520617333,XIAP,E3 ubiquitin-protein ligase XIAP,XIAP_HUMAN,P98170
0.027876615524292,9.702393174171444,,0.8680229504758783,0.994636856181376,,LCLT1_HUMAN,8,,0.8680229504758783,0.994636856181376,-0.027876615524292,Non-significant,0.0023354520617333,LCLAT1,Lysocardiolipin acyltransferase 1,LCLT1_HUMAN,Q6UWP7
-0.0114476680755615,11.258337140083317,,0.8682575866947071,0.994636856181376,,SRSF5_HUMAN,8,,0.8682575866947071,0.994636856181376,0.0114476680755615,Non-significant,0.0023354520617333,SRSF5,Serine/arginine-rich splicing factor 5,SRSF5_HUMAN,Q13243
0.0108988285064697,11.845049738883969,,0.8683715791637755,0.994636856181376,,FPRP_HUMAN,8,,0.8683715791637755,0.994636856181376,-0.0108988285064697,Non-significant,0.0023354520617333,PTGFRN,Prostaglandin F2 receptor negative regulator,FPRP_HUMAN,Q9P2B2
-0.0873263676961269,6.490349769592284,,0.868485401778797,0.994636856181376,,CEAM8_HUMAN,6,,0.868485401778797,0.994636856181376,0.0873263676961269,Non-significant,0.0023354520617333,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,CEAM8_HUMAN,P31997
-0.036404013633728,7.113252937793732,,0.8687549793887388,0.994636856181376,,AP3M2_HUMAN,8,,0.8687549793887388,0.994636856181376,0.036404013633728,Non-significant,0.0023354520617333,AP3M2,AP-3 complex subunit mu-2,AP3M2_HUMAN,P53677
-0.0121936798095703,13.78540897369386,,0.868833598914733,0.994636856181376,,PON3_HUMAN,8,,0.868833598914733,0.994636856181376,0.0121936798095703,Non-significant,0.0023354520617333,PON3,Serum paraoxonase/lactonase 3,PON3_HUMAN,Q15166
-0.0231711864471436,11.469995379447925,,0.8688543711757953,0.994636856181376,,SYSM_HUMAN,8,,0.8688543711757953,0.994636856181376,0.0231711864471436,Non-significant,0.0023354520617333,SARS2,"Serine--tRNA ligase, mitochondrial",SYSM_HUMAN,Q9NP81
0.100723743438721,10.514410734176636,,0.8688579221272115,0.994636856181376,,S10A9_HUMAN,8,,0.8688579221272115,0.994636856181376,-0.100723743438721,Non-significant,0.0023354520617333,S100A9,Protein S100-A9,S10A9_HUMAN,P06702
-0.0203859806060791,12.37245261669159,,0.8691223246372143,0.994636856181376,,GLCNE_HUMAN,8,,0.8691223246372143,0.994636856181376,0.0203859806060791,Non-significant,0.0023354520617333,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,GLCNE_HUMAN,Q9Y223
0.0116779804229736,10.02789127826691,,0.8691466521621968,0.994636856181376,,S2546_HUMAN,8,,0.8691466521621968,0.994636856181376,-0.0116779804229736,Non-significant,0.0023354520617333,SLC25A46,Mitochondrial outer membrane protein SLC25A46,S2546_HUMAN,Q96AG3
-0.0245330333709717,9.186253905296326,,0.8691970275914068,0.994636856181376,,C56D2_HUMAN,8,,0.8691970275914068,0.994636856181376,0.0245330333709717,Non-significant,0.0023354520617333,CYB561D2,Transmembrane reductase CYB561D2,C56D2_HUMAN,O14569
-0.0169277191162109,9.25526070594788,,0.8694648052825094,0.9947595404943044,,DNJC9_HUMAN,8,,0.8694648052825094,0.9947595404943044,0.0169277191162109,Non-significant,0.0022818869499462,DNAJC9,DnaJ homolog subfamily C member 9,DNJC9_HUMAN,Q8WXX5
0.0098609924316406,9.026113986968994,,0.8696104592592646,0.9947595404943044,,IFIH1_HUMAN,8,,0.8696104592592646,0.9947595404943044,-0.0098609924316406,Non-significant,0.0022818869499462,IFIH1,Interferon-induced helicase C domain-containing protein 1,IFIH1_HUMAN,Q9BYX4
-0.0487948656082153,7.414890348911286,,0.8696692887966719,0.9947595404943044,,PI51A_HUMAN,8,,0.8696692887966719,0.9947595404943044,0.0487948656082153,Non-significant,0.0022818869499462,PIP5K1A,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,PI51A_HUMAN,Q99755
-0.0103323459625244,11.195578217506409,,0.8699544139148485,0.994795896575839,,SNF8_HUMAN,8,,0.8699544139148485,0.994795896575839,0.0103323459625244,Non-significant,0.0022660148155972,SNF8,Vacuolar-sorting protein SNF8,SNF8_HUMAN,Q96H20
-0.0088176727294921,15.72537398338316,,0.8699906330874928,0.994795896575839,,GBB2_HUMAN,8,,0.8699906330874928,0.994795896575839,0.0088176727294921,Non-significant,0.0022660148155972,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GBB2_HUMAN,P62879
-0.0269334316253662,8.05480122566223,,0.8701424468465351,0.994795896575839,,CLN8_HUMAN,8,,0.8701424468465351,0.994795896575839,0.0269334316253662,Non-significant,0.0022660148155972,CLN8,Protein CLN8,CLN8_HUMAN,Q9UBY8
0.0142805576324463,9.498207211494446,,0.8703906977602849,0.994795896575839,,BLT3B_HUMAN,8,,0.8703906977602849,0.994795896575839,-0.0142805576324463,Non-significant,0.0022660148155972,BLTP3B,Bridge-like lipid transfer protein family member 3B,BLT3B_HUMAN,A0JNW5
0.0486429929733276,7.931614458560944,,0.8704655925921537,0.994795896575839,,EMRE_HUMAN,8,,0.8704655925921537,0.994795896575839,-0.0486429929733276,Non-significant,0.0022660148155972,SMDT1,"Essential MCU regulator, mitochondrial",EMRE_HUMAN,Q9H4I9
-0.0187135934829712,7.30009526014328,,0.8705337419344322,0.994795896575839,,DUS1L_HUMAN,8,,0.8705337419344322,0.994795896575839,0.0187135934829712,Non-significant,0.0022660148155972,DUS1L,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,DUS1L_HUMAN,Q6P1R4
0.0327918529510498,8.337883591651917,,0.870751135441974,0.994795896575839,,S10AE_HUMAN,8,,0.870751135441974,0.994795896575839,-0.0327918529510498,Non-significant,0.0022660148155972,S100A14,Protein S100-A14,S10AE_HUMAN,Q9HCY8
-0.0263981819152832,8.288225650787354,,0.8707884781824419,0.994795896575839,,SMG5_HUMAN,8,,0.8707884781824419,0.994795896575839,0.0263981819152832,Non-significant,0.0022660148155972,SMG5,Nonsense-mediated mRNA decay factor SMG5,SMG5_HUMAN,Q9UPR3
-0.0302684307098389,13.44289982318877,,0.8708001402035617,0.994795896575839,,RS23_HUMAN,8,,0.8708001402035617,0.994795896575839,0.0302684307098389,Non-significant,0.0022660148155972,RPS23,Small ribosomal subunit protein uS12,RS23_HUMAN,P62266
-0.0644784768422442,6.979646722475687,,0.8709870419382463,0.994795896575839,,VPS72_HUMAN,7,,0.8709870419382463,0.994795896575839,0.0644784768422442,Non-significant,0.0022660148155972,VPS72,Vacuolar protein sorting-associated protein 72 homolog,VPS72_HUMAN,Q15906
0.0090596675872802,11.12957990169526,,0.871518820948184,0.994795896575839,,SPG7_HUMAN,8,,0.871518820948184,0.994795896575839,-0.0090596675872802,Non-significant,0.0022660148155972,SPG7,Mitochondrial inner membrane m-AAA protease component paraplegin,SPG7_HUMAN,Q9UQ90
-0.0068614482879638,9.625547766685486,,0.87155829592212,0.994795896575839,,PKP4_HUMAN,8,,0.87155829592212,0.994795896575839,0.0068614482879638,Non-significant,0.0022660148155972,PKP4,Plakophilin-4,PKP4_HUMAN,Q99569
-0.0035319328308105,11.9308602809906,,0.8716476196959608,0.994795896575839,,SNX1_HUMAN,8,,0.8716476196959608,0.994795896575839,0.0035319328308105,Non-significant,0.0022660148155972,SNX1,Sorting nexin-1,SNX1_HUMAN,Q13596
-0.0180720090866089,7.042299211025238,,0.8717075520916636,0.994795896575839,,AZI2_HUMAN,8,,0.8717075520916636,0.994795896575839,0.0180720090866089,Non-significant,0.0022660148155972,AZI2,5-azacytidine-induced protein 2,AZI2_HUMAN,Q9H6S1
0.0093703269958496,10.134834766387936,,0.8717277353213416,0.994795896575839,,NUFP2_HUMAN,8,,0.8717277353213416,0.994795896575839,-0.0093703269958496,Non-significant,0.0022660148155972,NUFIP2,FMR1-interacting protein NUFIP2,NUFP2_HUMAN,Q7Z417
-0.0177347660064697,13.288580298423774,,0.8718006303811863,0.994795896575839,,FIS1_HUMAN,8,,0.8718006303811863,0.994795896575839,0.0177347660064697,Non-significant,0.0022660148155972,FIS1,Mitochondrial fission 1 protein,FIS1_HUMAN,Q9Y3D6
0.0143084526062012,12.06491780281069,,0.8718374157783929,0.994795896575839,,PLMN_HUMAN,8,,0.8718374157783929,0.994795896575839,-0.0143084526062012,Non-significant,0.0022660148155972,PLG,Plasminogen,PLMN_HUMAN,P00747
-0.0104541778564453,17.222102165222175,,0.8718914494147872,0.994795896575839,,GSTO1_HUMAN,8,,0.8718914494147872,0.994795896575839,0.0104541778564453,Non-significant,0.0022660148155972,GSTO1,Glutathione S-transferase omega-1,GSTO1_HUMAN,P78417
