"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.0233149528503489,17.3249943256378,0.399877795175516,0.700576320146993,0.903766618785807,-6.1899225389709,"Q53HV7;D6RA78",2,0.2449277694403,0.812191378784745,0.941437256417648,-0.0233149528503489,"Non-significant",0.0262086189288916,"SMUG1","Single-strand selective monofunctional uracil DNA glycosylase","Q53HV7;D6RA78"
-0.0243105888366415,17.7283337116241,-0.37781357338034,0.716209075571556,0.908078977326808,-6.19913238101162,"Q71SY5;M0QZQ2",2,-0.246972036746388,0.810658773496694,0.941437256417648,0.0243105888366486,"Non-significant",0.0262086189288916,"MED25","Mediator of RNA polymerase II transcription subunit 25","Q71SY5;M0QZQ2"
0.0079045295715261,19.6180398464203,0.228873141318022,0.825185440681081,0.945597194220005,-6.2479932841071,"Q7L5N1;E7EM64",16,0.247873705516775,0.809983056248943,0.941437256417648,-0.0079045295715261,"Non-significant",0.0262086189288916,"COPS6","COP9 signalosome complex subunit 6","Q7L5N1;E7EM64"
0.0402591228485214,16.1167014837265,0.307632076973581,0.766869116792353,0.93100264099761,-6.22506861332213,"Q7Z6V5",1,0.245141918926314,0.8120307890523,0.941437256417648,-0.040259122848525,"Non-significant",0.0262086189288916,"ADAT2","tRNA-specific adenosine deaminase 2","Q7Z6V5"
0.0770387649536506,15.0568492412567,0.245102419239677,0.813058261868206,0.942546528403254,-6.24380990427056,"Q8WUH1;B4DL54;H0YHA3;H0YID9;A0A0C4DGJ7",1,0.248383928350787,0.809600765512881,0.941437256417648,-0.0770387649536488,"Non-significant",0.0262086189288916,"CHURC1","Protein Churchill","Q8WUH1;B4DL54;H0YHA3;H0YID9;A0A0C4DGJ7"
0.0258913040161062,16.8128938674927,0.270191971021954,0.79441818555353,0.937896627985964,-6.23678892998911,"Q92623",3,0.244410221867071,0.812579523867777,0.941437256417648,-0.0258913040160991,"Non-significant",0.0262086189288916,"TTC9","Tetratricopeptide repeat protein 9A","Q92623"
0.00494050979617455,20.5163629055023,0.188973283388573,0.855209645852452,0.954933270240891,-6.25707562314819,"Q92900",61,0.245935459595311,0.81143579793049,0.941437256417648,-0.004940509796171,"Non-significant",0.0262086189288916,"UPF1","Regulator of nonsense transcripts 1","Q92900"
-0.0324764251708984,17.2106323242188,-0.443753312930263,0.669949573693555,0.889758500096099,-6.17012931978687,"Q96AP0;R4GNJ5;A0A590TQL1",1,-0.24913310655893,0.809039531743105,0.941437256417648,0.0324764251708984,"Non-significant",0.0262086189288916,"ACD","Adrenocortical dysplasia protein homolog","Q96AP0;R4GNJ5;A0A590TQL1"
-0.0147657394408931,17.5018253326416,-0.282998421545057,0.784957557583371,0.936079236099213,-6.23294700927594,"Q99547;H3BNT4;H3BSB3",5,-0.248505393501544,0.80950976415419,0.941437256417648,0.0147657394409002,"Non-significant",0.0262086189288916,"MPHOSPH6","M-phase phosphoprotein 6","Q99547;H3BNT4;H3BSB3"
-0.012256145477302,17.7624189853668,-0.256837486739236,0.804322925556484,0.93978206136089,-6.24060954383417,"Q9BZ67;E9PRP1;E9PS62",7,-0.244324357896278,0.812643924519696,0.941437256417648,0.012256145477302,"Non-significant",0.0262086189288916,"FRMD8","FERM domain-containing protein 8","Q9BZ67;E9PRP1;E9PS62"
-0.0799684524536026,14.5493772029877,-0.24360561612561,0.814174514904661,0.942962420889072,-6.24420753122977,"Q9BZM1;D6RBP5;A0A0C4DGC6",1,-0.248207778612214,0.809732741815108,0.941437256417648,0.0799684524535991,"Non-significant",0.0262086189288916,"PLA2G12A","Group XIIA secretory phospholipase A2","Q9BZM1;D6RBP5;A0A0C4DGC6"
0.00997161865231888,20.0074515342713,0.221197653460047,0.830938811414689,0.945872649541127,-6.249873449898,"Q9H6Z4;B7Z7F3;K7EIJ4",20,0.244193123084708,0.81274235760564,0.941437256417648,-0.00997161865232599,"Non-significant",0.0262086189288916,"RANBP3","Ran-binding protein 3","Q9H6Z4;B7Z7F3;K7EIJ4"
-0.0307254791259766,19.8399810791016,-0.23162336513209,0.823126687768978,0.945250014517028,-6.24730421806078,"Q9NRX4",6,-0.244836088480742,0.812260132774058,0.941437256417648,0.0307254791259766,"Non-significant",0.0262086189288916,"PHPT1","14 kDa phosphohistidine phosphatase","Q9NRX4"
-0.00723648071292615,18.9269671440125,-0.214282844532689,0.836131449057641,0.947723807949381,-6.25151311037503,"Q9UBF2",26,-0.246332383644734,0.811138235325377,0.941437256417648,0.00723648071292615,"Non-significant",0.0262086189288916,"COPG2","Coatomer subunit gamma-2","Q9UBF2"
-0.00731801986697178,22.0006353855133,-0.218693548504766,0.83281823497453,0.94702358751046,-6.25047316504538,"Q9UJZ1;F2Z2I8;A0A087WYB4",22,-0.247550799052561,0.810225025556493,0.941437256417648,0.00731801986697178,"Non-significant",0.0262086189288916,"STOML2","Stomatin-like protein 2, mitochondrial","Q9UJZ1;F2Z2I8;A0A087WYB4"
-0.00986003875732422,18.723096370697,-0.262232732202945,0.800316671552393,0.938612435154525,-6.23908886895361,"Q9ULR0",8,-0.244651947338076,0.812398230275756,0.941437256417648,0.00986003875732422,"Non-significant",0.0262086189288916,"ISY1","Pre-mRNA-splicing factor ISY1 homolog","Q9ULR0"
0.00860738754269619,17.4318206310272,0.228083543388313,0.825776785928322,0.945597194220005,-6.24818961866104,"Q9ULV0;K7EPI3;A0A0A0MR36",15,0.244890019361209,0.812219688365805,0.941437256417648,-0.00860738754270329,"Non-significant",0.0262086189288916,"MYO5B","Unconventional myosin-Vb","Q9ULV0;K7EPI3;A0A0A0MR36"
-0.0138797760009766,18.0201506614685,-0.228285463586088,0.825625552519872,0.945597194220005,-6.24813947457284,"Q9Y2L5;J3QQJ5;J3KSL8;J3QSA1;J3QR00",17,-0.24846305341328,0.809541484887314,0.941437256417648,0.0138797760009766,"Non-significant",0.0262086189288916,"TRAPPC8","Trafficking protein particle complex subunit 8","Q9Y2L5;J3QQJ5;J3KSL8;J3QSA1;J3QR00"
-0.0269742012024032,17.102245092392,-0.232500365156161,0.822470496187058,0.945250014517028,-6.24708278155219,"Q9Y4K4",7,-0.24627835860565,0.811178734458955,0.941437256417648,0.0269742012023997,"Non-significant",0.0262086189288916,"MAP4K5","Mitogen-activated protein kinase kinase kinase kinase 5","Q9Y4K4"
0.0353622436523438,20.6890482902527,0.335455254037658,0.746623191681505,0.921569009821481,-6.21540156822856,"A6NL82;B7ZBL6",1,0.239104572506377,0.816561717898302,0.941549060173994,-0.0353622436523509,"Non-significant",0.0261570457931056,"FAM183A","Protein FAM183A","A6NL82;B7ZBL6"
0.0201516151427796,18.2741014957428,0.626381017205932,0.549954691311303,0.834831746451567,-6.06725627299332,"H0Y7R8",2,0.239883720142383,0.815976569398823,0.941549060173994,-0.0201516151427725,"Non-significant",0.0261570457931056,"AFDN","Afadin (Fragment)","H0Y7R8"
-0.0291657447814977,17.8069899082184,-0.290253294481211,0.779615054921357,0.934907376269772,-6.23069338680029,"I3L213",2,-0.240237905805118,0.815710612068765,0.941549060173994,0.0291657447815012,"Non-significant",0.0261570457931056,"PHKB","Phosphorylase b kinase regulatory subunit (Fragment)","I3L213"
0.0309863090514995,16.2320382595062,0.251818303483224,0.808055550618595,0.941275559630293,-6.2419963564452,"O00257",3,0.242902674567459,0.813710448382179,0.941549060173994,-0.0309863090514995,"Non-significant",0.0261570457931056,"CBX4","E3 SUMO-protein ligase CBX4","O00257"
-0.00759506225588069,20.3688526153564,-0.229809630174449,0.824484242188727,0.945597194220005,-6.24775955821107,"O14618;J3KNF4;E9PP76",13,-0.238649887984016,0.816903246829659,0.941549060173994,0.00759506225587359,"Non-significant",0.0261570457931056,"CCS","Copper chaperone for superoxide dismutase","O14618;J3KNF4;E9PP76"
-0.00995206832887519,19.6460993289948,-0.30701791029201,0.767318282242704,0.93100264099761,-6.22527282492914,"O43181",6,-0.239779246405677,0.816055023307804,0.941549060173994,0.00995206832887519,"Non-significant",0.0261570457931056,"NDUFS4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial","O43181"
0.0310502052306703,16.8160760402679,0.427781777252185,0.681025294954811,0.894262861059552,-6.17756097257804,"O60683;D6RBB0;A0A3B3ITN6;D6RA89",1,0.238714966670627,0.816854361506751,0.941549060173994,-0.0310502052306738,"Non-significant",0.0261570457931056,"PEX10","Peroxisome biogenesis factor 10","O60683;D6RBB0;A0A3B3ITN6;D6RA89"
0.0138373374939,17.6190774440765,0.224004021541478,0.828833923901956,0.945597194220005,-6.24919334253526,"O75410;H0YBT8;H0YAY0;R4GMT7;E5RFM9;E7ET87;B4E3H6;E7EVI4",12,0.23868839418596,0.816874321926187,0.941549060173994,-0.0138373374939,"Non-significant",0.0261570457931056,"TACC1","Transforming acidic coiled-coil-containing protein 1","O75410;H0YBT8;H0YAY0;R4GMT7;E5RFM9;E7ET87;B4E3H6;E7EVI4"
-0.0994446277618266,14.9597035646439,-0.223779089180863,0.82900257733807,0.945597194220005,-6.24924816530063,"P0C6L3;P29996",2,-0.238685704202303,0.816876342565599,0.941549060173994,0.0994446277618248,"Non-significant",0.0261570457931056,"TRFE_HUMAN","Small delta antigen","P0C6L3;P29996"
-0.265728473663323,15.8483517169952,-0.223820770354024,0.828971324228488,0.945597194220005,-6.24923801044747,"P19013",7,-0.243036899693409,0.813609737387509,0.941549060173994,0.265728473663325,"Non-significant",0.0261570457931056,"KRT4","Keratin, type II cytoskeletal 4","P19013"
-0.0127601623535014,19.3770041465759,-0.248628796721567,0.810430265120047,0.942035244411534,-6.24286365333933,"P20290;D6RDG3;H0Y9Y1",7,-0.240337100852495,0.815636131190498,0.941549060173994,0.0127601623535014,"Non-significant",0.0261570457931056,"BTF3","Transcription factor BTF3","P20290;D6RDG3;H0Y9Y1"
-0.0413737297058248,17.6825230121613,-0.289434190483829,0.780217618092533,0.934977521743356,-6.2309506205397,"P29034;R4GN49",1,-0.239774140208469,0.816058857830946,0.941549060173994,0.0413737297058248,"Non-significant",0.0261570457931056,"S100A2","Protein S100-A2","P29034;R4GN49"
-0.0248250961303746,16.3765931129456,-0.245163147704692,0.813012982841915,0.942546528403254,-6.243793721147,"P51805;Q9UIW2",4,-0.240415992776665,0.815576896372991,0.941549060173994,0.0248250961303746,"Non-significant",0.0261570457931056,"PLXNA1","Plexin-A1","P51805;Q9UIW2"
0.0168876647949006,21.9115734100342,0.223354917133871,0.829320645987476,0.945597194220005,-6.24935140098058,"P61313;A0A2R8YEM3;E7ENU7;A0A2R8Y738;E7EX53;E7EQV9",18,0.243322986001771,0.813395094961111,0.941549060173994,-0.0168876647949006,"Non-significant",0.0261570457931056,"RPL15","60S ribosomal protein L15","P61313;A0A2R8YEM3;E7ENU7;A0A2R8Y738;E7EX53;E7EQV9"
0.0152711868285991,22.3358011245728,0.584206728086233,0.576508008919736,0.848443525900474,-6.09386979097405,"P63173;J3QL01;J3KT73",3,0.240942891707186,0.815181314143334,0.941549060173994,-0.0152711868285991,"Non-significant",0.0261570457931056,"RPL38","60S ribosomal protein L38","P63173;J3QL01;J3KT73"
0.0875036716461519,14.9077056646347,0.22642958083826,0.827015859475272,0.945597194220005,-6.24859871111385,"Q00978;H0YMB0;H0YNP4",3,0.242657255207946,0.813894599371383,0.941549060173994,-0.0875036716461501,"Non-significant",0.0261570457931056,"IRF9","Interferon regulatory factor 9","Q00978;H0YMB0;H0YNP4"
-0.0089793205261266,21.821076631546,-0.218895642870239,0.832666512407458,0.94702358751046,-6.25042501478122,"Q12907;D6RDX1;D6RBV2;D6RIU4",19,-0.241419624896451,0.814823442991673,0.941549060173994,0.0089793205261266,"Non-significant",0.0261570457931056,"LMAN2","Vesicular integral-membrane protein VIP36","Q12907;D6RDX1;D6RBV2;D6RIU4"
-0.0200228691101429,18.4817826747894,-0.225141905953284,0.827980889527258,0.945597194220005,-6.24891517375429,"Q13685;C9JTS3;C9JG97;C9JEH3",12,-0.242264225811251,0.814189535191563,0.941549060173994,0.0200228691101501,"Non-significant",0.0261570457931056,"AAMP","Angio-associated migratory cell protein","Q13685;C9JTS3;C9JG97;C9JEH3"
0.0730972290038991,16.7716979980469,0.220062774719406,0.831790435240189,0.946542813553193,-6.25014607978987,"Q15363;E7EQ72",8,0.238472632143552,0.817036400815454,0.941549060173994,-0.0730972290038991,"Non-significant",0.0261570457931056,"TMED2","Transmembrane emp24 domain-containing protein 2","Q15363;E7EQ72"
-0.0268516540527344,16.5022974014282,-0.264325165711448,0.798764637782726,0.938612435154525,-6.23849076176334,"Q56P03;A0A087X060;G3V2W9",3,-0.243244051656655,0.813454315504858,0.941549060173994,0.0268516540527273,"Non-significant",0.0261570457931056,"EAPP","E2F-associated phosphoprotein","Q56P03;A0A087X060;G3V2W9"
0.00761127471924183,21.2561120986939,0.209631017221199,0.839629618965317,0.94906053827381,-6.2525872410622,"Q7Z2K6;E7ER77",31,0.241818589897914,0.814523985443313,0.941549060173994,-0.00761127471924894,"Non-significant",0.0261570457931056,"ERMP1","Endoplasmic reticulum metallopeptidase 1","Q7Z2K6;E7ER77"
0.0153260231017995,18.4781568050385,0.316288832198996,0.760548272036577,0.928651892682718,-6.22214797929154,"Q86WR0;G3V121;B7Z2L8",4,0.243519586074456,0.813247601105031,0.941549060173994,-0.0153260231017995,"Non-significant",0.0261570457931056,"CCDC25","Coiled-coil domain-containing protein 25","Q86WR0;G3V121;B7Z2L8"
0.00906372070312855,18.0892457962036,0.221366583726588,0.83081206512297,0.945872649541127,-6.24983274980599,"Q8IUD2;X6RM00;X6RLX0;G8JLD3",17,0.241541380003644,0.814732051922392,0.941549060173994,-0.009063720703125,"Non-significant",0.0261570457931056,"ERC1","ELKS/Rab6-interacting/CAST family member 1","Q8IUD2;X6RM00;X6RLX0;G8JLD3"
0.067702054977449,14.9275337457657,0.232667754676444,0.822345268623484,0.945250014517028,-6.24704042316797,"Q9BPZ7;B1AMA6;B1AMA5;E9PGB8",2,0.242482450367759,0.814025771998146,0.941549060173994,-0.0677020549774507,"Non-significant",0.0261570457931056,"MAPKAP1","Target of rapamycin complex 2 subunit MAPKAP1","Q9BPZ7;B1AMA6;B1AMA5;E9PGB8"
0.0287237167358505,19.0293397903442,0.579555062191791,0.579481307041603,0.849986984154813,-6.09670231429479,"Q9H0N0;Q53S08",1,0.238250343580691,0.817203392041031,0.941549060173994,-0.0287237167358505,"Non-significant",0.0261570457931056,"RAB6D","Ras-related protein Rab-6D","Q9H0N0;Q53S08"
0.0359811782836772,16.6473517417908,0.33669488231402,0.745725941818128,0.92093508952707,-6.21495198287649,"Q9H1A3;Q8TD49",1,0.241851102034567,0.814499583697632,0.941549060173994,-0.0359811782836736,"Non-significant",0.0261570457931056,"METTL9","Methyltransferase-like protein 9","Q9H1A3;Q8TD49"
0.0271029472351287,16.5758063793182,0.227205886467086,0.82643422119207,0.945597194220005,-6.24840706447992,"Q9H4L7",7,0.240988646947606,0.815146964903026,0.941549060173994,-0.0271029472351287,"Non-significant",0.0261570457931056,"SMARCAD1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1","Q9H4L7"
0.0256576538085973,18.2662239074707,0.32637290048301,0.753209698938338,0.924154547973244,-6.2186464849283,"Q9HAC7;H0Y4N1",2,0.240110142215267,0.815806546613525,0.941549060173994,-0.0256576538086009,"Non-significant",0.0261570457931056,"SUGCT","Succinate--hydroxymethylglutarate CoA-transferase","Q9HAC7;H0Y4N1"
-0.00682401657105203,18.928329706192,-0.208282687234509,0.840644285688678,0.949416483883966,-6.25289422490503,"Q9HAV4;H0Y9I3",25,-0.239451277106755,0.816301323971601,0.941549060173994,0.00682401657104847,"Non-significant",0.0261570457931056,"XPO5","Exportin-5","Q9HAV4;H0Y9I3"
0.0958929061889791,16.7488465309143,0.223779264471943,0.829002445901751,0.945597194220005,-6.24924812259808,"Q9NU23",2,0.238365976433377,0.817116523227681,0.941549060173994,-0.0958929061889755,"Non-significant",0.0261570457931056,"LYRM2","LYR motif-containing protein 2","Q9NU23"
0.034784793853742,18.624974489212,0.221380653172524,0.830801509232669,0.945872649541127,-6.24982935869495,"Q9NVS2;Q5QPA5",10,0.239103428299128,0.816562577299502,0.941549060173994,-0.0347847938537527,"Non-significant",0.0261570457931056,"MRPS18A","39S ribosomal protein S18a, mitochondrial","Q9NVS2;Q5QPA5"
0.00915718078618255,20.8204822540283,0.213769668132358,0.836517165684576,0.947723807949381,-6.25163274766889,"Q9P0Z9",24,0.239293889350645,0.816419527732342,0.941549060173994,-0.00915718078617545,"Non-significant",0.0261570457931056,"PIPOX","Peroxisomal sarcosine oxidase","Q9P0Z9"
0.10901165008543,14.4967539310455,0.225924682853766,0.827394210536174,0.945597194220005,-6.24872300831533,"Q15652;A0A1W2PNZ9",1,0.237988371854767,0.817400207272764,0.941625162785342,-0.109011650085424,"Non-significant",0.0261219444798211,"JMJD1C","Probable JmjC domain-containing histone demethylation protein 2C","Q15652;A0A1W2PNZ9"
0.0164918899535955,17.7004599571228,0.221836938679598,0.830459191794,0.945872649541127,-6.24971926650516,"Q53EU6",12,0.23776388276887,0.817568873202804,0.941668818927286,-0.0164918899535991,"Non-significant",0.0261018099477351,"GPAT3","Glycerol-3-phosphate acyltransferase 3","Q53EU6"
-0.0232324600219513,16.6837854385376,-0.245384424805119,0.81284800548844,0.942546528403254,-6.24373472113828,"Q9NRN9;B8ZZC8;F5H4E8;B8ZZY8;E7EMN2;H7C0M7;B8ZZE3",4,-0.237496465062889,0.817769805812371,0.941749619647351,0.0232324600219513,"Non-significant",0.0260645465269672,"METTL5","rRNA N6-adenosine-methyltransferase METTL5","Q9NRN9;B8ZZC8;F5H4E8;B8ZZY8;E7EMN2;H7C0M7;B8ZZE3"
0.0423610210418737,16.0369688272476,0.243035053049922,0.814600137804338,0.942962420889072,-6.24435847119013,"Q9NWW6;B3KN26",2,0.237052790505418,0.818103205665942,0.941982920371034,-0.0423610210418772,"Non-significant",0.0259569715763992,"NMRK1","Nicotinamide riboside kinase 1","Q9NWW6;B3KN26"
0.00929260253907316,19.4344363212585,0.224465695545686,0.828487792508341,0.945597194220005,-6.24908064860699,"Q96CU9",13,0.236815282087795,0.81828169765973,0.942037810527213,-0.00929260253907671,"Non-significant",0.025931665600138,"FOXRED1","FAD-dependent oxidoreductase domain-containing protein 1","Q96CU9"
0.0505886077880469,15.0481808185577,0.254620650876766,0.805970862299651,0.940647678998345,-6.24122537476298,"O94868;H0YG35;E9PG19;E7ENZ2",1,0.236087648536543,0.818828596994889,0.942215520447458,-0.0505886077880504,"Non-significant",0.0258497462141381,"FCHSD2","F-BAR and double SH3 domains protein 2","O94868;H0YG35;E9PG19;E7ENZ2"
-0.00941324234007368,19.8642556667328,-0.242958202998372,0.814657470716685,0.942962420889072,-6.24437877493261,"P56211;H3BTD3;H3BMD8",9,-0.236179027472111,0.818759909614981,0.942215520447458,0.00941324234007368,"Non-significant",0.0258497462141381,"ARPP19","cAMP-regulated phosphoprotein 19","P56211;H3BTD3;H3BMD8"
0.0124745368957733,20.5856235027313,0.21288445860981,0.83718262418953,0.947752883975215,-6.2518384517797,"Q9BY66;P41229;E9PFH2",30,0.236261353386974,0.818698028582386,0.942215520447458,-0.0124745368957733,"Non-significant",0.0258497462141381,"KDM5C","Lysine-specific demethylase 5C","Q9BY66;P41229;E9PFH2"
0.011969089508078,18.5500495433807,0.299643030744433,0.772719206178096,0.932411959403358,-6.22769392801843,"Q96S44",5,0.23585391050707,0.819004299800068,0.942267129391323,-0.0119690895080744,"Non-significant",0.025825958805382,"TP53RK","EKC/KEOPS complex subunit TP53RK","Q96S44"
-0.0504121780395792,20.6388177871704,-0.219539959421941,0.832182841636837,0.94683972865016,-6.25027120932063,"O75251;F5GXJ1;F5H5N1",5,-0.235250880811006,0.819457651730726,0.942337040899546,0.0504121780395757,"Non-significant",0.0257937375222759,"NDUFS7","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial","O75251;F5GXJ1;F5H5N1"
0.00694465637207742,23.8680410385132,0.22834639910334,0.825579914815678,0.945597194220005,-6.24812433349064,"P39019;M0QYF7;M0R2L9;M0R140",13,0.235310723942035,0.819412659052227,0.942337040899546,-0.00694465637207742,"Non-significant",0.0257937375222759,"RPS19","40S ribosomal protein S19","P39019;M0QYF7;M0R2L9;M0R140"
0.0294051170348979,16.62171292305,0.245378740652679,0.81285224329024,0.942546528403254,-6.24373623738178,"Q8NBP5;F8WDV5;F8WE00;F2Z2A2",3,0.235343350398838,0.819388129353274,0.942337040899546,-0.0294051170349015,"Non-significant",0.0257937375222759,"MFSD9","Major facilitator superfamily domain-containing protein 9","Q8NBP5;F8WDV5;F8WE00;F2Z2A2"
-0.0263085365295801,23.8073031902313,-0.300261009993703,0.772266116212383,0.932411959403358,-6.22749325383294,"P05386",2,-0.233565830619855,0.820724833494239,0.942893547233173,0.0263085365295765,"Non-significant",0.0255373363813441,"RPLP1","60S acidic ribosomal protein P1","P05386"
0.00713968276977539,20.6397984027863,0.201166612098631,0.846004671478758,0.951292885590027,-6.25448196243097,"P13797;A0A0A0MSQ0",33,0.233609550915291,0.820691948208681,0.942893547233173,-0.00713968276977539,"Non-significant",0.0255373363813441,"PLS3","Plastin-3","P13797;A0A0A0MSQ0"
0.0356535911560023,17.3593423366546,0.225131900987052,0.827988388847923,0.945597194220005,-6.24891762563735,"P28827;J3KT55;Q49AC9;E7EPS8",4,0.233920463531462,0.820458098445351,0.942893547233173,-0.0356535911560023,"Non-significant",0.0255373363813441,"PTPRM","Receptor-type tyrosine-protein phosphatase mu","P28827;J3KT55;Q49AC9;E7EPS8"
-0.00569152832032671,18.6251993179321,-0.197513012140562,0.848760237471561,0.952660406735872,-6.25527595329623,"Q93034",27,-0.233388573989131,0.820858165199939,0.942893547233173,0.00569152832032316,"Non-significant",0.0255373363813441,"CUL5","Cullin-5","Q93034"
-0.00774908065795188,19.5385081768036,-0.213623727990315,0.836626866788656,0.947723807949381,-6.2516667191097,"Q96I25",17,-0.23338913452884,0.820857743554649,0.942893547233173,0.00774908065795188,"Non-significant",0.0255373363813441,"RBM17","Splicing factor 45","Q96I25"
0.025030136108402,19.9890556335449,0.223293723336839,0.8293665354307,0.945597194220005,-6.24936627848412,"Q9BU61",6,0.233573829833628,0.820718816662868,0.942893547233173,-0.0250301361083984,"Non-significant",0.0255373363813441,"NDUFAF3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3","Q9BU61"
0.00745582580570314,19.7700324058533,0.206019944043991,0.842347803229718,0.94985069387053,-6.25340500167362,"Q9Y295",25,0.234318936022789,0.82015841896578,0.942893547233173,-0.00745582580569959,"Non-significant",0.0255373363813441,"DRG1","Developmentally-regulated GTP-binding protein 1","Q9Y295"
0.0317463874816752,17.318930387497,0.262701615028298,0.79996880059927,0.938612435154525,-6.23895524744439,"O76075;J3KT26;B4DZS0",2,0.233031595126372,0.821126701770496,0.94294844974322,-0.0317463874816752,"Non-significant",0.0255120491545235,"DFFB","DNA fragmentation factor subunit beta","O76075;J3KT26;B4DZS0"
0.0248794555663707,18.8520545959473,0.218623950651531,0.83287048739116,0.94702358751046,-6.250489737017,"P16662",8,0.232976890196494,0.821167855622793,0.94294844974322,-0.0248794555663743,"Non-significant",0.0255120491545235,"UGT2B7","UDP-glucuronosyltransferase 2B7","P16662"
0.00792694091794743,20.0774822235107,0.201934143462814,0.845426084231353,0.951087835111697,-6.25431333559242,"O14975;G3V1R7",36,0.23235476952346,0.821635910281075,0.943116826794704,-0.00792694091795454,"Non-significant",0.0254345065313251,"SLC27A2","Very long-chain acyl-CoA synthetase","O14975;G3V1R7"
-0.00864601135254617,20.299250125885,-0.209705792462125,0.839573357367623,0.94906053827381,-6.25257015918866,"P23919;H7BZ20;H7C312",20,-0.232259759821853,0.821707397765584,0.943116826794704,0.00864601135254972,"Non-significant",0.0254345065313251,"DTYMK","Thymidylate kinase","P23919;H7BZ20;H7C312"
-0.0225040912628014,15.6899770498276,-0.269166305415386,0.795177501022361,0.937896627985964,-6.23708909392454,"Q9BRQ0;Q5T171",3,-0.232565098794496,0.821477659921889,0.943116826794704,0.0225040912628014,"Non-significant",0.0254345065313251,"PYGO2","Pygopus homolog 2","Q9BRQ0;Q5T171"
0.037740230560253,17.2783019542694,0.289141268719823,0.780433141130774,0.934977521743356,-6.23104243815835,"H0YJT2",1,0.230128164576339,0.823311717347573,0.943154259723174,-0.0377402305602494,"Non-significant",0.0254172694391656,"STRN3","Striatin-3 (Fragment)","H0YJT2"
0.0135149955749512,18.6327502727508,0.265226246460974,0.798096570498444,0.938612435154525,-6.23823175840044,"O15514;E9PB93",5,0.230969927508388,0.822678069933253,0.943154259723174,-0.0135149955749512,"Non-significant",0.0254172694391656,"POLR2D","DNA-directed RNA polymerase II subunit RPB4","O15514;E9PB93"
0.012951850891092,18.6133284568787,0.229784921151878,0.824502740951924,0.945597194220005,-6.24776573708845,"O95297",8,0.231913288854656,0.821968105294531,0.943154259723174,-0.0129518508910991,"Non-significant",0.0254172694391656,"MPZL1","Myelin protein zero-like protein 1","O95297"
-0.012193202972405,18.2245862483978,-0.252653353658107,0.807434176134968,0.941275559630293,-6.24176749403121,"O95639;H7C419;B7Z7B0;C9K0K2;C9JEV9",6,-0.230170091232896,0.823280153317415,0.943154259723174,0.0121932029724015,"Non-significant",0.0254172694391656,"CPSF4","Cleavage and polyadenylation specificity factor subunit 4","O95639;H7C419;B7Z7B0;C9K0K2;C9JEV9"
0.0125694274902557,19.2040586471558,0.221522458185105,0.830695119185517,0.945872649541127,-6.24979516804316,"P09497",10,0.230837630348643,0.822777649220446,0.943154259723174,-0.0125694274902521,"Non-significant",0.0254172694391656,"CLTB","Clathrin light chain B","P09497"
-0.0147910118103027,17.1900289058685,-0.253104326967313,0.80709866086742,0.941275559630293,-6.24164358617569,"P24386",5,-0.230498959962245,0.823032579762393,0.943154259723174,0.0147910118102992,"Non-significant",0.0254172694391656,"CHM","Rab proteins geranylgeranyltransferase component A 1","P24386"
-0.0511920452118204,16.3655790090561,-0.216721975638582,0.834298791420403,0.947723807949381,-6.25094060226604,"P49662",4,-0.230631148262904,0.822933073795061,0.943154259723174,0.0511920452118275,"Non-significant",0.0254172694391656,"CASP4","Caspase-4","P49662"
-0.00737571716310725,21.2823567390442,-0.202586968511456,0.844934045589966,0.950831389637966,-6.25416941014793,"P51649;C9J8Q5;A0A5F9ZI23",25,-0.23028177480355,0.823196075195907,0.943154259723174,0.00737571716310015,"Non-significant",0.0254172694391656,"ALDH5A1","Succinate-semialdehyde dehydrogenase, mitochondrial","P51649;C9J8Q5;A0A5F9ZI23"
0.0146265029907511,16.605751991272,0.225207769955043,0.827931520993681,0.945597194220005,-6.248899030006,"Q6UB28",8,0.231222574121014,0.822487913696405,0.943154259723174,-0.0146265029907475,"Non-significant",0.0254172694391656,"METAP1D","Methionine aminopeptidase 1D, mitochondrial","Q6UB28"
-0.00571775436399946,19.6714594364166,-0.252189532574106,0.807779294792606,0.941275559630293,-6.24189470548237,"Q86X55;K7EQA8",11,-0.231467129872516,0.822303858826819,0.943154259723174,0.00571775436399946,"Non-significant",0.0254172694391656,"CARM1","Histone-arginine methyltransferase CARM1","Q86X55;K7EQA8"
-0.0225734710693466,18.1659979820252,-0.227846472471641,0.825954356409869,0.945597194220005,-6.24824843613313,"Q8N0V3",5,-0.231071684063958,0.822601480671624,0.943154259723174,0.0225734710693501,"Non-significant",0.0254172694391656,"RBFA","Putative ribosome-binding factor A, mitochondrial","Q8N0V3"
