Significant	-Log(P-value)	Difference	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Symbol color	Symbol type	Symbol size	Show label	B_1	B_2	B_3	B_4	BM_1	BM_2	BM_3	BM_4	C_1	C_2	C_3	C_4	CM_1	CM_2	CM_3	CM_4
	0.829773103172368	0.255358695983887	Q15819	Q15819;H0YBX6;H0YBP9;G3V113	UB2V2_HUMAN	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2	Color2 [DarkGray]	1	4		17.6172733306885	16.7795276641846	17.0129623413086	17.4877147674561	16.8620681762695	16.8618507385254	17.446590423584	17.4472846984863	17.8967933654785	17.8742256164551	17.7025585174561	17.8282604217529	17.7305030822754	17.8110542297363	17.5897235870361	17.1491222381592
	1.17252592512298	0.578608274459839	Q15843	NEDD8_HUMAN;Q15843;S4R3E9;E9PS38;E9PL57;F8VSA6	NEDD8_HUMAN	NEDD8	NEDD8	Color2 [DarkGray]	1	4		16.5109577178955	15.929838180542	15.8201112747192	16.7024841308594	14.9148054122925	16.0283470153809	16.8109855651855	16.5361251831055	16.5509128570557	17.0965614318848	16.3464279174805	16.9044818878174	16.4366035461426	16.2404708862305	16.3381786346436	15.5686979293823
	1.35746828567449	-0.389898300170898	Q15904	Q15904;A6NLC6;H7C0T7;H7C2Y8;A6QRJ1;F2Z3L8	VAS1_HUMAN	ATP6AP1	V-type proton ATPase subunit S1	Color2 [DarkGray]	1	4		17.6921863555908	17.6128406524658	17.4203147888184	17.6089553833008	17.3909912109375	17.4862537384033	17.3859710693359	17.6627025604248	16.9803524017334	17.2008419036865	16.8167457580566	16.6443061828613	17.0725612640381	17.2680492401123	17.3156986236572	17.5455303192139
	0.561523418730609	-0.148489475250244	Q16270	Q16270	IBP7_HUMAN	IGFBP7	Insulin-like growth factor-binding protein 7	Color2 [DarkGray]	1	4		17.3343601226807	17.5696926116943	17.2927703857422	17.5466156005859	17.5147914886475	17.3149280548096	17.5433864593506	17.429594039917	17.071252822876	17.2177677154541	17.1284580230713	17.0122528076172	17.0764293670654	17.042064666748	17.404260635376	17.5009346008301
	0.807942053440269	0.453350782394409	Q16531	Q16531;F5GY55	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	Color2 [DarkGray]	1	4		16.1575336456299	14.0106678009033	15.4697341918945	16.1187210083008	15.7889251708984	14.802152633667	16.0082740783691	15.6174268722534	16.3355960845947	16.5035533905029	16.5645866394043	16.5843391418457	16.5962677001953	16.4001388549805	15.7501182556152	15.428147315979
	0.571934313228843	0.328465700149536	Q16698	Q16698;E5RFV2;E5RJG7;E5RJD2	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	Color2 [DarkGray]	1	4		15.7650785446167	15.1376037597656	15.3174057006836	16.2622184753418	14.5800580978394	13.3036642074585	16.1075344085693	15.3476457595825	16.7037410736084	16.7768955230713	16.9308757781982	17.0167541503906	16.9802398681641	16.9356822967529	16.2855663299561	15.9129152297974
	1.00907905912234	-0.292864799499512	Q16706	Q16706	MA2A1_HUMAN	MAN2A1	Alpha-mannosidase 2	Color2 [DarkGray]	1	4		17.2198028564453	17.1413993835449	17.1073188781738	17.1900177001953	16.9076652526855	16.6184864044189	16.8562793731689	17.0220203399658	16.6289291381836	16.8973731994629	16.5188045501709	16.4836673736572	16.8685817718506	16.7195892333984	17.2602767944336	16.85178565979
	0.823891491511022	0.511110782623291	Q16762	Q16762;B1AH48	THTR_HUMAN	TST	Thiosulfate sulfurtransferase	Color2 [DarkGray]	1	4		16.6410350799561	14.0694875717163	14.909236907959	16.7065238952637	16.0196361541748	15.487642288208	17.2112426757813	16.3157806396484	18.0716552734375	17.8156147003174	17.9618511199951	18.2198066711426	18.2100105285645	17.7810897827148	17.0984840393066	16.9349002838135
	0.402440050914157	0.175321102142334	Q16775	Q16775;H3BPQ4;H3BPK3	GLO2_HUMAN	HAGH	Hydroxyacylglutathione hydrolase, mitochondrial	Color2 [DarkGray]	1	4		15.930344581604	14.8524608612061	15.1193103790283	15.7268543243408	15.5773286819458	15.2321624755859	16.2852306365967	15.5618190765381	16.0602779388428	15.9747152328491	16.1878070831299	16.090087890625	16.3553829193115	16.0631122589111	15.5905780792236	15.6025304794312
	0.459460017986959	0.208126544952393	Q16822	Q16822;H0YML5;H0YM31	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial	Color2 [DarkGray]	1	4		15.6433486938477	15.0742673873901	15.3269844055176	16.1021347045898	15.7615222930908	15.2237224578857	17.034122467041	15.5510950088501	17.0327892303467	16.8764934539795	16.7910861968994	17.0220432281494	17.0810260772705	16.9751434326172	16.6161460876465	16.2175903320313
	1.13839181727119	0.319974422454834	Q16836	Q16836;A0A1W2PP40;A0A1W2PQC2;A0A1W2PNM1;A0A1W2PRT2;A0A1W2PQ55;A0A0A0MSE2;E9PF18;A0A1W2PQV5;A0A0D9SFP2	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	Color2 [DarkGray]	1	4		19.2476177215576	18.5268859863281	18.7044239044189	19.484468460083	18.8200721740723	18.5170726776123	19.5270729064941	18.979154586792	20.0757579803467	20.0887413024902	19.9281120300293	19.9704399108887	19.8672027587891	19.8918170928955	19.7423896789551	19.2817440032959
	1.00270238665896	0.262178421020508	Q16851	Q16851;E7EUC7;A0A087WYS1;C9JVG3;C9JNZ1;C9JQU9	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	Color2 [DarkGray]	1	4		19.3133087158203	18.4397869110107	18.4316082000732	19.2502784729004	18.5997791290283	18.8278102874756	19.8812198638916	19.2447662353516	20.186695098877	19.9543418884277	19.9678955078125	20.0187320709229	20.0456695556641	19.8812866210938	19.6748504638672	19.477144241333
	1.12565751169025	-0.214119911193848	Q16853	Q16853;K7EL47;K7EQZ5	AOC3_HUMAN	AOC3	Membrane primary amine oxidase	Color2 [DarkGray]	1	4		19.7692260742188	19.6038208007813	19.5769500732422	19.7601261138916	19.1269054412842	19.3704280853271	19.4295806884766	19.8641777038574	19.5611724853516	19.4049453735352	19.3006000518799	19.1287212371826	19.4609279632568	19.5475902557373	19.6549701690674	19.5884304046631
	0.158804738021851	-0.0856919288635254	Q3LXA3	Q3LXA3;H0YCY6;I3L252	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	Color2 [DarkGray]	1	4		18.2866516113281	17.2815856933594	17.5422687530518	18.2173652648926	17.7115116119385	17.3943042755127	18.9415855407715	18.5083408355713	18.2993564605713	18.3005485534668	18.3575267791748	18.2796382904053	18.7623233795166	18.7064361572266	18.213716506958	17.8973617553711
	0.271266244948697	-0.209907054901123	Q3SY69	Q3SY69;A0A494C1M4	AL1L2_HUMAN	ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	Color2 [DarkGray]	1	4		16.8413429260254	15.5725936889648	16.0469169616699	16.4579906463623	13.3059368133545	16.1317539215088	17.8173141479492	16.9287261962891	17.526912689209	16.7745418548584	17.4181976318359	17.2095012664795	18.1006832122803	17.6781463623047	17.0378360748291	16.9521160125732
	0.284555928388665	0.976489543914795	Q4G0N4	Q4G0N4;A0A0C4DGV3;B7Z8V7	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	Color2 [DarkGray]	1	4		14.684663772583	15.1986351013184	13.8915882110596	12.3856334686279	13.1522541046143	14.2304153442383	13.6992130279541	13.059494972229	17.3676700592041	17.7225341796875	17.7028827667236	17.6338386535645	18.9783477783203	19.1836891174316	13.7863245010376	14.572606086731
	0.225780172083236	0.0899662971496582	Q53H82	Q53H82	LACB2_HUMAN	LACTB2	Endoribonuclease LACTB2	Color2 [DarkGray]	1	4		16.5298309326172	16.3900279998779	16.0255470275879	16.6638355255127	13.5895872116089	15.9278154373169	16.5546016693115	16.3707675933838	16.8315181732178	16.6130695343018	17.0628051757813	16.8272933959961	16.9662342071533	16.9695892333984	16.4673881530762	16.5716094970703
+	2.64152371638251	-2.11229634284973	Q53RD9	Q53RD9;Q8IY13;H7BZ65	FBLN7_HUMAN	FBLN7	Fibulin-7	Color2 [DarkGray]	1	4		13.7548856735229	14.4700422286987	13.4545049667358	13.8415441513062	12.8141536712646	14.9236431121826	15.5031328201294	15.3027925491333	12.7567281723022	14.2999305725098	13.9450235366821	12.8642807006836	15.3046474456787	15.8891429901123	15.8044967651367	15.3168611526489
	0.0523270461825497	-0.147992372512817	Q5D862	Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	Color2 [DarkGray]	1	4		14.1722726821899	15.9908151626587	16.9820022583008	15.1853132247925	16.8060073852539	16.0304012298584	14.0527248382568	14.7837295532227	14.5170907974243	16.3434505462646	16.3476085662842	16.3140335083008	13.4340648651123	16.7452411651611	17.3928699493408	16.5419769287109
	0.18687164339578	0.130192279815674	Q5R3I4	Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	Color2 [DarkGray]	1	4		16.6077308654785	14.8536357879639	15.4972276687622	16.2895431518555	15.5479516983032	15.6216945648193	16.7415599822998	16.11767578125	16.6850090026855	16.7157745361328	16.9647693634033	16.6256656646729	17.2804260253906	16.7363090515137	16.4121475219727	16.0415668487549
	0.637919522202476	-0.33893609046936	Q5ZPR3	Q5ZPR3;H0YN29;H0YL10;A0A0C4DGH0	CD276_HUMAN	CD276	CD276 antigen	Color2 [DarkGray]	1	4		16.3034992218018	16.1826038360596	16.0921764373779	15.9944925308228	16.4820404052734	15.3396587371826	16.1168422698975	16.4110088348389	15.9911012649536	15.2015914916992	16.1333026885986	15.6432723999023	16.0580615997314	15.7231941223145	16.1064949035645	16.4372615814209
	1.30122786332201	-0.256911754608154	Q6UX71	Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	Color2 [DarkGray]	1	4		17.1965065002441	17.2975978851318	17.1117057800293	17.1752662658691	17.4728813171387	17.1560344696045	17.160177230835	17.3094139099121	16.8884105682373	16.9779739379883	16.6261501312256	16.7643146514893	16.8946876525879	17.0128536224365	17.1884727478027	17.1884822845459
	0.759507988984219	-0.559482336044312	Q6UXB8	Q6UXB8	PI16_HUMAN	PI16	Peptidase inhibitor 16	Color2 [DarkGray]	1	4		15.0085859298706	14.9489965438843	14.8875255584717	15.2348175048828	14.7086200714111	15.5133485794067	13.9894037246704	15.1936597824097	13.8281164169312	14.4322414398193	14.5481901168823	14.8632574081421	15.0044527053833	14.6250581741333	14.4927167892456	15.7875070571899
+	2.36323693049301	-0.637030839920044	Q6UXH0	Q6UXH0	ANGL8_HUMAN	ANGPTL8	Angiopoietin-like protein 8	Color2 [DarkGray]	1	4		16.9549007415771	16.7446231842041	16.9202136993408	16.7417297363281	16.8625049591064	17.0768890380859	17.0857219696045	17.2758693695068	15.9599637985229	15.8372430801392	16.3858757019043	15.8966779708862	16.579683303833	16.555850982666	16.6282596588135	16.8640899658203
	0.443070609145532	0.346705436706543	Q6XQN6	Q6XQN6;C9J8U2;H0YF31;G5E977	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	Color2 [DarkGray]	1	4		15.5860366821289	14.4363880157471	14.0970783233643	15.9668121337891	13.4556941986084	13.8287935256958	14.1161050796509	14.7926015853882	16.191442489624	15.7787189483643	16.2205333709717	15.867413520813	16.3940963745117	14.7890548706055	15.6726598739624	15.8154754638672
	1.43461031947088	-0.330330848693848	Q6YHK3	Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	Color2 [DarkGray]	1	4		19.2316093444824	19.2874984741211	19.0096778869629	19.2730941772461	19.1656970977783	19.3399810791016	19.0794086456299	19.2593460083008	18.8673629760742	18.6602230072021	18.7666130065918	18.4638195037842	18.7870635986328	19.0100440979004	19.211368560791	19.0708656311035
+	2.02332232325068	-0.615845203399658	Q76LX8	Q76LX8;E7EV88	ATS13_HUMAN	ADAMTS13	A disintegrin and metalloproteinase with thrombospondin motifs 13	Color2 [DarkGray]	1	4		16.8458938598633	17.0176448822021	16.5475120544434	16.8135814666748	16.5788898468018	16.7261390686035	17.3042888641357	16.9453296661377	16.4067153930664	16.6090774536133	16.1376304626465	16.2409210205078	16.8082981109619	16.6926555633545	17.233226776123	17.1235446929932
+	2.18072761711425	-1.40324831008911	Q7Z3Z3	Q7Z3Z3;E9PIP6	PIWL3_HUMAN	PIWIL3	Piwi-like protein 3	Color2 [DarkGray]	1	4		16.290470123291	17.6286659240723	17.5967655181885	17.2804355621338	18.9066028594971	19.009033203125	18.6284065246582	15.9435911178589	17.4585666656494	18.2156658172607	16.8078575134277	17.5931797027588	19.2456951141357	19.0594177246094	18.3767070770264	19.0064430236816
	0.891007570879749	-0.892233371734619	Q7Z4U5	Q7Z4U5	CF201_HUMAN	C6orf201	Uncharacterized protein C6orf201	Color2 [DarkGray]	1	4		24.2967777252197	24.1189479827881	24.0833950042725	23.7183113098145	22.572925567627	23.4023265838623	23.3890972137451	24.1559257507324	24.1032314300537	23.1673374176025	21.8122062683105	23.3416118621826	23.4886722564697	24.2085189819336	24.1353187561035	24.1608104705811
	0.201098187399376	-0.156803131103516	Q7Z4W1	Q7Z4W1;J3KS22;J3KRZ4;J3QS36	DCXR_HUMAN	DCXR	L-xylulose reductase	Color2 [DarkGray]	1	4		18.6115550994873	18.07688331604	18.1779346466064	18.4555397033691	17.8272743225098	17.77712059021	18.9302558898926	18.753360748291	19.1902160644531	18.5278549194336	19.105131149292	19.1364078521729	19.8409957885742	19.2900733947754	18.7317028045654	18.7240505218506
	0.610470486931396	-1.34540176391602	Q7Z794	Q7Z794	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	Color2 [DarkGray]	1	4		14.5050239562988	14.9770746231079	15.3223924636841	14.4812498092651	15.4127912521362	14.8595638275146	16.9495182037354	14.4838104248047	11.4655952453613	13.5215139389038	16.1596412658691	14.896258354187	14.6095542907715	15.2299118041992	15.8957691192627	15.689380645752
	1.5900361366533	-0.297652721405029	Q7Z7G0	Q7Z7G0;H0Y897;H7C556;D3YTG3	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	Color2 [DarkGray]	1	4		16.988862991333	17.1574058532715	17.1536808013916	17.6247673034668	17.3533363342285	17.291971206665	17.0806713104248	17.2825546264648	16.8836822509766	17.1042709350586	16.7408866882324	16.7930946350098	17.0247611999512	17.1405200958252	17.3052253723145	17.2420387268066
+	1.57100150204421	-0.836125373840332	Q86VP1	Q86VP1;B8ZZD4	TAXB1_HUMAN	TAX1BP1	Tax1-binding protein 1	Color2 [DarkGray]	1	4		19.7500190734863	20.2705001831055	19.6413307189941	19.2839221954346	20.7800788879395	20.4815921783447	21.132926940918	21.0622234344482	20.6082954406738	20.3168678283691	19.5588569641113	20.4242839813232	21.4031677246094	21.2860088348389	20.6681213378906	20.8955078125
	0.304818978984232	0.14448070526123	Q86VP6	Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	Color2 [DarkGray]	1	4		16.7191219329834	15.9543714523315	15.891375541687	16.662223815918	15.5693836212158	15.9904336929321	16.4110622406006	16.9253921508789	16.4792633056641	16.6986770629883	16.9393844604492	16.7142581939697	16.7766513824463	16.6778564453125	16.7588348388672	16.0403175354004
+	5.51644152112948	-2.75038290023804	Q86WN2	Q86WN2	IFNE_HUMAN	IFNE	Interferon epsilon	Color2 [DarkGray]	1	4		16.5096340179443	17.9835510253906	17.7758731842041	17.1770992279053	20.1915817260742	19.8619613647461	20.3113899230957	19.4370384216309	17.7478199005127	17.3466529846191	17.1311740875244	17.2794647216797	20.1539897918701	20.1626815795898	20.3367118835449	19.8532600402832
	0.381904772307127	0.410712242126465	Q86X76	Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	Color2 [DarkGray]	1	4		15.3734254837036	15.1815519332886	14.5808477401733	15.9339160919189	14.3202419281006	13.931263923645	15.5444297790527	13.6216945648193	15.7712440490723	15.7410011291504	15.2927570343018	15.1057529449463	15.9101324081421	15.6085147857666	14.7934560775757	13.9558029174805
	1.03610025014896	-1.50159907341003	Q86YZ3	Q86YZ3	HORN_HUMAN	HRNR	Hornerin	Color2 [DarkGray]	1	4		15.740424156189	16.3932037353516	16.7040786743164	14.1336317062378	15.8576211929321	16.9501686096191	15.4133634567261	16.4169292449951	13.7294979095459	15.9638214111328	16.3787689208984	15.8451814651489	16.7914295196533	17.1683578491211	18.0848026275635	15.8790760040283
	0.23385866025784	0.280069828033447	Q8IUD6	Q8IUD6;J3QS68	RN135_HUMAN	RNF135	E3 ubiquitin-protein ligase RNF135	Color2 [DarkGray]	1	4		16.2300758361816	15.7455244064331	15.5939683914185	14.1271314620972	17.6099586486816	14.4306411743164	15.6339244842529	13.684365272522	17.3626880645752	17.9129486083984	16.953218460083	17.3334178924561	16.0235996246338	17.4346523284912	16.8746566772461	18.1090850830078
	0.108192526396863	-0.0480856895446777	Q8IUL8	Q8IUL8;K7EPJ4	CILP2_HUMAN	CILP2	Cartilage intermediate layer protein 2	Color2 [DarkGray]	1	4		18.5235805511475	18.2861289978027	18.1810932159424	18.1725406646729	17.9774646759033	18.1923217773438	18.2850761413574	18.4258098602295	18.0124015808105	18.2929859161377	17.669563293457	17.9770851135254	17.891658782959	17.8658351898193	18.3138313293457	18.0730533599854
+	2.64669178082382	-0.64186429977417	Q8N0Y7	Q8N0Y7	PGAM4_HUMAN	PGAM4	Probable phosphoglycerate mutase 4	Color2 [DarkGray]	1	4		16.4440612792969	16.3410606384277	16.2660808563232	16.3646965026855	16.8042945861816	17.4141235351563	17.5339679718018	17.615478515625	16.4519233703613	16.3233432769775	16.5018882751465	16.021915435791	16.9255313873291	17.1330318450928	16.8180828094482	16.9898815155029
+	2.52249583918471	-1.04394602775574	Q8N1N4	Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	Color2 [DarkGray]	1	4		15.655782699585	15.8887071609497	17.0848922729492	15.5171775817871	17.1511745452881	16.5250244140625	16.6352653503418	17.0739421844482	15.4980325698853	16.0758380889893	16.4372367858887	15.670711517334	16.9628391265869	16.8270206451416	17.0939331054688	16.9738101959229
	1.14630439288332	-0.486882209777832	Q8N2C7	Q8N2C7;A0A669KBC5;A0A669KAW8	UNC80_HUMAN	UNC80	Protein unc-80 homolog	Color2 [DarkGray]	1	4		18.9308586120605	18.9031677246094	18.9765338897705	18.51442527771	19.0733509063721	18.977560043335	19.002592086792	19.0960540771484	18.6027355194092	18.701171875	19.112850189209	18.5627670288086	18.853759765625	19.0967712402344	19.2521057128906	19.7244167327881
	0.947082446703442	-0.564661741256714	Q8N2S1	Q8N2S1;A0A0C4DH07	LTBP4_HUMAN	LTBP4	Latent-transforming growth factor beta-binding protein 4	Color2 [DarkGray]	1	4		14.9661359786987	15.5636072158813	15.9392166137695	16.3075046539307	15.4038372039795	15.3166770935059	15.3480434417725	15.9036512374878	14.4614152908325	15.2832546234131	14.966438293457	15.2830410003662	15.7128171920776	15.0521602630615	16.1383476257324	15.3494710922241
	0.80961819581413	0.127311706542969	Q8NBJ4	Q8NBJ4;F8WAT9;C9JYM4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	Color2 [DarkGray]	1	4		19.1314105987549	18.989725112915	18.6087493896484	19.1690483093262	18.8848686218262	18.7060680389404	18.7544174194336	18.8937377929688	18.8971538543701	19.0221786499023	18.7294216156006	18.9702663421631	18.7679557800293	18.6563720703125	18.816349029541	18.8690967559814
	1.40211032475643	-0.301351547241211	Q8NBM4	Q8NBM4;X6R5E5	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	Color2 [DarkGray]	1	4		23.1880970001221	23.1985988616943	23.1773853302002	23.6340370178223	23.0343132019043	23.0853042602539	23.2543621063232	23.3363227844238	22.9460601806641	23.0808448791504	22.7621288299561	22.8074073791504	22.9315795898438	23.2896842956543	23.2868251800537	23.293758392334
	0.61903759068114	-0.536801338195801	Q8NBP7	Q8NBP7;A0A669KAY4	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9	Color2 [DarkGray]	1	4		15.9632892608643	15.8154735565186	15.5881586074829	15.834584236145	15.150318145752	15.8183097839355	16.0672798156738	15.7964248657227	14.2404336929321	14.17027759552	13.5065155029297	14.1604776382446	15.3266887664795	14.6980314254761	14.671480178833	13.5287094116211
	0.173518782658435	-0.429073810577393	Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	Color2 [DarkGray]	1	4		14.3516359329224	14.5964574813843	13.6429491043091	15.6741428375244	14.8256511688232	13.8881702423096	14.6096858978271	15.6858806610107	13.0082931518555	13.4934310913086	15.7838373184204	15.7407922744751	13.5405836105347	15.6531419754028	16.2606811523438	14.2882423400879
	0.751593254692707	-0.698790073394775	Q8TCC7	Q8TCC7;H7BXN9	S22A8_HUMAN	SLC22A8	Solute carrier family 22 member 8	Color2 [DarkGray]	1	4		17.4313259124756	18.7517604827881	16.7302436828613	17.7533206939697	18.4578170776367	18.4797325134277	18.417667388916	17.4237155914307	18.352258682251	17.0583305358887	17.8941955566406	16.3258228302002	18.1000728607178	18.056001663208	18.3366889953613	17.9330043792725
	0.200977776482336	-0.117623329162598	Q8TDW7	Q8TDW7;E9PQ73	FAT3_HUMAN	FAT3	Protocadherin Fat 3	Color2 [DarkGray]	1	4		17.7042140960693	17.5589733123779	17.4209804534912	17.6976947784424	17.229663848877	17.5522785186768	17.5225963592529	17.3943881988525	17.3762950897217	17.7020568847656	17.2829895019531	16.8886947631836	16.958065032959	17.6075611114502	17.5098991394043	17.6450042724609
	0.534578971918433	-0.565282821655273	Q8TEU7	Q8TEU7;E9PCH4;B7Z7Y1	RPGF6_HUMAN	RAPGEF6	Rap guanine nucleotide exchange factor 6	Color2 [DarkGray]	1	4		16.2321853637695	16.0974216461182	16.416431427002	16.4839344024658	16.0187397003174	15.985897064209	16.3043117523193	16.1485004425049	16.517297744751	14.5625896453857	16.3812122344971	16.5673980712891	16.4267444610596	16.5372695922852	16.7951908111572	16.530424118042
	0.567183112243974	-0.301349639892578	Q8TEW0	Q8TEW0;F5GZI3;Q5VWU8;Q5VWV2;B1AP52	PARD3_HUMAN	PARD3	Partitioning defective 3 homolog	Color2 [DarkGray]	1	4		20.5980987548828	22.0504264831543	21.8924217224121	22.2736473083496	22.2381744384766	22.317024230957	21.9908885955811	21.0148372650146	21.5393657684326	22.018762588501	21.6469440460205	22.0749588012695	21.5103721618652	22.3421859741211	22.194185256958	22.4386863708496
+	2.50292479977063	-0.550788402557373	Q8WUA8	Q8WUA8	TSK_HUMAN	TSKU	Tsukushin	Color2 [DarkGray]	1	4		19.7202205657959	19.479341506958	19.5378570556641	19.4201164245605	19.3453807830811	19.5409145355225	19.5754127502441	19.5536289215088	18.6926250457764	18.9762229919434	18.7160015106201	18.5708122253418	19.1550998687744	19.1730251312256	19.3431186676025	19.4875717163086
+	2.45236222031153	-0.378483772277832	Q8WUI4	Q8WUI4;J3KPH8;C9JVZ1;C9JF80;F8VWY3;C9JEB6;C9J102;C9JNI4;C9JBC2;C9JAH2	HDAC7_HUMAN	HDAC7	Histone deacetylase 7	Color2 [DarkGray]	1	4		20.5481338500977	20.6114330291748	20.7902183532715	20.8304500579834	20.5621147155762	20.6763324737549	20.7031421661377	20.585132598877	20.6314926147461	20.4012775421143	20.2874183654785	20.4225807189941	20.8929252624512	20.7205543518066	20.783016204834	20.8602085113525
	0.00529984367932045	0.00522994995117188	Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	Color2 [DarkGray]	1	4		15.5209655761719	14.3195505142212	15.4355144500732	15.7147769927979	15.9310998916626	16.0002326965332	15.9521818161011	15.5770130157471	16.7093124389648	16.1067676544189	15.7977504730225	15.9674377441406	16.7489929199219	16.4023113250732	15.7944059371948	15.6146383285522
	0.0604189628676586	-0.0472931861877441	Q8WVQ1	Q8WVQ1	CANT1_HUMAN	CANT1	Soluble calcium-activated nucleotidase 1	Color2 [DarkGray]	1	4		18.8913059234619	19.1105346679688	19.3393001556396	19.8640975952148	18.8305797576904	19.0254364013672	19.2684230804443	18.8993186950684	18.240213394165	19.4394874572754	18.7037506103516	18.7056655883789	18.4868316650391	19.0863952636719	18.8666000366211	18.8384628295898
+	1.3648918342881	0.81330680847168	Q8WW59	Q8WW59	SPRY4_HUMAN	SPRYD4	SPRY domain-containing protein 4	Color2 [DarkGray]	1	4		15.7101392745972	15.7406187057495	13.4850282669067	15.9453544616699	14.3789520263672	15.9886894226074	15.5722913742065	14.0691556930542	16.0831985473633	17.0412311553955	17.1777992248535	16.9199447631836	16.5710582733154	15.9614772796631	15.727725982666	15.7086849212646
	0.820975119937925	-0.511200904846191	Q8WZ42	Q8WZ42;A0A0A0MRA3;A0A0A0MTS7	TITIN_HUMAN	TTN	Titin	Color2 [DarkGray]	1	4		19.3731842041016	18.7485103607178	18.8735103607178	20.0035915374756	19.4507141113281	19.6224098205566	18.7746067047119	19.0164375305176	18.8265266418457	19.6388397216797	18.5574378967285	18.3848857879639	19.0885524749756	19.7342281341553	19.2254371643066	19.404275894165
	0.621019596650851	-0.244238376617432	Q92520	Q92520;C9JP35;C9JMN4	FAM3C_HUMAN	FAM3C	Protein FAM3C	Color2 [DarkGray]	1	4		16.8151073455811	16.5998134613037	16.3458480834961	16.6348114013672	16.305025100708	16.5927886962891	16.6743583679199	16.5134181976318	16.0317440032959	16.5677261352539	16.3161334991455	16.1947269439697	16.219123840332	16.328405380249	16.8549785614014	16.6847763061523
	0.715377467216327	0.252365112304688	Q92597	Q92597;E5RJY1;E7ESM1	NDRG1_HUMAN	NDRG1	Protein NDRG1	Color2 [DarkGray]	1	4		16.0748844146729	15.8855276107788	16.1585273742676	16.4862747192383	16.1699848175049	15.8459358215332	16.2537059783936	16.4061527252197	17.0180797576904	16.964916229248	17.0708656311035	16.6528587341309	16.5718479156494	17.0466556549072	16.7178363800049	16.3609199523926
	0.102265683315923	0.138149261474609	Q92698	Q92698;A0A590UJQ8;A0A590UJ71;A0A590UJJ7;V9GYX6	RAD54_HUMAN	RAD54L	DNA repair and recombination protein RAD54-like	Color2 [DarkGray]	1	4		16.6657104492188	16.4693050384521	16.1273326873779	15.388952255249	16.2605056762695	15.6924085617065	15.7547311782837	15.6216487884521	15.7038278579712	15.7383689880371	16.2021770477295	16.5627307891846	14.6066541671753	16.1133251190186	16.2493286132813	16.6851997375488
+	3.2291362125797	-0.943561315536499	Q92743	Q92743;H0Y7G9;A0A3B3IU24	HTRA1_HUMAN	HTRA1	Serine protease HTRA1	Color2 [DarkGray]	1	4		16.446310043335	16.5049514770508	16.2912693023682	16.4717617034912	16.0913791656494	16.7092456817627	16.750955581665	16.4224319458008	15.4876546859741	15.8805065155029	15.933837890625	15.4170188903809	16.5129356384277	16.5483589172363	16.6959896087646	16.7359790802002
	0.057758547604316	0.0438051223754883	Q92786	Q92786	PROX1_HUMAN	PROX1	Prospero homeobox protein 1	Color2 [DarkGray]	1	4		17.6788272857666	18.0751647949219	17.9599285125732	17.7714824676514	17.9681434631348	18.4660835266113	18.1963386535645	18.447624206543	18.2611637115479	17.2923851013184	17.6991519927979	17.4223022460938	17.7799949645996	17.3755664825439	17.3433856964111	18.0008354187012
	0.365354623673343	-0.0493488311767578	Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	Color2 [DarkGray]	1	4		19.1931419372559	18.9815006256104	19.0296478271484	19.0943508148193	18.8812065124512	18.7755355834961	18.7685108184814	18.8694152832031	19.0545082092285	19.0717735290527	19.0112571716309	18.940637588501	19.025032043457	18.954553604126	19.1885833740234	19.1074028015137
