"First.Protein.Description","CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Pval","adjPval","negLog10_sca_adjPval","HBV.myr_vs_HBV","Diff_Abund","Protein_Names","Genes","ProtDesc"
"Beta-2-microglobulin",21.7089099884033,21.8463439941406,21.5898494720459,21.810905456543,22.0101299285889,21.6062870025635,21.7302742004395,21.7323093414307,21.5773487091064,21.9023513793945,21.994571685791,21.5348949432373,21.4030532836914,21.5387783050537,21.7017879486084,0.0660626363540996,0.634065097378008,0.197866152243286,0.257016658782952,"Non-significant","B2MG_HUMAN","B2M","Beta-2-microglobulin"
"A disintegrin and metalloproteinase with thrombospondin motifs 13",15.3794288635254,15.5189514160156,13.3035182952881,15.0895004272461,15.2696895599365,15.7806243896484,16.2277660369873,15.6366930007935,15.4223337173462,15.2100133895874,15.1025295257568,16.1071338653564,15.42822265625,16.3392581939697,16.1326866149902,0.0364543743260354,0.504123720858176,0.297462866943047,-0.658932924270598,"Non-significant","ATS13_HUMAN","ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13"
"ATP synthase subunit beta, mitochondrial",19.0040168762207,18.6349143981934,18.7445850372314,18.0298271179199,18.6216411590576,18.5765171051025,18.5470066070557,17.8534927368164,17.5377635955811,17.9001293182373,18.0005664825439,17.6384506225586,17.9880847930908,17.8654308319092,18.3414840698242,0.478477350105683,0.986278956908265,0.00600023281587292,-0.135374546051025,"Non-significant","ATPB_HUMAN","ATP5F1B","ATP synthase subunit beta, mitochondrial"
"ATP synthase subunit alpha, mitochondrial",19.2568054199219,19.006799697876,18.4806289672852,20.1393985748291,20.2930679321289,19.8086490631104,20.2061462402344,18.8479080200195,18.6219730377197,18.3564434051514,18.5163650512695,19.9700889587402,19.9126262664795,20.1307544708252,19.8331699371338,9.51246474394032e-05,0.01925861575118,1.71537493181318,-1.37598752975465,"Non-significant","ATPA_HUMAN","ATP5F1A","ATP synthase subunit alpha, mitochondrial"
"Argininosuccinate synthase",19.0994243621826,18.9238300323486,19.0357666015625,18.4757022857666,18.7362079620361,19.6126708984375,19.2255458831787,17.9600524902344,17.7662887573242,18.8093948364258,19.1503849029541,17.8739852905273,17.8763904571533,18.6265354156494,19.2691497802734,0.983790888516779,0.995579334537958,0.00192412671719819,0.0100150108337758,"Non-significant","ASSY_HUMAN","ASS1","Argininosuccinate synthase"
"Arylsulfatase A",16.6502094268799,16.6712226867676,15.8214178085327,13.0728483200073,16.6871299743652,16.3258876800537,16.1605587005615,15.9094285964966,16.1312160491943,16.3284645080566,14.1310205459595,15.6884441375732,16.0591983795166,15.8655252456665,15.6405305862427,0.736887742919287,0.993555423949802,0.00280790143369389,-0.188392162323,"Non-significant","ARSA_HUMAN","ARSA","Arylsulfatase A"
"Beta-arrestin-2",19.8457412719727,19.6826705932617,19.8022575378418,20.1884708404541,20.3271026611328,19.5197086334229,19.8240146636963,19.7844772338867,19.82590675354,19.8039226531982,19.8311805725098,19.9401836395264,19.9549522399902,19.977388381958,19.6060218811035,0.55757176672351,0.986278956908265,0.00600023281587292,-0.0582647323608469,"Non-significant","ARRB2_HUMAN","ARRB2","Beta-arrestin-2"
"Actin-related protein 2/3 complex subunit 5",16.3538398742676,16.2829837799072,16.3486652374268,15.9964179992676,16.0561389923096,16.1478404998779,16.1076850891113,15.4489030838013,15.6513147354126,15.6683835983276,16.339485168457,15.0289468765259,14.9690217971802,14.8853054046631,16.0430393218994,0.158978016020855,0.794893321325043,0.0996911519329489,0.545443296432476,"Non-significant","ARPC5_HUMAN","ARPC5","Actin-related protein 2/3 complex subunit 5"
"Actin-related protein 2/3 complex subunit 4",18.0146789550781,17.8491668701172,17.6059856414795,17.7890567779541,17.7012042999268,18.0871257781982,17.7736225128174,16.6190299987793,17.4360694885254,17.4857120513916,17.5138282775879,17.2320461273193,16.9944648742676,17.2587413787842,17.6388111114502,0.948038788007983,0.993555423949802,0.00280790143369389,-0.0173559188842738,"Non-significant","ARPC4_HUMAN","ARPC4","Actin-related protein 2/3 complex subunit 4"
"Actin-related protein 2/3 complex subunit 2",15.4062547683716,15.1717596054077,15.323145866394,15.5842552185059,14.3440999984741,15.7380342483521,15.9456262588501,14.5583248138428,14.6517581939697,15.2042465209961,13.5249261856079,14.9969635009766,14.4880342483521,15.1680135726929,13.3464345932007,0.978693082384122,0.995579334537958,0.00192412671719819,-0.015047550201448,"Non-significant","ARPC2_HUMAN","ARPC2","Actin-related protein 2/3 complex subunit 2"
"Actin-related protein 3",12.975471496582,13.2409029006958,14.929443359375,15.1889667510986,13.9386596679688,14.5905990600586,12.447548866272,12.8304109573364,13.3787117004395,14.8286819458008,14.2701206207275,13.3963661193848,13.6587619781494,13.8018999099731,11.9564151763916,0.350442818333324,0.976833125354267,0.0101796214683315,0.623620510101325,"Non-significant","ARP3_HUMAN","ACTR3","Actin-related protein 3"
"Argininosuccinate lyase",19.0835075378418,19.0132617950439,19.1625804901123,18.3263759613037,18.485782623291,19.1488704681396,18.9685001373291,17.7189540863037,17.323802947998,18.376277923584,18.6707401275635,17.3707809448242,17.8325805664063,18.2137069702148,18.859935760498,0.918614171573916,0.993555423949802,0.00280790143369389,-0.0468072891235245,"Non-significant","ARLY_HUMAN","ASL","Argininosuccinate lyase"
"Aflatoxin B1 aldehyde reductase member 3",16.7346839904785,16.4062385559082,16.6367378234863,15.3224983215332,15.9868440628052,17.1650943756104,16.685432434082,15.5251808166504,15.6140508651733,15.8553352355957,15.8676910400391,15.0835752487183,15.7768497467041,16.0867576599121,17.1667709350586,0.526567283434749,0.986278956908265,0.00600023281587292,-0.31292390823365,"Non-significant","ARK73_HUMAN","AKR7A3","Aflatoxin B1 aldehyde reductase member 3"
"Aflatoxin B1 aldehyde reductase member 2",13.8724021911621,16.9328727722168,14.4394388198853,13.5233478546143,13.23570728302,16.9779281616211,13.6758260726929,13.9309787750244,14.0572557449341,12.9034624099731,17.2661914825439,12.9730672836304,12.5714540481567,12.3515872955322,17.1433734893799,0.617153139546253,0.986278956908265,0.00600023281587292,0.779601573944076,"Non-significant","ARK72_HUMAN","AKR7A2","Aflatoxin B1 aldehyde reductase member 2"
"Arginase-1",20.1112461090088,19.9294700622559,20.0554866790771,19.3672695159912,19.7837142944336,20.5287704467773,20.2881851196289,18.9322090148926,18.5995540618896,19.7178840637207,19.8264694213867,18.647497177124,19.2136096954346,19.7255172729492,20.3163471221924,0.67284805466405,0.993555423949802,0.00280790143369389,-0.206713676452651,"Non-significant","ARGI1_HUMAN","ARG1","Arginase-1"
"ADP-ribosylation factor 6",16.1282596588135,15.7993907928467,15.2504024505615,16.8116626739502,16.0292720794678,15.8211059570313,15.5664291381836,15.9733610153198,13.1716203689575,11.7825593948364,14.3022336959839,16.1535320281982,15.684422492981,15.5262794494629,13.1417646408081,0.284380074424354,0.95098132798129,0.0218280101228394,-1.31905603408815,"Non-significant","ARF6_HUMAN","ARF6","ADP-ribosylation factor 6"
"ADP-ribosylation factor 3",17.317907333374,17.1767292022705,17.2994499206543,17.1123485565186,17.0599250793457,17.3068008422852,17.1345157623291,16.6542301177979,16.7131977081299,16.992208480835,17.0366344451904,16.7066040039063,16.5833835601807,16.5845127105713,17.2313995361328,0.706530718821786,0.993555423949802,0.00280790143369389,0.0725927352905273,"Non-significant","ARF1_HUMAN;ARF3_HUMAN","ARF1;ARF3","ADP-ribosylation factor 3"
"Apoptosis-resistant E3 ubiquitin protein ligase 1",18.7248630523682,18.2295188903809,16.9382705688477,19.8967704772949,18.8530082702637,16.4682559967041,17.2511596679688,15.1341371536255,15.6013555526733,17.1158657073975,19.407299041748,15.2426643371582,17.0755939483643,16.5352840423584,18.733699798584,0.947971000107261,0.993555423949802,0.00280790143369389,-0.0821461677551483,"Non-significant","AREL1_HUMAN","AREL1","Apoptosis-resistant E3 ubiquitin protein ligase 1"
"Adenine phosphoribosyltransferase",16.3505268096924,15.8082828521729,16.1844234466553,15.9489469528198,16.1042556762695,16.2386131286621,15.9099540710449,15.369215965271,15.5589199066162,15.7754220962524,15.504412651062,14.8374357223511,14.7959890365601,15.3231115341187,14.9689950942993,0.00990140156790836,0.256061246103408,0.591656145377732,0.570609807968101,"Non-significant","APT_HUMAN","APRT","Adenine phosphoribosyltransferase"
"Apolipoprotein M",20.4763507843018,20.6407451629639,20.2739524841309,20.7518253326416,20.742546081543,20.4605293273926,20.5275688171387,20.736629486084,20.7114334106445,20.6949634552002,20.4124336242676,20.5669708251953,20.580659866333,20.6077098846436,20.5987968444824,0.556420735844058,0.986278956908265,0.00600023281587292,0.050330638885498,"Non-significant","APOM_HUMAN","APOM","Apolipoprotein M"
"Apolipoprotein L1",13.5001001358032,16.337682723999,14.604344367981,15.8307657241821,15.3933362960815,15.62672996521,14.964864730835,16.0304794311523,16.25266456604,15.3542909622192,16.7195091247559,16.1412582397461,16.5842380523682,15.7853374481201,16.0634956359863,0.875366734602852,0.993555423949802,0.00280790143369389,-0.054346323013327,"Non-significant","APOL1_HUMAN","APOL1","Apolipoprotein L1"
"Beta-2-glycoprotein 1",20.0758762359619,20.0694389343262,19.9100093841553,21.1970596313477,20.9304943084717,20.7829189300537,20.5963973999023,21.3470191955566,21.3572635650635,21.1958770751953,21.1102504730225,21.4243030548096,21.060396194458,21.4034748077393,21.7706260681152,0.360171373152709,0.986278956908265,0.00600023281587292,-0.162097454071048,"Non-significant","APOH_HUMAN","APOH","Beta-2-glycoprotein 1"
"Apolipoprotein E",19.0279445648193,19.0763149261475,19.0418567657471,20.4761123657227,20.0684680938721,19.9331111907959,19.7118301391602,20.6490688323975,20.6051616668701,20.38108253479,21.0907077789307,21.0684032440186,20.7428760528564,21.1042098999023,21.5353164672852,0.0983656236573369,0.700192218930129,0.154782719755626,-0.431196212768551,"Non-significant","APOE_HUMAN","APOE","Apolipoprotein E"
"Apolipoprotein C-III",22.887056350708,22.9113121032715,22.7106513977051,23.3061351776123,23.0911998748779,22.714635848999,22.7612228393555,23.042760848999,22.9156627655029,22.9396877288818,23.430700302124,23.0661354064941,22.8014335632324,23.1609077453613,23.1293754577637,0.778935774184198,0.993555423949802,0.00280790143369389,0.0427398681640483,"Non-significant","APOC3_HUMAN","APOC3","Apolipoprotein C-III"
"Apolipoprotein C-II",18.1393566131592,18.5595264434814,18.1693286895752,18.9008197784424,18.6111717224121,18.7104740142822,18.2489280700684,19.2100601196289,19.0370826721191,18.7689895629883,19.8045711517334,18.9835395812988,18.1310234069824,18.8786163330078,19.3500518798828,0.315983525472782,0.954890286085711,0.0200465246306734,0.369368076324477,"Non-significant","APOC2_HUMAN","APOC2","Apolipoprotein C-II"
"Apolipoprotein C-I",18.7421875,18.5816307067871,18.8532123565674,20.0200080871582,19.7675533294678,19.4535732269287,19.191032409668,20.0788631439209,20.069019317627,19.8730144500732,20.2499961853027,20.3284187316895,20.0794086456299,20.3931922912598,20.6346683502197,0.0852963252025535,0.673878379274644,0.171418477316302,-0.291198730468775,"Non-significant","APOC1_HUMAN","APOC1","Apolipoprotein C-I"
"Apolipoprotein B receptor",14.3581676483154,13.9070692062378,13.4230499267578,15.5960178375244,15.3424320220947,14.8251972198486,15.4258089065552,15.4774608612061,16.0315189361572,15.2177610397339,16.0878448486328,15.7242422103882,15.64879322052,15.9987134933472,15.9890480041504,0.585720749761897,0.986278956908265,0.00600023281587292,-0.136552810668949,"Non-significant","APOBR_HUMAN","APOBR","Apolipoprotein B receptor"
"Apolipoprotein B-100",21.1115818023682,21.3806972503662,21.054479598999,21.0306816101074,20.9670372009277,20.862003326416,21.0815944671631,21.9503269195557,21.94753074646,21.6972389221191,22.0633125305176,21.2648143768311,21.4134769439697,21.0964965820313,21.5187225341797,0.00286347693597139,0.14810539041052,0.829429134706733,0.591224670410149,"Non-significant","APOB_HUMAN","APOB","Apolipoprotein B-100"
"Apolipoprotein A-IV",18.6941871643066,18.839563369751,18.5742683410645,18.4999237060547,18.6549396514893,18.369213104248,18.5597133636475,18.2775230407715,18.3605213165283,18.3991775512695,18.2110424041748,18.106782913208,18.4557285308838,18.2516403198242,17.7877178192139,0.339931650663396,0.967714195029126,0.0142528884036766,0.16159868240355,"Non-significant","APOA4_HUMAN","APOA4","Apolipoprotein A-IV"
"Apolipoprotein A-II",15.4507694244385,15.7226209640503,15.6970815658569,16.6615562438965,16.4689979553223,16.2778053283691,16.3221435546875,16.9222946166992,17.2116794586182,16.9650173187256,17.4106674194336,16.5025844573975,16.5461540222168,17.3330593109131,17.9925060272217,0.932530597859659,0.993555423949802,0.00280790143369389,0.0338387489318741,"Non-significant","APOA2_HUMAN","APOA2","Apolipoprotein A-II"
"Apolipoprotein A-I",21.5452747344971,21.8089981079102,21.5059127807617,22.7074871063232,22.430513381958,22.1999225616455,22.0673789978027,22.6888847351074,22.7194499969482,22.4994087219238,22.9077472686768,22.8683395385742,22.5990161895752,22.8340110778809,23.1936359405518,0.300516010527387,0.954890286085711,0.0200465246306734,-0.169878005981477,"Non-significant","APOA1_HUMAN","APOA1","Apolipoprotein A-I"
"Apolipoprotein(a)",14.4699058532715,13.7589111328125,12.9820337295532,13.5628147125244,13.0017375946045,13.4628143310547,14.0797872543335,12.6699209213257,14.7573432922363,13.3898687362671,13.9224147796631,13.951976776123,14.6465759277344,11.9806785583496,16.0502853393555,0.643647531036939,0.986278956908265,0.00600023281587292,-0.472492218017575,"Non-significant","APOA_HUMAN","LPA","Apolipoprotein(a)"
"Aldehyde oxidase",18.2642002105713,17.9857025146484,18.1028270721436,17.3175277709961,17.7811603546143,18.6402988433838,18.4193630218506,16.9467124938965,16.1564674377441,17.5627784729004,17.6935482025146,16.6328105926514,17.150520324707,17.6238021850586,18.1069049835205,0.563905433338196,0.986278956908265,0.00600023281587292,-0.288632869720473,"Non-significant","AOXA_HUMAN","AOX1","Aldehyde oxidase"
"Membrane primary amine oxidase",18.698148727417,18.9212284088135,18.6916065216064,18.86301612854,18.8145503997803,18.0815410614014,18.6988201141357,18.8223133087158,18.4776363372803,18.2047805786133,18.8168811798096,18.6635093688965,18.804817199707,18.427791595459,18.4560413360596,0.96665197524471,0.995579334537958,0.00192412671719819,-0.00763702392577414,"Non-significant","AOC3_HUMAN","AOC3","Membrane primary amine oxidase"
"Annexin A7",14.7866115570068,12.8051509857178,12.7353048324585,15.2236471176147,14.2489061355591,14.7943649291992,13.8772716522217,14.4983320236206,12.4460430145264,13.7309074401855,13.6831550598145,13.8095273971558,14.3593854904175,12.8991537094116,12.7473392486572,0.820136329995483,0.993555423949802,0.00280790143369389,0.135757923126224,"Non-significant","ANXA7_HUMAN","ANXA7","Annexin A7"
"Annexin A6",17.4828872680664,17.326789855957,17.3241806030273,17.4594402313232,17.6176605224609,17.7064762115479,17.5579204559326,16.8186073303223,16.4008884429932,16.6230812072754,17.1771278381348,16.8469219207764,16.9594135284424,17.2125053405762,17.6124725341797,0.139289240785907,0.751941469628192,0.123815963140785,-0.402902126312249,"Non-significant","ANXA6_HUMAN","ANXA6","Annexin A6"
"Annexin A5",17.406587600708,17.1752967834473,17.2191505432129,17.2956523895264,17.3004512786865,17.2333755493164,17.3282375335693,16.4056034088135,16.2480335235596,16.1929531097412,16.4516372680664,16.6668758392334,16.654411315918,16.4771347045898,16.4434757232666,0.0322867988301615,0.478235329065665,0.320358344047253,-0.235917568206776,"Non-significant","ANXA5_HUMAN","ANXA5","Annexin A5"
"Annexin A4",16.4023551940918,16.1674480438232,16.1115093231201,15.9131631851196,16.0751190185547,16.3989353179932,16.5613594055176,15.7741794586182,15.9620084762573,15.5781717300415,15.8049173355103,15.687894821167,16.0369853973389,15.9731521606445,16.0184879302979,0.235999477367961,0.917635544265979,0.0373297725483677,-0.149310827255249,"Non-significant","ANXA4_HUMAN","ANXA4","Annexin A4"
"Annexin A2",20.3734016418457,19.8526172637939,19.9170818328857,19.8057384490967,19.9699630737305,20.1472835540771,19.9578018188477,19.3823013305664,19.191478729248,19.102014541626,19.4470081329346,19.398458480835,19.3781967163086,19.2982692718506,19.5369567871094,0.252846212833806,0.931542733110392,0.0307972177099243,-0.12226963043215,"Non-significant","ANXA2_HUMAN","ANXA2","Annexin A2"
"Antithrombin-III",22.8714351654053,23.0462646484375,22.9272708892822,23.3287963867188,23.3098850250244,22.9788818359375,23.1769199371338,23.2036228179932,23.1992321014404,23.2684230804443,23.488733291626,23.2547950744629,23.2618980407715,23.2801551818848,23.4399337768555,0.821897695742641,0.993555423949802,0.00280790143369389,-0.0191926956176971,"Non-significant","ANT3_HUMAN","SERPINC1","Antithrombin-III"
"Ankyrin-3",23.9712677001953,23.8211193084717,23.2908782958984,24.0997219085693,24.1554088592529,23.8777465820313,23.4007911682129,22.9413471221924,23.4322814941406,23.5135459899902,24.0843925476074,23.1344757080078,23.7077140808105,22.8711814880371,23.9640216827393,0.837801673302522,0.993555423949802,0.00280790143369389,0.0735435485839773,"Non-significant","ANK3_HUMAN","ANK3","Ankyrin-3"
"Angiotensinogen",21.6294975280762,21.7359409332275,21.5044479370117,22.5036773681641,22.5723114013672,22.0713882446289,22.1940956115723,22.4638347625732,22.601734161377,22.6031799316406,22.7174396514893,22.4280948638916,22.6866188049316,22.7327442169189,22.5488605499268,0.977639553691135,0.995579334537958,0.00192412671719819,-0.00253248214719903,"Non-significant","ANGT_HUMAN","AGT","Angiotensinogen"
"Angiopoietin-like protein 8",15.8385734558105,15.9902639389038,15.8378868103027,16.5922393798828,16.1633377075195,15.8852653503418,16.2240200042725,16.1053924560547,15.9063673019409,16.5116786956787,16.0200214385986,16.2541484832764,16.3972797393799,16.4278717041016,16.6693553924561,0.111888638364472,0.713481659707693,0.146617186095399,-0.301298856735276,"Non-significant","ANGL8_HUMAN","ANGPTL8","Angiopoietin-like protein 8"
"Acidic leucine-rich nuclear phosphoprotein 32 family member A",16.8083477020264,17.4410305023193,16.7927017211914,13.3890514373779,16.5061283111572,17.1490726470947,16.251049041748,15.6603965759277,15.1028413772583,15.9394483566284,14.2044038772583,15.5221185684204,16.1771354675293,15.2727575302124,16.0947704315186,0.277895803317068,0.944675274921581,0.0247174513270199,-0.539922952651999,"Non-significant","AN32A_HUMAN","ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A"
"Pancreatic alpha-amylase",19.1450614929199,19.4033718109131,19.1487865447998,19.2905139923096,19.2872886657715,18.9912662506104,19.1690006256104,19.2049522399902,19.0750122070313,19.3494930267334,18.8932418823242,19.1785793304443,19.3254108428955,19.1941432952881,18.8735942840576,0.93122005285529,0.993555423949802,0.00280790143369389,-0.0122570991516007,"Non-significant","AMY1A_HUMAN;AMY1B_HUMAN;AMY1C_HUMAN;AMY2B_HUMAN;AMYP_HUMAN","AMY1A;AMY1B;AMY1C;AMY2A;AMY2B","Pancreatic alpha-amylase"
"Aminopeptidase N",17.2498168945313,17.4224433898926,17.4118499755859,16.5401649475098,16.8368396759033,16.7759952545166,16.6584339141846,16.3881645202637,15.9459371566772,16.5253734588623,16.2120971679688,15.6774253845215,16.0948657989502,16.0071048736572,15.4063510894775,0.0601300950749123,0.60090783386077,0.221192134178927,0.4714562892914,"Non-significant","AMPN_HUMAN","ANPEP","Aminopeptidase N"
"Cytosol aminopeptidase",19.2638702392578,18.9892196655273,19.2572422027588,17.9998340606689,18.4915447235107,19.5827655792236,19.2368354797363,17.3521633148193,16.9603977203369,18.1926727294922,18.3952121734619,17.3426036834717,17.8256721496582,18.2572917938232,18.9454154968262,0.473912583793975,0.986278956908265,0.00600023281587292,-0.367634296417251,"Non-significant","AMPL_HUMAN","LAP3","Cytosol aminopeptidase"
"Aminopeptidase B",17.1376209259033,16.7551746368408,17.144229888916,16.1561508178711,15.7532243728638,17.574764251709,17.1133460998535,14.8519639968872,14.6358261108398,16.2624816894531,16.3903179168701,16.5610847473145,15.306435585022,16.0847434997559,16.9139537811279,0.284987959728013,0.95098132798129,0.0218280101228394,-0.681406974792525,"Non-significant","AMPB_HUMAN","RNPEP","Aminopeptidase B"
"Angiomotin",19.4293918609619,19.6036930084229,19.3343029022217,19.7132816314697,19.5523319244385,19.4043979644775,19.5178241729736,19.6929779052734,19.4635906219482,19.6935863494873,19.609260559082,19.4834594726563,19.5421276092529,19.679141998291,19.5303993225098,0.446723006601104,0.986278956908265,0.00600023281587292,0.0560717582702246,"Non-significant","AMOT_HUMAN","AMOT","Angiomotin"
"Protein AMBP",21.9606285095215,22.0303115844727,21.8186531066895,22.8376121520996,22.8125495910645,22.4024620056152,22.4213409423828,22.9221954345703,22.7931728363037,22.8104133605957,23.0975112915039,23.0271472930908,22.9923629760742,23.0746955871582,23.1910305023193,0.100582941663633,0.700192218930129,0.154782719755626,-0.165485858917222,"Non-significant","AMBP_HUMAN","AMBP","Protein AMBP"
"Insulin-like growth factor-binding protein complex acid labile subunit",16.5395641326904,16.6692581176758,16.4448871612549,16.3908271789551,16.9328956604004,16.7252864837646,16.4999485015869,16.5165348052979,16.59450340271,16.8626251220703,16.1317882537842,16.223653793335,16.4476375579834,16.5274333953857,16.3322734832764,0.43173068804543,0.986278956908265,0.00600023281587292,0.143613338470477,"Non-significant","ALS_HUMAN","IGFALS","Insulin-like growth factor-binding protein complex acid labile subunit"
"Fructose-bisphosphate aldolase C",17.0618991851807,16.7759189605713,16.8764801025391,16.3124942779541,16.6715278625488,17.367431640625,17.5202045440674,16.2262115478516,15.6945867538452,17.0295143127441,16.7819366455078,15.8212032318115,16.3234481811523,16.7158946990967,17.2583999633789,0.827939906788473,0.993555423949802,0.00280790143369389,-0.0966742038726736,"Non-significant","ALDOC_HUMAN","ALDOC","Fructose-bisphosphate aldolase C"
"Fructose-bisphosphate aldolase B",21.1250381469727,20.7878684997559,20.9731063842773,20.389835357666,20.6660079956055,21.4278926849365,21.0747604370117,19.8334732055664,19.6709823608398,20.5858936309814,20.8393211364746,19.6101455688477,19.9477367401123,20.4333801269531,21.230297088623,0.877239932154076,0.993555423949802,0.00280790143369389,-0.0729722976684783,"Non-significant","ALDOB_HUMAN","ALDOB","Fructose-bisphosphate aldolase B"
"Fructose-bisphosphate aldolase A",18.4170322418213,18.3953914642334,18.3915157318115,17.9505100250244,18.0157413482666,18.5047035217285,18.4158535003662,17.3973827362061,17.8325061798096,18.2184257507324,17.7224597930908,17.4226398468018,17.1419372558594,17.6690311431885,17.8616676330566,0.287209025152543,0.95109345172468,0.0217768084312751,0.268874645233147,"Non-significant","ALDOA_HUMAN","ALDOA","Fructose-bisphosphate aldolase A"
"Aldehyde dehydrogenase, mitochondrial",18.9931201934814,18.3600406646729,19.0208034515381,17.6249313354492,18.2102489471436,18.7815742492676,18.7885341644287,17.3158664703369,16.8155708312988,17.9007892608643,17.8565235137939,16.8562316894531,17.3920917510986,17.5392112731934,18.5348091125488,0.811810444817731,0.993555423949802,0.00280790143369389,-0.1083984375,"Non-significant","ALDH2_HUMAN","ALDH2","Aldehyde dehydrogenase, mitochondrial"
"Albumin",29.2673854827881,29.3685398101807,29.1444263458252,30.4606876373291,30.2801094055176,30.0550308227539,30.0023880004883,30.6039237976074,30.7705993652344,30.3752994537354,30.7430477142334,30.6453418731689,30.3889694213867,30.6222820281982,31.1415824890137,0.693601101985635,0.993555423949802,0.00280790143369389,-0.0763263702392223,"Non-significant","ALBU_HUMAN","ALB","Albumin"
"Alanine aminotransferase 1",16.7987880706787,16.6932697296143,16.7519092559814,15.7611093521118,16.0506343841553,17.0563945770264,16.5878028869629,14.9326810836792,14.8697814941406,16.1062774658203,16.0835952758789,15.2465591430664,15.2486209869385,15.8770780563354,16.4636878967285,0.657624214852516,0.990975641717356,0.00393702038632114,-0.210902690887449,"Non-significant","ALAT1_HUMAN","GPT","Alanine aminotransferase 1"
"4-trimethylaminobutyraldehyde dehydrogenase",18.746374130249,18.5905876159668,18.6728801727295,18.2985019683838,18.4035205841064,19.1423492431641,18.7819385528564,17.962833404541,17.674337387085,18.3724613189697,18.4332714080811,17.9683856964111,17.9250450134277,18.2230396270752,18.5429553985596,0.821102888139601,0.993555423949802,0.00280790143369389,-0.054130554199201,"Non-significant","AL9A1_HUMAN","ALDH9A1","4-trimethylaminobutyraldehyde dehydrogenase"
"Alpha-aminoadipic semialdehyde dehydrogenase",16.0538196563721,15.9610223770142,16.1861782073975,15.6519374847412,15.1310129165649,16.4645538330078,15.9616060256958,14.8966398239136,15.0305681228638,15.849328994751,13.7839651107788,15.4609804153442,15.4114780426025,15.1436061859131,15.9643201828003,0.257700214004985,0.931542733110392,0.0307972177099243,-0.604970693588225,"Non-significant","AL7A1_HUMAN","ALDH7A1","Alpha-aminoadipic semialdehyde dehydrogenase"
"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",18.1997737884521,17.6168785095215,18.0847091674805,18.4400939941406,18.795618057251,18.4339027404785,18.4182682037354,16.9893398284912,17.4200096130371,16.3896999359131,17.0575370788574,18.3297176361084,19.0901355743408,18.7401523590088,19.412130355835,0.000901065942774258,0.0699076993935695,1.1554749899196,-1.92888736724855,"Non-significant","AL4A1_HUMAN","ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
"Cytosolic 10-formyltetrahydrofolate dehydrogenase",18.2810649871826,17.9015674591064,18.1256809234619,17.7277336120605,17.8152828216553,18.9302558898926,18.6649360656738,17.0832824707031,16.9452381134033,17.5432815551758,17.820951461792,17.2603225708008,17.4077167510986,18.0332450866699,19.0325794219971,0.257898328641365,0.931542733110392,0.0307972177099243,-0.585277557373054,"Non-significant","AL1L1_HUMAN","ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase"
"Retinal dehydrogenase 1",19.5002593994141,19.3531723022461,19.4956436157227,18.9557285308838,19.1717567443848,19.8302574157715,19.6700839996338,18.3428726196289,18.2797336578369,18.9589042663574,19.2733516693115,18.2633609771729,18.4657688140869,18.9212074279785,19.9163036346436,0.702243032677582,0.993555423949802,0.00280790143369389,-0.177944660186803,"Non-significant","AL1A1_HUMAN","ALDH1A1","Retinal dehydrogenase 1"
"1,5-anhydro-D-fructose reductase",17.8249397277832,17.391242980957,17.5490627288818,17.1004981994629,17.2097301483154,17.9514904022217,17.7955265045166,16.648006439209,16.3450756072998,17.0473899841309,17.7336044311523,16.4269599914551,16.7588348388672,16.9032573699951,17.5484523773193,0.931714116290312,0.993555423949802,0.00280790143369389,0.0341429710388219,"Non-significant","AKCL2_HUMAN","AKR1E2","1,5-anhydro-D-fructose reductase"
"Aldo-keto reductase family 1 member C4",16.7735633850098,16.279016494751,16.4264526367188,16.2355899810791,16.4419403076172,16.9475116729736,16.4071807861328,15.62672996521,15.5984592437744,15.8535871505737,16.2460403442383,15.1574144363403,15.7152137756348,15.7995672225952,16.7710647583008,0.939453755991836,0.993555423949802,0.00280790143369389,-0.029610872268675,"Non-significant","AK1C4_HUMAN","AKR1C4","Aldo-keto reductase family 1 member C4"
"Aldo-keto reductase family 1 member C3",21.2171249389648,20.9398765563965,21.0794811248779,20.3577365875244,20.6642112731934,21.3623085021973,21.0639934539795,19.9923629760742,19.6284236907959,20.4592399597168,20.5913925170898,19.6566829681396,19.8577098846436,20.2449760437012,20.8467445373535,0.963594680555127,0.995579334537958,0.00192412671719819,0.016326427459699,"Non-significant","AK1C3_HUMAN","AKR1C3","Aldo-keto reductase family 1 member C3"
