"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D1CM"
-0.0610690117499999,9.257145643125,-0.80352575526403,0.447727038184989,0.495716695765306,-8.38456912820279,"ACTBM_HUMAN",2,0.57969410584582,0.579112143062497,0.623812939792177,0.0610690117499999,"Non-significant",0.204945620886899,"POTEKP","ACTBM_HUMAN",-0.0610690117499999
0.0124070625000012,15.20327031625,0.500089308923397,0.632133898148327,0.673525044557231,-8.59680762470207,"AASS_HUMAN",46,-0.578588562486167,0.579820628051207,0.62449630383895,-0.0124070625000012,"Non-significant",0.204470127709539,"AASS","AASS_HUMAN",0.0124070625000012
-0.0204668049999981,10.4426662925,-0.538771824868749,0.606512836862072,0.649427934693903,-8.57473125172229,"RPTOR_HUMAN",41,0.578387982608094,0.579949221944529,0.62455500086501,0.0204668049999981,"Non-significant",0.204429309859312,"RPTOR","RPTOR_HUMAN",-0.0204668049999981
0.173185467749999,8.203544676375,0.580861790874369,0.579292844380822,0.623449870439983,-8.54899499217985,"S39A8_HUMAN",2,-0.57792269762367,0.580247583416598,0.624796484493932,-0.173185467749999,"Non-significant",0.204261422743403,"SLC39A8","S39A8_HUMAN",0.173185467749999
-0.939355610749999,10.465493797875,-0.562046152218163,0.591374430236348,0.634831262412402,-8.5607188399806,"LYSC_HUMAN",11,0.57756029211342,0.58048003430094,0.624966944580741,0.939355610749999,"Non-significant",0.204142952521243,"LYZ","LYSC_HUMAN",-0.939355610749999
0.0794138907500006,9.260562658375,0.627824325308521,0.549766909143429,0.595474849289381,-8.5182110496259,"APH1A_HUMAN",3,-0.57735552925042,0.580611394800864,0.625028537263919,-0.0794138907500006,"Non-significant",0.204100153386622,"APH1A","APH1A_HUMAN",0.0794138907500006
-0.0115900049999951,16.036601065,-0.497627605413978,0.633783364337366,0.674855985093438,-8.59816080526326,"NONO_HUMAN",39,0.576895452565112,0.580906606972419,0.625266478121634,0.0115900049999951,"Non-significant",0.203934854154839,"NONO","NONO_HUMAN",-0.0115900049999951
0.0516066549999987,10.3096134675,0.557803090907026,0.594118404030255,0.637533294407514,-8.56331389729581,"PTPRD_HUMAN",33,-0.576574503260943,0.581112597217014,0.625408335283735,-0.0516066549999987,"Non-significant",0.203836334887764,"PTPRD","PTPRD_HUMAN",0.0516066549999987
0.0731379982499973,8.723067164375,0.694553407413254,0.509413073910627,0.556413476738717,-8.47081574634306,"TF2AA_HUMAN",2,-0.575905105325308,0.581542360315504,0.625790955585266,-0.0731379982499973,"Non-significant",0.203570717904105,"GTF2A1","TF2AA_HUMAN",0.0731379982499973
0.0660867692499973,8.314835071625,0.559440873655567,0.593058411412598,0.636476871631881,-8.56231436236343,"CBLB_HUMAN",19,-0.574791940684701,0.582257426183855,0.626480450000474,-0.0660867692499973,"Non-significant",0.203092477087055,"CBLB","CBLB_HUMAN",0.0660867692499973
0.0625958437500014,8.401445627125,0.577814589905333,0.581239828265602,0.624986670806322,-8.55091754229614,"PIGX_HUMAN",8,-0.573748110739321,0.58292840476096,0.627122338701995,-0.0625958437500014,"Non-significant",0.202647728961187,"PIGX","PIGX_HUMAN",0.0625958437500014
0.0300772200000008,12.1968792675,0.567244804209461,0.588022212629291,0.631795950318966,-8.55751483155617,"VPS28_HUMAN",15,-0.572726737332761,0.583585370613149,0.627748990415803,-0.0300772200000008,"Non-significant",0.202213977073341,"VPS28","VPS28_HUMAN",0.0300772200000008
-0.0691037177499982,8.823697567125,-0.640764863149033,0.541792368187213,0.587516772346587,-8.50935159037228,"NINJ1_HUMAN",3,0.568369838522705,0.586392489775578,0.630688056184553,0.0691037177499982,"Non-significant",0.200185393490995,"NINJ1","NINJ1_HUMAN",-0.0691037177499982
-0.0943596374999967,14.79498326625,-0.563486199800854,0.590444777045246,0.633914026966549,-8.55983401723759,"NTF2_HUMAN",7,0.567966435206743,0.586652782735272,0.630862003878188,0.0943596374999967,"Non-significant",0.200065628883381,"NUTF2","NTF2_HUMAN",-0.0943596374999967
0.713220121000003,11.0645897395,0.552516555338116,0.597547129346835,0.640641662842085,-8.56652192795254,"PERM_HUMAN",44,-0.56782488847462,0.586744130062494,0.630862003878188,-0.713220121000003,"Non-significant",0.200065628883381,"MPO","PERM_HUMAN",0.713220121000003
-0.165788410000005,10.9357692,-0.565090647294051,0.589409961826401,0.633028309024019,-8.55884574263515,"MA1C1_HUMAN",3,0.567744812391576,0.586795810777434,0.630862003878188,0.165788410000005,"Non-significant",0.200065628883381,"MAN1C1","MA1C1_HUMAN",-0.165788410000005
-0.376460432750002,6.658277094375,-0.552745282647886,0.597398554552949,0.640563848915762,-8.56638370913205,"SVEP1_HUMAN",9,0.567655280279112,0.586853597391016,0.630862003878188,0.376460432750002,"Non-significant",0.200065628883381,"SVEP1","SVEP1_HUMAN",-0.376460432750002
0.0293018824999969,10.50047862375,0.578143757569755,0.581029328990763,0.624919767010737,-8.55071030602318,"MTL26_HUMAN",12,-0.565755557279087,0.588080485365875,0.632100281962377,-0.0293018824999969,"Non-significant",0.19921401594549,"METTL26","MTL26_HUMAN",0.0293018824999969
0.0412995817500015,8.974679112375,0.557384873881699,0.594389248890199,0.637661572978934,-8.56356870392729,"KDM8_HUMAN",14,-0.565567514531376,0.588202006059073,0.632150288036711,-0.0412995817500015,"Non-significant",0.199179659841294,"KDM8","KDM8_HUMAN",0.0412995817500015
0.26783728575,8.915372013875,0.549480291196044,0.599521344706137,0.642676512085468,-8.56835175245495,"ELP5_HUMAN",8,-0.563693772079498,0.589413659869498,0.633371715838857,-0.26783728575,"Non-significant",0.198341334600637,"ELP5","ELP5_HUMAN",0.26783728575
-0.0145678525000008,12.85639476625,-0.49835823817618,0.633293570402648,0.674419646863414,-8.59775983141244,"INSR_HUMAN",54,0.560308850177718,0.591606043980206,0.63564657038995,0.0145678525000008,"Non-significant",0.196784291888731,"INSR","INSR_HUMAN",-0.0145678525000008
0.143129109999999,15.7763916275,0.543597733526836,0.603356509248484,0.646541064893907,-8.5718705457227,"FIBG_HUMAN",40,-0.55911577268519,0.592379869790598,0.636360533284739,-0.143129109999999,"Non-significant",0.196296762884912,"FGG","FIBG_HUMAN",0.143129109999999
-0.398834109250002,7.219633758125,-0.54602612886335,0.60177166835455,0.644924779727973,-8.57042216262628,"MF14A_HUMAN",3,0.559051560753339,0.592421533359277,0.636360533284739,0.398834109250002,"Non-significant",0.196296762884912,"MFSD14A","MF14A_HUMAN",-0.398834109250002
-0.077217580000001,12.63633418,-0.645445822357964,0.538925201818624,0.584708524408442,-8.50610721017788,"AT5G3_HUMAN",2,0.557549522424463,0.593396586904638,0.637326685909684,0.077217580000001,"Non-significant",0.195637896519851,"ATP5MC3","AT5G3_HUMAN",-0.077217580000001
-0.0527315137500004,9.869852781125,-0.539764041434819,0.605863152345242,0.648814700942453,-8.57414500338611,"AT11B_HUMAN",25,0.556393456084381,0.594147657014214,0.637975266744837,0.0527315137500004,"Non-significant",0.195196157837536,"ATP11B","AT11B_HUMAN",-0.0527315137500004
-0.0350492002499987,9.580985903625,-0.541807319408164,0.604526454048661,0.647547780045262,-8.5729346092057,"FAAH1_HUMAN",19,0.556387022606414,0.594151838171428,0.637975266744837,0.0350492002499987,"Non-significant",0.195196157837536,"FAAH","FAAH1_HUMAN",-0.0350492002499987
0.168618321499999,7.057415068,0.546795231963552,0.601270208566426,0.644469301628484,-8.56996220392524,"TINF2_HUMAN",5,-0.556012608287485,0.594395200415275,0.638155285224857,-0.168618321499999,"Non-significant",0.195073629569702,"TINF2","TINF2_HUMAN",0.168618321499999
-0.0392508539999969,10.0817809095,-0.553983286012323,0.596594739215666,0.639783340566011,-8.56563467890563,"NADK_HUMAN",12,0.554895280804087,0.595121769979426,0.63885397340252,0.0392508539999969,"Non-significant",0.194598399733492,"NADK","NADK_HUMAN",-0.0392508539999969
-0.0213525324999999,10.61114418625,-0.54069857986432,0.605251582960304,0.648242133770318,-8.57359192541316,"UBAP1_HUMAN",19,0.554560421877493,0.595339615766515,0.639006446109252,0.0213525324999999,"Non-significant",0.19449476078439,"UBAP1","UBAP1_HUMAN",-0.0213525324999999
0.0640907284999983,7.73779296875,0.635006420174751,0.545332251347125,0.59105124683103,-8.51331390709722,"SR5A3_HUMAN",3,-0.553350166679452,0.596127326419799,0.639770465290615,-0.0640907284999983,"Non-significant",0.193975812794233,"SRD5A3","SR5A3_HUMAN",0.0640907284999983
0.282380461750004,7.963135540375,0.54214787364206,0.604303823251552,0.647391576790459,-8.57273246278777,"SSBP3_HUMAN",3,-0.553104476047115,0.596287307618404,0.639860689486382,-0.282380461750004,"Non-significant",0.193914570349057,"SSBP3","SSBP3_HUMAN",0.282380461750004
-0.249874353499999,6.82784140125,-0.543012684198065,0.603738672321481,0.646868344857984,-8.57221860254809,"AP4AT_HUMAN",3,0.552863841950299,0.596444019208438,0.639947382625754,0.249874353499999,"Non-significant",0.193855732851582,"TEPSIN","AP4AT_HUMAN",-0.249874353499999
0.0497007375000003,14.19235277125,0.557599422461872,0.594250294751679,0.637593652553704,-8.5634380080175,"MTPN_HUMAN",9,-0.551692780442407,0.597206990373897,0.640684449772379,-0.0497007375000003,"Non-significant",0.193355816760448,"MTPN","MTPN_HUMAN",0.0497007375000003
-0.623868346250001,7.313311159625,-0.537548079739394,0.607314646234585,0.650121304687746,-8.57545292903883,"IL8_HUMAN",1,0.550548340781964,0.597953135732524,0.641403280871652,0.623868346250001,"Non-significant",0.192868822922062,"CXCL8","IL8_HUMAN",-0.623868346250001
0.119788885,7.01849842075,0.536232542356105,0.608177243844059,0.650879378918432,-8.57622705153598,"S2535_HUMAN",8,-0.546517094470735,0.600585481292674,0.644116551357687,-0.119788885,"Non-significant",0.191035540976123,"SLC25A35","S2535_HUMAN",0.119788885
0.0583835837499995,7.725994169625,0.533973962223233,0.60965975044847,0.652300334669986,-8.5775520232433,"VIP1_HUMAN",15,-0.546440685525589,0.60063543643035,0.644116551357687,-0.0583835837499995,"Non-significant",0.191035540976123,"PPIP5K1","VIP1_HUMAN",0.0583835837499995
0.024965762499999,13.53732180625,0.626202811080383,0.550771131658237,0.596399346691684,-8.51930979173837,"CSK2B_HUMAN",9,-0.545041359905032,0.601550698509356,0.645016007853373,-0.024965762499999,"Non-significant",0.190429507014162,"CSNK2B","CSK2B_HUMAN",0.024965762499999
0.0337836742500031,9.329159855875,0.572900741144919,0.584387362402915,0.628050628292002,-8.55399840575532,"DPH6_HUMAN",9,-0.541963358134453,0.603566615902303,0.647095269071548,-0.0337836742500031,"Non-significant",0.18903177530317,"DPH6","DPH6_HUMAN",0.0337836742500031
0.200129509,6.39160001275,0.529498654147454,0.612603083671492,0.655283171607488,-8.58016216331762,"YAE1_HUMAN",6,-0.541323085744533,0.603986419820485,0.647462995379228,-0.200129509,"Non-significant",0.188785047882772,"YAE1","YAE1_HUMAN",0.200129509
0.319081425749999,6.852214157625,0.527021275400646,0.614235711447479,0.656862828189647,-8.58159831956643,"PARVB_HUMAN",6,-0.540501450721213,0.604525369317272,0.647958333923612,-0.319081425749999,"Non-significant",0.188452919945524,"PARVB","PARVB_HUMAN",0.319081425749999
-0.196069597750002,7.670921146875,-0.525420178300854,0.615292103470233,0.657909062558745,-8.58252317497336,"PCSK9_HUMAN",16,0.539821394840835,0.604971647857648,0.648354230107071,0.196069597750002,"Non-significant",0.188187651308932,"PCSK9","PCSK9_HUMAN",-0.196069597750002
0.249775290749999,7.634215176125,0.523812651480799,0.616353720003033,0.658960617187413,-8.58344912508426,"MCF2L_HUMAN",15,-0.538185561564747,0.606045875820962,0.649422919818827,-0.249775290749999,"Non-significant",0.187472388061126,"MCF2L","MCF2L_HUMAN",0.249775290749999
-0.0523126149999982,10.7751296775,-0.822066392518265,0.437765205180141,0.486027781146392,-8.36884502267771,"S46A3_HUMAN",2,0.537764776159835,0.60632236651295,0.649636612093257,0.0523126149999982,"Non-significant",0.187329507193594,"SLC46A3","S46A3_HUMAN",-0.0523126149999982
-0.0422298909999981,9.6282378435,-0.594877556628632,0.570386034300111,0.615120762937005,-8.54003395083499,"S47A1_HUMAN",6,0.536860593590133,0.606916719947679,0.650190776873282,0.0422298909999981,"Non-significant",0.186959195377341,"SLC47A1","S47A1_HUMAN",-0.0422298909999981
-0.0185010424999987,13.43114388125,-0.510158514367836,0.625410377296224,0.667204666527005,-8.59120794929378,"FAF2_HUMAN",25,0.536247271956791,0.607320058777907,0.650493024604259,0.0185010424999987,"Non-significant",0.186757356123335,"FAF2","FAF2_HUMAN",-0.0185010424999987
-0.251355171250001,6.439937233875,-0.521603079194531,0.617814532214378,0.660438641982878,-8.58471757238439,"CEMIP_HUMAN",54,0.536196890282875,0.607353197726364,0.650493024604259,0.251355171250001,"Non-significant",0.186757356123335,"CEMIP","CEMIP_HUMAN",-0.251355171250001
-0.0316391024999998,12.08221268625,-0.556369688881577,0.595046987976557,0.638285958469636,-8.56418649614526,"CHM1A_HUMAN",10,0.534532243864792,0.608448681382864,0.651583526283339,0.0316391024999998,"Non-significant",0.186029904312397,"CHMP1A","CHM1A_HUMAN",-0.0316391024999998
0.0142040224999995,14.63696765875,0.516015491312922,0.621516895947626,0.663807135826475,-8.58790306175215,"CDC37_HUMAN",20,-0.533445191632739,0.609164632083295,0.652267363291425,-0.0142040224999995,"Non-significant",0.185574351198558,"CDC37","CDC37_HUMAN",0.0142040224999995
-0.15166389925,7.762860477125,-0.519826319210811,0.618990542557256,0.661444128196642,-8.58573395289007,"CLC11_HUMAN",9,0.532254082322603,0.609949637142929,0.652893057731038,0.15166389925,"Non-significant",0.18515794926218,"CLEC11A","CLC11_HUMAN",-0.15166389925
0.0674953460000012,8.9081549645,0.520890452243572,0.618286065518414,0.660858895036103,-8.58512561048184,"CRLF3_HUMAN",13,-0.532222147505771,0.609970691390931,0.652893057731038,-0.0674953460000012,"Non-significant",0.18515794926218,"CRLF3","CRLF3_HUMAN",0.0674953460000012
0.0575020327500013,9.984755397625,0.516158852619275,0.621421756731724,0.663789632174845,-8.58782172898152,"STK10_HUMAN",29,-0.532205975403387,0.609981353616316,0.652893057731038,-0.0575020327500013,"Non-significant",0.18515794926218,"STK10","STK10_HUMAN",0.0575020327500013
0.819434999999998,8.027962506,0.515740282956002,0.621699554833236,0.663918098022216,-8.58805913620314,"BPI_HUMAN",13,-0.529989094770759,0.611443884979689,0.654375381728517,-0.819434999999998,"Non-significant",0.184173047632226,"BPI","BPI_HUMAN",0.819434999999998
-0.0329175000000017,11.246563435,-0.907647108300556,0.393820955919066,0.442099657428485,-8.29249047497153,"ITPR3_HUMAN",4,0.527700845037294,0.612955470318169,0.65590982091048,0.0329175000000017,"Non-significant",0.18315586637606,"ITPR3","ITPR3_HUMAN",-0.0329175000000017
0.202820420249999,6.882089197625,0.516588294558266,0.621136811450895,0.663569351548745,-8.58757796946479,"MED21_HUMAN",4,-0.52613392077935,0.613991709904169,0.656935278342504,-0.202820420249999,"Non-significant",0.182477415285404,"MED21","MED21_HUMAN",0.202820420249999
-0.299549699,6.944016874,-0.512804809551637,0.623649633570375,0.665663259638432,-8.5897190753764,"DIK2B_HUMAN",3,0.523945399385651,0.615440587731608,0.658401918262435,0.299549699,"Non-significant",0.181508912471399,"DIPK2B","DIK2B_HUMAN",-0.299549699
0.0286657800000008,12.3328279275,0.52033683668361,0.61865251643326,0.661166737798396,-8.5854422446653,"HYCC2_HUMAN",14,-0.522692631702164,0.616270782116115,0.659206398788925,-0.0286657800000008,"Non-significant",0.180978585678001,"HYCC2","HYCC2_HUMAN",0.0286657800000008
0.240550279999999,7.59009873875,0.510745365481159,0.625019682776644,0.666956691495675,-8.59087838925872,"HMR1_HUMAN",5,-0.522487919821404,0.616406498817149,0.65926790743938,-0.240550279999999,"Non-significant",0.180938064801144,"MR1","HMR1_HUMAN",0.240550279999999
-0.444411993000003,8.6468274595,-0.510180835563776,0.625395514665341,0.667204666527005,-8.59119542074257,"EMP3_HUMAN",1,0.521154169268226,0.617291116498449,0.660130274164606,0.444411993000003,"Non-significant",0.180370349658442,"EMP3","EMP3_HUMAN",-0.444411993000003
-0.0110568974999978,15.47745871625,-0.495227507455074,0.635393697743296,0.676143602863053,-8.59947412517961,"HEBP1_HUMAN",21,0.520416223069511,0.61778085269999,0.660570189954105,0.0110568974999978,"Non-significant",0.180081028934875,"HEBP1","HEBP1_HUMAN",-0.0110568974999978
-0.0294048750000009,11.9753545525,-0.677889921693571,0.519310354344268,0.565830788103391,-8.48304616023619,"UBFD1_HUMAN",6,0.520023095643793,0.61804183478138,0.660765426861016,0.0294048750000009,"Non-significant",0.179952688623945,"UBFD1","UBFD1_HUMAN",-0.0294048750000009
-0.272506832999998,6.714701116,-0.513525637392266,0.623170477062673,0.665236062710394,-8.58931227938311,"MZT2A_HUMAN",1,0.519338814172972,0.618496241969365,0.661167384091285,0.272506832999998,"Non-significant",0.179688578661623,"MZT2A","MZT2A_HUMAN",-0.272506832999998
0.2150690555,6.79793798925,0.502500982475808,0.630520123035561,0.672315511330391,-8.59547591156344,"LRP4_HUMAN",29,-0.516519914015194,0.620370035760287,0.663086359551542,-0.2150690555,"Non-significant",0.178429905932701,"LRP4","LRP4_HUMAN",0.2150690555
-0.032390355999997,8.71382868275,-0.499582173696253,0.632473521816525,0.673801733492352,-8.59708690233646,"PLD2_HUMAN",23,0.515995756900281,0.620718785960493,0.663375002771776,0.032390355999997,"Non-significant",0.178240897547948,"PLD2","PLD2_HUMAN",-0.032390355999997
-0.457049013250003,8.948200166375,-0.501654280109747,0.631086450332919,0.672815168474166,-8.5959441359187,"SPB12_HUMAN",15,0.515502414992058,0.621047127455182,0.663641764366091,0.457049013250003,"Non-significant",0.178066290726355,"SERPINB12","SPB12_HUMAN",-0.457049013250003
0.0118253249999967,10.219499945,0.491075303010824,0.638184581653044,0.678770705205489,-8.60173218909066,"MTMR9_HUMAN",21,-0.514407638639534,0.621776077365722,0.664336488289475,-0.0118253249999967,"Non-significant",0.177611893535297,"MTMR9","MTMR9_HUMAN",0.0118253249999967
0.00798583000000086,10.98191583,0.389609491252747,0.708246039716935,0.743993752339737,-8.65131891041109,"AKP13_HUMAN",98,-0.514070269062714,0.622000803403261,0.664492366525486,-0.00798583000000086,"Non-significant",0.177510003727872,"AKAP13","AKP13_HUMAN",0.00798583000000086
-0.014897825000002,18.0458266725,-0.476534374829987,0.648007510940025,0.687596531921526,-8.60949961661468,"HSP7C_HUMAN",30,0.51306831057777,0.622668471799323,0.66512134695178,0.014897825000002,"Non-significant",0.177099113337721,"HSPA8","HSP7C_HUMAN",-0.014897825000002
0.251361847,7.2978612185,0.500689619554704,0.631731998460557,0.673181923517577,-8.59647669440118,"ADAT2_HUMAN",4,-0.51171376380189,0.62357168962465,0.666001745038795,-0.251361847,"Non-significant",0.176524632902181,"ADAT2","ADAT2_HUMAN",0.251361847
0.25526666675,6.073608160125,0.505999946459086,0.628182615494971,0.670077355860176,-8.59353319778433,"DEF3_HUMAN",1,-0.510870223261476,0.624134512839075,0.666466317627851,-0.25526666675,"Non-significant",0.176221794394155,"DEFA3","DEF3_HUMAN",0.25526666675
0.0334639559999985,9.93317556325,0.493917565931695,0.636273487653036,0.676994348324595,-8.6001884180869,"PKN1_HUMAN",25,-0.510824839013027,0.624164801441957,0.666466317627851,-0.0334639559999985,"Non-significant",0.176221794394155,"PKN1","PKN1_HUMAN",0.0334639559999985
-0.304658412999999,8.648379445,-0.501561742588122,0.631148361267675,0.672815168474166,-8.59599526435813,"MLP3A_HUMAN",1,0.509145467857314,0.62528612288192,0.667579066468867,0.304658412999999,"Non-significant",0.175497290116812,"MAP1LC3A","MLP3A_HUMAN",-0.304658412999999
0.0130991899999948,16.9273097525,0.477232293167472,0.647534303309415,0.68741393483565,-8.60913180235327,"KAD3_HUMAN",24,-0.507748568593495,0.626219637591237,0.668491049297941,-0.0130991899999948,"Non-significant",0.174904403310804,"AK3","KAD3_HUMAN",0.0130991899999948
0.0325617799999982,14.140695095,0.824186754835156,0.436635930647546,0.484965642301775,-8.36702785155518,"UB2D3_HUMAN",4,-0.507067029397994,0.626675357603693,0.668746112178692,-0.0325617799999982,"Non-significant",0.174738729777068,"UBE2D3","UB2D3_HUMAN",0.0325617799999982
-0.0373437400000025,12.54755795,-0.495309188944219,0.635338859212914,0.676143602863053,-8.59942952691592,"UBXN1_HUMAN",17,0.507017915142263,0.626708205156364,0.668746112178692,0.0373437400000025,"Non-significant",0.174738729777068,"UBXN1","UBXN1_HUMAN",-0.0373437400000025
0.174873114,6.85915100575,0.498821978513,0.632982794965515,0.674173866409442,-8.59750504450982,"C1QT3_HUMAN",4,-0.506893409079941,0.626791478670778,0.668746112178692,-0.174873114,"Non-significant",0.174738729777068,"C1QTNF3","C1QT3_HUMAN",0.174873114
0.187989473,6.77844452875,0.492929423577398,0.636937564713307,0.677529875437716,-8.60072606965765,"LAMB1_HUMAN",56,-0.506816275445312,0.626843070926096,0.668746112178692,-0.187989473,"Non-significant",0.174738729777068,"LAMB1","LAMB1_HUMAN",0.187989473
0.194833159749997,6.484665453375,0.495532819829117,0.635188732585217,0.676096202419597,-8.59930738886496,"DPOL_HBVD3",6,-0.506798044382816,0.626855265431705,0.668746112178692,-0.194833159749997,"Non-significant",0.174738729777068,"P","DPOL_HBVD3",0.194833159749997
-0.300654411250001,7.248842120125,-0.493101150547181,0.636822130663947,0.677492583537348,-8.60063270461478,"MTMR4_HUMAN",8,0.506176120757849,0.627271335471555,0.669105300770658,0.300654411250001,"Non-significant",0.174505529549163,"MTMR4","MTMR4_HUMAN",-0.300654411250001
0.0301344395000029,9.77134597275,0.487979928001934,0.640269214445944,0.680730223078313,-8.6034039665685,"INT2_HUMAN",26,-0.505812907773614,0.627514393201462,0.669279870972431,-0.0301344395000029,"Non-significant",0.17439223648919,"INTS2","INT2_HUMAN",0.0301344395000029
-0.0927926302500008,7.552961051375,-0.505181685311598,0.628728853538422,0.670575162150495,-8.59398864115396,"MK07_HUMAN",5,0.50419257129265,0.628599298623044,0.670352161955167,0.0927926302500008,"Non-significant",0.173696985637007,"MAPK7","MK07_HUMAN",-0.0927926302500008
0.00995015999999893,17.1894028225,0.430156725938596,0.679833989584928,0.717545792413143,-8.63280299438986,"SDHA_HUMAN",41,-0.502312600846281,0.629859261400328,0.671610843054189,-0.00995015999999893,"Non-significant",0.172882300859499,"SDHA","SDHA_HUMAN",0.00995015999999893
0.175169586999998,6.715661466,0.490364852154455,0.6386627384838,0.679193568342159,-8.60211676921581,"CADH6_HUMAN",6,-0.501005467546743,0.630736076178302,0.672460711624957,-0.175169586999998,"Non-significant",0.172333084147737,"CDH6","CADH6_HUMAN",0.175169586999998
-0.407584664999998,12.31205678,-0.486754360376181,0.641095555868214,0.681350957056257,-8.60406315040748,"DCD_HUMAN",5,0.499498141446057,0.631747960672927,0.673454351904907,0.407584664999998,"Non-significant",0.171691836299827,"DCD","DCD_HUMAN",-0.407584664999998
-0.0226612075000006,10.99383497125,-0.500866616414864,0.631613526903994,0.673140778641265,-8.5963790515927,"BTD_HUMAN",14,0.497813509194435,0.632879861917146,0.674575664655997,0.0226612075000006,"Non-significant",0.17096933005498,"BTD","BTD_HUMAN",-0.0226612075000006
0.164013982,6.45563083875,0.497040574859747,0.634177033993463,0.675189872367172,-8.59848257221644,"OMD_HUMAN",2,-0.497395958034027,0.633160574971744,0.674789541843069,-0.164013982,"Non-significant",0.170831656899513,"OMD","OMD_HUMAN",0.164013982
-0.285782218500001,6.93244296325,-0.483882036691131,0.643034357280086,0.683239203014476,-8.60560198119153,"OLFL3_HUMAN",11,0.497019767186087,0.63341353692248,0.674973793011326,0.285782218500001,"Non-significant",0.170713089052708,"OLFML3","OLFL3_HUMAN",-0.285782218500001
-0.277068018999999,7.55005973575,-0.48254185792752,0.643939989702468,0.684029007334859,-8.60631705717653,"MGT5A_HUMAN",7,0.49506157597638,0.634731120723784,0.676179914583369,0.277068018999999,"Non-significant",0.169937733770136,"MGAT5","MGT5A_HUMAN",-0.277068018999999
0.163779616250001,6.509554684125,0.48758633911863,0.640534533139254,0.680840552311573,-8.60361583128436,"SGCE_HUMAN",4,-0.494985036179457,0.634782649612499,0.676179914583369,-0.163779616250001,"Non-significant",0.169937733770136,"SGCE","SGCE_HUMAN",0.163779616250001
-0.0508961677500004,9.143755674375,-0.600434367141771,0.566876947410045,0.611649486651212,-8.53642763741211,"CLN8_HUMAN",3,0.494979976863249,0.634786055771527,0.676179914583369,0.0508961677500004,"Non-significant",0.169937733770136,"CLN8","CLN8_HUMAN",-0.0508961677500004
0.0314764949999997,10.201138735,0.501207972256068,0.631385075545946,0.672982397796761,-8.59619064703402,"SZRD1_HUMAN",11,-0.493572320266109,0.635734116867804,0.677068288499364,-0.0314764949999997,"Non-significant",0.169367526554449,"SZRD1","SZRD1_HUMAN",0.0314764949999997
0.0197319979999975,9.699438572,0.462004109234863,0.657898685128984,0.696924471151465,-8.61704240053117,"RBCC1_HUMAN",50,-0.493503185485051,0.635780698003614,0.677068288499364,-0.0197319979999975,"Non-significant",0.169367526554449,"RB1CC1","RBCC1_HUMAN",0.0197319979999975
0.312363148,7.355500698,0.480388773205737,0.645396301843997,0.685403228958429,-8.60746198387201,"FRM4B_HUMAN",7,-0.493034469741885,0.636096551927227,0.677319079862885,-0.312363148,"Non-significant",0.169206690284006,"FRMD4B","FRM4B_HUMAN",0.312363148
0.17683577525,8.380875706875,0.478038620840936,0.646987808080924,0.687006832239117,-8.60870622610542,"HXK1_HUMAN",20,-0.49128080865239,0.637279003579071,0.678492449307565,-0.17683577525,"Non-significant",0.168454981080597,"HK1","HXK1_HUMAN",0.17683577525
0.271670938,7.088296473,0.481848018139849,0.644409109698364,0.684441076820503,-8.60668653792486,"S35C2_HUMAN",2,-0.490613590939346,0.637729186531328,0.678885995614115,-0.271670938,"Non-significant",0.16820315006805,"SLC35C2","S35C2_HUMAN",0.271670938
0.0588400375000013,11.49347078875,0.554621655721265,0.596180491643485,0.639420456045671,-8.56524784497691,"ELOV5_HUMAN",3,-0.489879849577596,0.638224440956395,0.679327416696736,-0.0588400375000013,"Non-significant",0.167920857542604,"ELOVL5","ELOV5_HUMAN",0.0588400375000013
0.314605832,6.78232258575,0.476597122587172,0.647964959130926,0.687596531921526,-8.60946656818732,"METL8_HUMAN",4,-0.488220564475446,0.639345131688714,0.680434357955072,-0.314605832,"Non-significant",0.167213765174743,"METTL8","METL8_HUMAN",0.314605832
0.341777563249999,7.249814867875,0.476497367738933,0.648032607614735,0.687596531921526,-8.60951910585459,"CKS2_HUMAN",3,-0.487797308014261,0.639631161338375,0.680652829052034,-0.341777563249999,"Non-significant",0.167074346049228,"CKS2","CKS2_HUMAN",0.341777563249999
0.0339725017500001,8.317682862375,0.516988388717381,0.620871401675642,0.663369887783494,-8.58735069911909,"DPCD_HUMAN",8,-0.486360407034867,0.640602678791555,0.681600603324163,-0.0339725017500001,"Non-significant",0.166470033821992,"DPCD","DPCD_HUMAN",0.0339725017500001
-0.40131688125,7.148689389375,-0.472555190945309,0.650708825025396,0.690262356674939,-8.61158705998612,"SBSN_HUMAN",16,0.485606033425005,0.641113024678593,0.682057514201169,0.40131688125,"Non-significant",0.166179002107399,"SBSN","SBSN_HUMAN",-0.40131688125
0.0203590400000024,11.742862225,0.477752913985706,0.647181421644785,0.68712586006347,-8.60885709800862,"PRSR2_HUMAN",17,-0.485021246577038,0.641508783775067,0.682392420297834,-0.0203590400000024,"Non-significant",0.165965805757748,"PROSER2","PRSR2_HUMAN",0.0203590400000024
