BF_1,BF_2,BF_3,BF_4,BFM_1,BFM_2,BFM_3,BFM_4,CF_1,CF_2,CF_3,CF_4,CFM_1,CFM_2,CFM_3,CFM_4,Protein.Names,Peptides,Genes,First.Protein.Description
20.69710331568715,20.68002980232821,20.93876407072838,20.931568569324174,20.857567987880397,20.795507019748147,20.787558266632654,20.69710331568715,20.253496664211536,20.834606839437086,20.779565475879124,20.600595334833805,20.396236836327617,20.4971657451784,20.5451002222421,20.582333128441075,CO1A1_HUMAN,10,COL1A1,Collagen alpha-1(I) chain
15.224747858751286,15.327145600709722,13.705481198821664,14.883373572603844,14.803561052136226,15.671579765094174,14.297510995265476,15.777183384158825,15.537009044085043,15.737516713920904,15.234473178575808,15.453707903965835,15.09035229740543,15.671065544708183,15.383498429177658,16.27995873575173,CNTN4_HUMAN,1,CNTN4,Contactin-4
19.78818144004631,19.64750585686059,19.788273857170296,19.852044815298346,19.65999937544648,19.880873399812085,19.7363655939307,19.814551174464746,19.945923862301242,19.588107041703868,19.71388486592055,19.665897972375653,19.68522273482904,19.765850997909435,19.617616327372893,19.666366184490677,CNTN1_HUMAN,14,CNTN1,Contactin-1
15.667319480133486,15.260908510584112,15.626752821229028,15.46938108098277,15.827486609261625,14.9688737518153,14.910460039985423,15.098229518588994,15.913242390393396,14.684365107069468,14.91284256760881,15.399601706710275,14.80548694478106,14.29192610297341,14.412874124931264,15.297618460984753,CNTFR_HUMAN,1,CNTFR,Ciliary neurotrophic factor receptor subunit alpha
14.710300627060985,14.3968188150137,15.629094743520172,15.249817143173388,14.404642657668287,14.463620158094281,15.098139030613243,14.31794956723343,14.297288874075218,14.815438336541645,15.27024056727085,15.037147961357475,15.026782772345962,14.617180458899217,15.232597055937454,14.213020657589224,CNNM3_HUMAN,1,CNNM3,Metal transporter CNNM3
19.712224705675272,19.5719803423154,19.76939558382814,19.80338383666828,19.603608235850995,19.737775473882884,19.79265368823815,19.641817154102966,19.780249792204096,19.709122526825574,19.447400088909735,19.44992644483222,19.659070853934008,19.678631084312133,19.518341958016954,19.604982073497823,CNMD_HUMAN,1,CNMD,Leukocyte cell-derived chemotaxin 1
15.79246241801672,16.22273076489512,16.65649469464228,16.87266285776184,15.744029664035672,16.77463265332491,16.172913820553454,16.08824787208479,15.952256658300081,15.279095448127052,16.486866438795897,16.652018659085055,16.499129592538804,15.24073171543264,15.387916346993176,16.27995873575173,CNDP2_HUMAN,2,CNDP2,Cytosolic non-specific dipeptidase
19.65470769443641,19.620098087248646,19.75317593510582,19.621291752781538,19.813690393750104,19.855339962098082,19.914589515048153,19.835743574638393,19.42539622890938,19.736515892642988,19.7641475352817,19.870029017432504,19.598804919528607,19.64531012743144,19.610954531666387,19.689791570811895,CLUS_HUMAN,17,CLU,Clusterin
16.48149989001889,15.829398191286655,16.05685782784601,15.677268178330896,15.774645521145802,15.628983716282642,15.67371761933703,16.010790326669532,16.82994566180693,16.278498461975207,16.13135861757148,15.795108717524704,15.973316196244074,15.363245010716806,16.33934724015284,15.893965078642307,CLIC4_HUMAN,4,CLIC4,Chloride intracellular channel protein 4
19.275005955907094,19.104289047831983,18.982731821906288,18.99499972023443,19.14454622490648,18.623524314782777,18.654926166090217,18.590418924512655,18.982935102127175,19.259120279302174,18.987033575550516,19.22532513321817,19.258430314803217,19.486072944129603,19.476002518138593,19.230691287562994,CLIC1_HUMAN,10,CLIC1,Chloride intracellular channel protein 1
17.314866431053176,16.815858578326736,17.078838793186367,16.84318499489262,17.034992351893514,16.098056763891762,15.66759668426559,16.292677516956513,16.879188349694928,17.05986197033399,16.746264998030064,16.846224932549987,17.456651202397747,17.19279366330096,17.36691126276044,17.3318529120394,CLH1_HUMAN,5,CLTC,Clathrin heavy chain 1
18.380342684560752,18.689165365161617,18.536152338368048,18.53329550804866,18.7556243678963,18.652025663734157,18.60779264191921,18.469578227375443,18.59262857486287,18.567789004650056,18.200783687411494,18.360024019571878,18.500896328070546,18.5655967296289,18.63837227425872,18.84649429537464,CLC11_HUMAN,4,CLEC11A,C-type lectin domain family 11 member A
16.88442096525799,16.8120017722889,16.80139260853966,16.910912039633438,16.79022120649509,17.12186736095077,17.065090010366404,16.879319995011635,16.721566514579795,17.029535276709947,16.788527177206152,17.241489782176835,16.86043230915686,17.168848370606273,16.95468479155659,17.052069151382852,CK054_HUMAN,1,C11orf54,Ester hydrolase C11orf54
16.707224304548763,16.998171698319407,16.984618720311072,17.04979538311712,16.613933312502063,16.417699259945653,15.15212636534252,16.387172550084212,16.99995597176956,16.94578672833445,17.127016963778683,16.898613195689826,16.800861992286613,16.53873759998933,16.614033997589427,16.94178124227853,CISY_HUMAN,3,CS,"Citrate synthase, mitochondrial"
18.452985211732383,18.571174904783405,18.01403682088235,17.71964951574116,18.47222675565802,17.8957646000164,18.009347522205033,18.286165161442078,19.686623628114475,18.265752380179286,18.084050558030583,17.740446173510218,18.463835650697387,18.513931878997372,18.430909855325314,18.460599877052466,CILP2_HUMAN,6,CILP2,Cartilage intermediate layer protein 2
15.181284280409452,14.52139187179375,15.846792984425377,15.808903860320665,13.73169026507002,15.076707056882709,15.08758714900148,14.396256908466816,15.166516179537345,15.535153850693858,15.7065715611558,15.822364190516401,15.247949758775384,16.001249841124874,15.51836116969289,15.590470095187486,CGRE1_HUMAN,2,CGREF1,Cell growth regulator with EF hand domain protein 1
17.815858578326736,17.64987363742012,17.85148065800148,17.343879685849878,17.44942273655473,17.27245665409929,17.15839273121066,17.03009592766071,18.401912801921338,16.913543937783,17.321602254159863,17.62188732133165,17.619059313820138,17.658880895047876,17.77998860436864,17.665238749645763,CFAI_HUMAN,3,CFI,Complement factor I
22.03590522913891,22.05258397028554,21.945923862301242,21.931568569324174,22.02580463916994,21.953048296734625,21.945923862301242,21.927957315771796,21.73892349138178,21.709777145722263,21.872674880270605,21.830744199804688,21.89133872453564,21.815189385609845,21.73892349138178,21.78356740643662,CFAB_HUMAN,41,CFB,Complement factor B
19.3788557591786,19.66158327626009,19.56158628771007,19.535600028500355,19.426524801028844,19.433094337280075,19.516527222853426,19.54287128188722,19.458500735892038,19.660800245943786,19.664332694410323,19.64227737850386,19.443117571325253,19.497025368020825,19.511563503801415,19.353596994266233,CERU_HUMAN,21,CP,Ceruloplasmin
16.126867783001362,16.366624451787423,17.074820911799474,17.006852001748776,16.627263125760866,16.445981536401803,16.63306617181402,16.96152882701734,16.242932174900716,16.892044693515125,16.834471049984224,16.78563126135123,16.310406870527796,16.764158876758927,17.1079526232843,16.496195303928133,CDC42_HUMAN,4,CDC42,Cell division control protein 42 homolog
16.196400414804213,17.32777190864401,16.423518098579393,16.76155123244448,16.407941546253547,16.059475439960206,16.703511601022196,16.398903982482317,16.638322774748687,16.083601901340383,16.468153079352273,16.75379128878251,16.952252107398255,16.33737973690167,17.25165807674628,17.144479009976145,CD59_HUMAN,4,CD59,CD59 glycoprotein
19.88795834171715,20.029179365950597,20.563836784823685,20.467621469564385,19.86447182310013,20.5451002222421,20.688591815831632,20.563836784823685,20.055896704326376,20.06907209307411,20.3211353810869,20.37517522079979,20.35380157000722,20.194602975157967,19.98815209769054,19.816927391840768,CD44_HUMAN,2,CD44,CD44 antigen
17.5186992533214,17.386123515056145,17.337029483822246,17.058699954788285,17.360444184135027,17.467422463420075,17.43590624206557,17.39678035814969,18.82069629087095,17.189255103832384,17.27798656286805,17.368404148757275,17.253265814536526,17.310346511695215,17.611413898904505,17.24890042608699,CD276_HUMAN,2,CD276,CD276 antigen
17.319610384583015,17.066110218392225,16.894817763307945,17.02433890053839,17.298957528753714,17.15764299224308,17.055695507135958,16.972048642292837,16.97659768447908,17.05288640706047,16.838625353829105,17.160619918915124,17.04625008750555,17.134436347815086,17.275951693287258,17.216802685924844,CD166_HUMAN,2,ALCAM,CD166 antigen
15.94927045845704,16.17494128249247,16.492828026184306,16.58345891013077,16.562239442457408,16.82797528298262,16.897573696380952,16.888053504728408,17.012035224937428,16.8512000219477,16.985686312465898,16.628616411458278,16.77103804084245,17.109861254103617,16.854710141628548,16.735304799640303,CD14_HUMAN,6,CD14,Monocyte differentiation antigen CD14
18.94912281040628,18.479472408254,18.592752653176124,18.640361455581793,18.5264266440745,18.728159678820433,18.6954492090122,18.728345714710976,19.03604747856704,18.899731592588726,18.710826608477753,18.50403142784842,18.654534641406194,18.69282320104979,18.583060724854086,18.771934310978263,CD109_HUMAN,5,CD109,CD109 antigen
15.350452355541623,15.706158723847729,15.5192830294081,15.72116862955497,15.41314858166453,15.492479130204062,15.440762129160992,15.805340828416384,15.623538603489946,15.43256799810881,15.759469520437868,15.429266152977313,15.248324170385406,15.107139412559928,14.801400187358125,15.727221160709417,CBR1_HUMAN,3,CBR1,Carbonyl reductase [NADPH] 1
16.865334561083507,17.066288943461554,17.405714876302238,17.58757244032372,16.924905266508297,17.355127378751458,17.59649552755684,17.625516223570177,16.598462562848525,16.8460779861726,17.76302428746945,17.487251244384222,17.141079329679016,17.218790247552764,16.943499241069496,17.156695396292776,CBPQ_HUMAN,4,CPQ,Carboxypeptidase Q
18.291116726779936,17.83818829755747,18.133388087126654,18.375510396297763,18.16172238508992,18.242136710809355,18.241527023348024,18.247524257343233,18.05816617038033,18.149399818087637,18.267856528096345,18.378950985247123,18.16961188260421,17.86800863943839,17.97271620995797,18.26528081320749,CBPN_HUMAN,4,CPN1,Carboxypeptidase N catalytic chain
21.3211353810869,21.348408311237,21.511714053747554,21.406653452272955,21.447583716327838,21.516531070045332,21.43237062238133,21.511714053747554,21.342994815050638,21.427263731948244,21.406653452272955,21.40145454559864,21.457637380991763,21.43237062238133,21.43237062238133,21.47258772245773,CBPE_HUMAN,19,CPE,Carboxypeptidase E
17.285736338050114,17.052514984597476,18.220623945872337,18.205000908600514,16.714057654518403,17.902769606358675,18.2014156211122,18.404788160412185,17.168407699041015,16.86883460932892,17.921562038654145,17.761544739886663,16.764029254562892,17.0861673315595,17.42828655725935,16.690857372137714,CBPA1_HUMAN,1,CPA1;CPB1,Carboxypeptidase A1
17.681101120775267,17.24965051066012,18.16881410097822,17.531389076073918,17.39560944121406,17.90618598263193,17.564774697046058,18.57950377626798,17.326789343527622,17.349600878367177,17.61639089678283,17.990536122472932,17.525574334143563,17.6111112733985,17.414858626233585,17.607518152437578,CBLN4_HUMAN,2,CBLN4,Cerebellin-4
19.029694329645366,18.79794327471529,19.130995301412938,18.92903007945534,18.922535043823174,19.242967053638424,19.28031994810321,18.960906953765715,19.37272480261048,19.054538078458105,19.028499656043163,19.140013411637295,19.144713003985625,19.124070813387128,19.255074686327998,19.190164676909276,CBG_HUMAN,12,SERPINA6,Corticosteroid-binding globulin
17.28850564369429,17.24851133975865,18.037080379101713,17.651261956732604,17.057938855678874,17.40783203660511,17.684454146041627,17.55199357657087,17.57483740496303,18.308232360060302,17.851132905237495,17.47604999890063,17.77547525324568,17.5112507729362,18.290873825351028,18.125756505678194,CATZ_HUMAN,3,CTSZ,Cathepsin Z
17.319998397848266,17.285637013401118,17.41573351712813,17.3041284682518,17.596408170908862,17.729507895832775,17.70375490678614,17.67386803368119,18.00723536660301,17.55245896933616,17.53110727366564,17.51763863458637,17.470650931082375,17.572411575718494,17.797116866464084,17.47779778573083,CATL1_HUMAN,3,CTSL,Procathepsin L
17.85832710131064,17.721012382946974,18.119280583439618,18.011822357957012,17.994789847975817,17.99040870454386,18.056081992707856,17.894906555651684,17.815477113975582,18.361566880724897,18.16722211416612,17.989255891919832,17.87262077819215,18.21494989631937,18.23376477025455,18.02998812708972,CATH_HUMAN,5,CTSH,Pro-cathepsin H
19.111071976158,19.127077438077936,20.310080192577903,20.206575616824043,19.40995644992242,20.416995396494414,20.427263731948244,20.447583716327838,19.535429168196917,19.408213625152783,20.618629257664065,20.4971657451784,19.529178878057657,19.599762142054036,19.440173681318566,19.401029486903393,CATD_HUMAN,19,CTSD;cRAP-CTSD,Cathepsin D
18.791528579034058,18.716521413939212,19.00017885087037,18.505338619220108,18.53208192359205,19.143692113459984,19.27246576676871,18.24176441321828,19.139114133089908,18.89103012539532,18.215333917755355,18.893008169162876,18.955454097968083,18.31485758230768,18.88493662813045,18.87218187523848,CATC_HUMAN,4,CTSC,Dipeptidyl peptidase 1
19.974212906732667,19.98815209769054,19.813468072378935,19.862419425964994,20.342994815050638,20.06907209307411,20.042599881712917,20.001957897215572,19.48229590319995,19.960137721520944,19.67905393570846,19.84547779974561,20.055896704326376,20.015632834112647,20.029179365950597,20.218449717112335,CATB_HUMAN,15,CTSB,Cathepsin B
16.350849424564434,15.398543303710788,17.001683071985504,16.705902327495217,15.76259226068889,15.33500995005862,14.357043342963106,15.436656242972033,15.742075179145596,15.599439263960642,16.648062608361034,16.945340952897077,15.6196210607386,15.871024455267673,15.257667750236985,15.334978536018221,CATA_HUMAN,2,CAT;cRAP-CAT,Catalase
15.838743520953944,16.871327736134006,16.148401108822604,16.018113224948817,15.859515374316628,15.130711318445613,15.162855472059256,15.304394105579282,15.772144434757484,15.960716946296879,15.569861540452965,16.097933355013076,15.373765783275378,15.917894160041188,15.840259140558457,16.43109110344692,CASPE_HUMAN,3,CASP14,Caspase-14
16.32753510147652,16.40959148067732,16.519296852820638,16.585283866103797,16.48706906351148,16.07015449513416,16.30685560846533,16.223025021537204,16.103908607493093,16.598916113454674,16.586064236486315,16.398695267333625,16.70818130727837,16.60832558022927,16.887161104974872,16.7943016281617,CAPZB_HUMAN,3,CAPZB,F-actin-capping protein subunit beta
19.271900672391542,18.952735560467406,19.41675836283797,19.378375300718307,18.85080337791047,19.130799283747585,18.910914966630784,18.729879596151317,18.389093521904474,18.797287886324906,19.018164854437885,19.10504655749854,19.189356463970192,18.804449324030045,18.3959900934681,18.82904755239468,CAPSD_HBVD3,5,C,Capsid protein
17.480600891740806,17.3009244909763,17.55404168209373,17.103000880299298,17.528820354483504,17.151581467967546,17.2140629377155,17.414197979727337,17.23735002506185,17.31586598987965,17.314538991318283,17.380461065088973,17.319733854669238,17.409970947361447,17.502932781728617,17.304502842322293,CAP1_HUMAN,5,CAP1,Adenylyl cyclase-associated protein 1
16.420335282443293,15.901284106773039,15.741977780234848,15.282082110283815,15.095096155219336,16.0119500819142,15.486329109912678,15.526982094376024,16.19992917934965,16.27249492692406,15.677229632234368,16.061326888347317,16.077848407315876,16.119911759649003,16.250749929744906,15.643168491540688,CANT1_HUMAN,3,CANT1,Soluble calcium-activated nucleotidase 1
15.39383620279691,15.104029458096269,15.870511621154371,15.698376398943735,15.794928557473986,15.652374452247397,15.897947057326194,15.805340828416384,15.86309732728719,15.497200057517281,16.12609945932765,16.136009816267112,15.913151212494148,16.336053205631792,15.649567747135245,16.04303796701945,CAND1_HUMAN,3,CAND1,Cullin-associated NEDD8-dissociated protein 1
15.913508877371218,15.325470602171812,15.808290518725153,15.403314995011488,15.76259226068889,16.16816282333036,16.15429400867746,14.505761941820314,16.876001263597892,16.22782085713389,15.335983446188768,15.68638015167105,15.142306531211045,15.914728478878285,15.571714134785905,15.176792583177328,CALX_HUMAN,3,CANX,Calnexin
17.875491395754764,17.559025994405413,17.61768268262714,17.396345557074607,17.959254861534745,17.26688717160492,17.13451656605935,17.045748998093504,17.04058939506606,17.804641532333303,17.5121771858371,17.442222680825502,17.846781968304633,17.826380901299387,17.814632530801077,17.862122743942493,CALU_HUMAN,5,CALU,Calumenin
19.830072590798565,19.712527000439824,19.73051657397957,19.443358408571076,19.829578743269295,18.724117446553347,18.844111138170096,18.896288052277242,19.586299218360406,19.74628304259608,19.71094092689328,19.881161769236098,19.974212906732667,19.648301401202364,20.082128245899554,19.722272223488424,CALR_HUMAN,7,CALR,Calreticulin
20.35380157000722,21.35380157000722,20.477536938429466,20.755317929632447,19.747499709812598,21.126916167646392,20.554498920244352,20.37517522079979,19.711001444740287,19.907304395310017,19.761164874394375,19.974212906732667,19.47054766838632,19.25566484748761,19.66774565948112,19.59604048703521,CALM1_HUMAN,8,CALM1;CALM2;CALM3,Calmodulin-1
16.87241036193152,16.724980074381754,17.55463381529214,17.004132665749694,17.117013976467675,17.424453368641498,17.684940338873297,17.479614503697913,16.820365970012382,17.16147637191795,17.1268456061634,17.41826440984638,17.137581570492735,17.066394065513546,17.06181416097008,16.901126160410374,CAH9_HUMAN,2,CA9,Carbonic anhydrase 9
17.945363816526886,18.242839160810817,18.430158494177498,18.531895420451605,18.306800439878003,18.55491855231272,18.579636353559838,18.532584220290598,17.887607373852475,18.26429139522382,18.4694788626013,18.57113786235814,18.280843250978712,18.35615103347853,18.341679519125826,18.23741071537208,CADM1_HUMAN,10,CADM1,Cell adhesion molecule 1
18.29979828621459,18.167398543863776,18.454628631119423,18.390907852524087,18.373897445679642,18.523983027772474,18.56933645318918,18.64054504274938,18.579949334942263,18.361845277111165,18.410244300368436,18.498479169368625,18.427713864426256,18.59570184374875,18.394973402389304,18.507090027222105,CADH6_HUMAN,7,CDH6,Cadherin-6
19.041873007797594,19.058078949206482,19.67387320820758,18.661527608138424,18.843396649572124,19.406277679882628,18.41060455021584,18.729663888878164,18.973963565073127,19.262230220176008,19.069843073106927,19.09913716911257,18.871020844397126,19.061059978821227,18.93132040443435,19.03932070575647,CADH5_HUMAN,3,CDH5,Cadherin-5
18.765085336289406,18.68204130247434,18.52696910829611,18.634956361487177,18.717395288603562,18.84112510897459,18.89510483882385,18.83068850219178,18.775234101247538,18.66796389771828,18.708582116249303,18.64811879846789,18.889129599363994,18.845572743814962,18.984182003177153,18.751825154304655,CADH2_HUMAN,13,CDH2,Cadherin-2
18.565340127208454,18.508997880775983,18.706148603802877,18.727431915167465,18.57256701023185,18.88562190620213,18.840387624353063,18.657332407476623,18.60755788441089,18.483815777264258,18.82996733340094,18.715197875766105,18.605899047038225,18.62514518021655,18.47652472059522,18.510404901764456,CADH1_HUMAN,10,CDH1,Cadherin-1
18.622609543041456,18.511034524301447,18.83543056054856,18.491461687162378,18.64352154151962,18.542200604941637,18.84110667645289,18.863578322946953,18.726853430161455,18.478903886482833,18.6626579457559,18.711599762368444,18.790192564639476,18.652869475087407,18.76527962295218,18.651868050902742,CAD13_HUMAN,11,CDH13,Cadherin-13
18.382273610402006,18.315207066492945,18.059038092218756,18.04196388706726,18.295414709018054,18.04805044041691,18.115262143699194,17.94538667979436,17.958983103579452,18.158072166833684,18.050151560144208,18.078969056516744,18.29949871075606,18.28323760084767,18.440289280989024,18.388765691113917,CAD11_HUMAN,9,CDH11,Cadherin-11
16.20491114618021,16.415383624434753,16.23276379633287,16.097254417419002,16.361640553918882,16.560522414336734,16.287173071488443,16.313386166197063,15.924109630838194,16.05188653229477,15.81776313971038,16.064113300568177,16.564002080282595,16.55223079551353,16.940072668983795,16.814832773008398,CAB45_HUMAN,5,SDF4,45 kDa calcium-binding protein
18.450864887887736,18.457869796470938,18.48012356414179,18.484405970161767,18.331848539461106,18.444226303390423,18.44776530287673,18.550953406594964,18.34683832380856,18.515549703715145,18.50857241198403,18.48301666487038,18.482548013802486,18.567257962418303,18.572844530217385,18.67075996675523,CA2D1_HUMAN,20,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1
18.430440300466767,18.28265408972642,18.435784187680095,18.47040864923815,18.47003521721041,18.56253684303484,18.493460673819865,18.544662632683355,18.244707593861936,18.448519651132838,18.643387660479505,18.61663140010003,18.32169032647876,18.45412656219461,18.18250104619341,18.296365092182906,C1S_HUMAN,17,C1S,Complement C1s subcomponent
15.557299151265067,16.088301710788684,15.763357625112597,15.677268178330896,16.095963555075397,16.20367682410663,15.963521537489665,15.68043095317262,15.239501570679183,15.857864393294927,15.505458030479257,15.93411930624155,15.910216416680816,15.642235065147522,15.490192791562258,15.706844023026136,C1RL_HUMAN,2,C1RL,Complement C1r subcomponent-like protein
17.65390868036994,17.429864376740937,17.918117851031774,17.077869264552263,17.953474646057796,17.703673809423933,18.090985920447483,16.8445218855653,17.487863580403193,17.403669490687786,16.71125021366612,16.68276146517066,17.944620563022788,17.155322252364737,17.7526419806793,16.790081174239635,C1QT3_HUMAN,3,C1QTNF3,Complement C1q tumor necrosis factor-related protein 3
16.8165212109806,16.043332798326944,15.993590781591193,16.24654021026574,16.699694443914318,15.275880784484757,14.433070287236806,15.190303113343667,16.667430368177957,16.25003928992344,16.700791895621393,16.70973003654363,16.534248160178755,16.509836846924667,16.57244414433669,16.855647166027264,C1QBP_HUMAN,2,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
19.21730693395936,19.187770085645795,19.07371795186957,19.199032455567508,19.3771067143046,19.408476945344272,19.240267272657075,19.36153261284112,19.36328137712633,19.42850943693735,19.39942396929183,19.547679678972806,19.47652472059522,19.490608046920137,19.517417574172764,19.501329898250276,BTD_HUMAN,12,BTD,Biotinidase
16.420335282443293,17.076366772275144,16.505802251780935,16.455112058766478,16.60513657100863,16.000305959087033,16.318090837568423,16.520707680015324,16.953889505099873,17.104957007830667,16.138487804221256,16.492560494658154,16.564002080282595,15.822603193638557,15.854921938035144,16.71301054035192,BMP1_HUMAN,2,BMP1,Bone morphogenetic protein 1
17.89202690022192,17.56233932818552,17.299064886779355,16.97054408043588,17.516415649825188,16.844619957200017,16.835840703135034,16.919061165778448,17.682233381012878,18.066409833160716,17.1278130057493,17.028413320754975,17.74958140421105,17.796641704896764,17.658999404443556,17.87785925613033,BLVRB_HUMAN,2,BLVRB,Flavin reductase (NADPH)
20.722340607186172,20.755317929632447,20.705564894435348,20.722340607186172,20.722340607186172,19.82208374704806,19.776670771712375,19.880765806817227,20.688591815831632,20.842301231227086,20.787558266632654,20.834606839437086,20.89504269329906,20.722340607186172,20.763445810515847,20.82687119065748,BIP_HUMAN,30,HSPA5,Endoplasmic reticulum chaperone BiP
15.181284280409452,14.508797539285277,15.798960278444909,15.759563145023014,14.3878490508349,15.597752877136738,15.379141418529858,15.569191056265355,14.376478149672758,15.759700970161786,16.345270091687627,16.05524218117172,15.859025133067032,16.040983157732597,15.55544292081371,14.096599866031902,BIEA_HUMAN,2,BLVRA,Biliverdin reductase A
18.655796228847194,18.624313553843738,18.639118096975057,18.47333317015983,18.5740834681373,18.59415691354232,18.824834467756148,18.631560760644838,18.031146561308955,18.417893709674242,18.712835947411453,18.569625719815146,18.617987518900843,18.540169670488147,18.356348798981255,18.443178290387596,BHMT1_HUMAN,8,BHMT,Betaine--homocysteine S-methyltransferase 1
18.023045001126285,18.17554467771183,18.027803430641946,18.04462357808214,18.221898599208874,18.18352392649522,17.97688851433262,18.200031708717106,18.754365599672198,17.655817187741945,18.061265703964658,17.585725443300984,18.158284240472522,18.24207156566587,17.90716060603265,18.06456384802145,BGH3_HUMAN,13,TGFBI,Transforming growth factor-beta-induced protein ig-h3
14.471243357232465,14.632268215499513,13.933561573701246,15.280129155858825,15.227807698411725,15.280571429020133,15.217749485350389,14.896516892069544,15.78482651743346,14.807520959295283,14.202077896899079,14.67815995754276,14.72868051887268,13.807958602256477,13.261502901776664,13.985913074058205,BGAL_HUMAN,1,GLB1,Beta-galactosidase
18.33218081764727,18.360701367364616,18.437813017620687,18.35648635899575,18.675385099561947,18.625009582875954,18.653982131203545,18.807606486172855,18.695190902107434,18.647887000170257,18.862918803819486,18.458182296196373,18.77025738089031,18.865017326880974,18.763854246122417,18.77465195501321,BCAM_HUMAN,10,BCAM,Basal cell adhesion molecule
16.494821216346544,16.722580758394823,16.523499167563624,16.52415907587233,16.401309539647535,16.35289691043179,16.48255274045554,16.315671439788638,15.447874243836383,16.172454855833447,16.355930879990883,16.42912718572765,16.398316163400203,15.862085200235901,16.078257154195224,15.908645933380956,BASP1_HUMAN,2,BASP1,Brain acid soluble protein 1
17.2019133133879,17.217503377268045,17.171587306727524,17.17051191615725,17.64919301331078,16.865660786362035,16.819542955203655,16.770676796184766,17.413421333312282,17.438889293567158,17.08329232996902,17.29997710758383,17.84726537445297,17.6825763148095,17.72444057607874,17.70935983946149,BASI_HUMAN,4,BSG,Basigin
18.902104206852506,18.779029976348447,19.183271909583322,18.856778085970397,18.772469228479434,19.353319155495885,18.74994469670658,19.10931545978643,18.53601949963669,18.519966361780153,18.565942512867746,18.878919037762476,18.6749439358186,18.634598373081204,18.422840880042116,18.56567109861111,B4GT5_HUMAN,1,B4GALT5,"Beta-1,4-galactosyltransferase 5"
17.462757865660365,17.678696410914768,17.63320101407026,17.322315485387787,17.712029859925256,17.29253733064813,17.436760333758063,17.75172710405434,17.254465829675876,17.17942318686094,17.46603661971849,17.43365878671559,17.2456455455667,16.877368019851005,17.506036337366716,17.27157245147308,B4GT1_HUMAN,5,B4GALT1,"Beta-1,4-galactosyltransferase 1"
19.10997344790884,19.082281605329086,19.100931772126668,18.81973939912108,19.14138123824761,19.34828294801909,19.055348640837153,19.184572716265684,19.161183561568567,19.03103883921741,18.96055066923119,19.02463649563698,19.103085427548276,18.996117603898213,19.113940514843758,19.15484282606626,B4GA1_HUMAN,6,B4GAT1,"Beta-1,4-glucuronyltransferase 1"
14.80803404452325,15.165252478613624,14.962778546676043,13.938945508724922,14.831905933023219,14.983434548576328,14.67175113116784,14.712215299933224,15.598363693147787,15.28028142913657,14.784599063986793,14.99224797098194,14.80548694478106,15.03725951878991,14.84557335633706,14.743877188453341,B3GN2_HUMAN,2,B3GNT2,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2"
19.011625837478764,19.308534571469217,20.145693374677023,20.23022688488869,19.552100555131695,20.722340607186172,20.6714166720235,20.487384724385812,19.461039729200436,19.210585738296455,20.654034593795267,20.23022688488869,19.209867403248982,19.138356805624873,19.522340152645427,19.153269980374514,B2MG_HUMAN,3,B2M;cRAP-B2M,Beta-2-microglobulin
16.612033362656497,15.376257684533126,14.935551828649407,15.437680559892225,16.09364657817459,14.882982096343458,14.162902664709245,15.13457472149744,15.239501570679183,16.074436278407898,15.465611041960464,14.557900416920816,15.371429539155743,16.28943537084093,16.420068770787186,16.312617104022085,AVIL_HUMAN,1,AVIL;VIL1,Advillin
18.649992888995914,18.39409420296284,18.560631374315086,18.527874034663125,18.419124890772387,18.691344820361717,18.568093430218994,18.623070574738517,18.26359473113953,18.27539705711621,18.40584780912881,18.374139503262626,18.50587744235142,18.38644773653397,18.38276332502401,18.317487693290502,ATS13_HUMAN,2,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13
17.428343814041146,17.426551417299763,17.639623340652527,17.568527682344477,17.552984232407983,17.769870120058215,17.62936373562709,17.646467301322986,17.452281464905766,17.411171657906895,17.448761604450006,17.59848146363749,17.418602075984698,17.481799431665753,17.446210989853963,17.444950161175836,ATRN_HUMAN,12,ATRN,Attractin
17.996677600106445,18.047187829724596,17.806801326549103,17.761064209508966,17.867888020326568,17.45294902741064,17.184604192394357,17.66060877387468,18.526613855481916,17.916550119022148,18.189139254954245,18.128306532683002,17.886917086283496,17.78817665968921,17.9039465528472,17.873816561988566,ATPB_HUMAN,13,ATP5F1B,"ATP synthase subunit beta, mitochondrial"
19.70051253111211,19.5101228344612,19.42578753991638,19.690693716227052,19.603640832130687,19.326537014597804,19.185427170464447,19.416129519680855,19.82755049353087,19.575792195584988,19.584685467401226,19.66441950595643,19.627886507129382,19.32541087030309,19.444400224161605,19.548757952456672,ATPA_HUMAN,8,ATP5F1A,"ATP synthase subunit alpha, mitochondrial"
16.247695770839233,15.620182589012947,16.03918681269663,15.47424463049786,16.48322376801067,15.89943245471763,16.42838961783053,16.35294000232507,17.249076406864205,16.117109377569385,15.884814435673862,16.25372747695355,16.595547425155306,16.42906178474275,15.050316328719513,16.039013268801085,ASSY_HUMAN,6,ASS1,Argininosuccinate synthase
