HBV	HBV_pure_new	HDV	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
19.0416	19.2049	NaN	Q16822	Q16822;H0YML5;H0YM31	PCKGM_HUMAN	PCK2	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial
16.6493	16.9819	NaN	Q16836	Q16836;A0A1W2PQC2;A0A1W2PNM1;A0A1W2PRT2;A0A1W2PQ78;A0A0A0MSE2;E9PF18;A0A1W2PQV5;A0A0D9SFP2	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial
19.0114	20.1338	14.8655	Q16851	Q16851;E7EUC7;A0A087WYS1	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase
18.0845	16.8462	19.7424	Q16853	Q16853;K7EL47;K7EQZ5	AOC3_HUMAN	AOC3	Membrane primary amine oxidase
11.8917	NaN	13.6881	Q16875	Q16875;A0A1W2PNV9;A0A1W2PR17;Q5W015;F2Z2I2;Q5VX20	F263_HUMAN	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3
14.5888	16.3811	NaN	Q1KMD3	Q1KMD3;H3BQZ7	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2
16.6618	17.4527	NaN	Q2TAY7	Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1
NaN	17.6058	NaN	Q32MK0;Q86YV6;Q9H1R3	Q32MK0;Q86YV6;Q9H1R3;A0A2R8Y4U5	MYLK2_HUMAN;MYLK3_HUMAN;MYLK4_HUMAN	MYLK2;MYLK3;MYLK4	Myosin light chain kinase 3
14.2336	17.1129	16.2703	Q32P28	Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1
16.5189	18.454	NaN	Q3LXA3	Q3LXA3;H0YCY6;I3L252	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase
17.471	17.2762	16.9276	Q3ZCW2	Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein
17.6888	17.7497	18.5964	Q4LDE5	Q4LDE5;A0A0A0MSD0	SVEP1_HUMAN	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1
15.1024	16.1886	NaN	Q52LJ0	Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B
15.8634	16.7374	NaN	Q53EL6	Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4
16.7523	16.4662	15.4668	Q53H76	Q53H76;G5E9W0;H7C4H1	PLA1A_HUMAN	PLA1A	Phospholipase A1 member A
NaN	14.7622	NaN	Q53H96	Q53H96;A0A0A0MQS1;B5MD87	P5CR3_HUMAN	PYCR3	Pyrroline-5-carboxylate reductase 3
15.6039	15.8506	17.1309	Q53RD9	Q53RD9;Q8IY13;H7BZ65	FBLN7_HUMAN	FBLN7	Fibulin-7
13.505	14.0674	NaN	Q53S08	Q9H0N0;Q53S08	RAB6D_HUMAN	RAB6D	Ras-related protein Rab-6D
17.3856	18.4764	NaN	Q58FF6	Q58FF6	H90B4_HUMAN	HSP90AB4P	Putative heat shock protein HSP 90-beta 4
16.316	15.9095	NaN	Q5JXI8	Q5JXI8	Q5JXI8_HUMAN	FHL1	Four and a half LIM domains protein 1 (Fragment)
NaN	NaN	16.4105	Q5KU26	Q5KU26	COL12_HUMAN	COLEC12	Collectin-12
17.4389	17.9739	NaN	Q5R3I4	Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38
NaN	14.7819	NaN	Q5RKV6	Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3
16.4888	17.2363	NaN	Q5SSJ5	Q5SSJ5;B0QZK4;Q5SWC8	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3
15.7854	16.6642	14.5456	Q5T4S7	Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4
25.1635	24.9538	23.877	Q5TEC6	P68431;Q16695;P84243;Q5TEC6;Q6NXT2;Q71DI3;B4DEB1;A0A590UJJ6;K7EK07;K7ES00;K7EP01;K7EMV3	H3PS2_HUMAN	H3-2	Histone HIST2H3PS2
NaN	14.7852	NaN	Q5VST9	Q5VST9;A6NGQ3	OBSCN_HUMAN	OBSCN	Obscurin
15.8796	16.8981	NaN	Q5VWZ2	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1
15.1056	16.6006	16.5769	Q5VYK3	Q5VYK3;J3KN16;R4GMY1	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29
13.9278	14.5151	NaN	Q63HR2;Q68CZ2;Q9HBL0	Q68CZ2;Q9HBL0;Q63HR2;A0A494C067;A0A087WWW7;A0A2R8Y4T1;F8VV64;E9PF55;H0Y4U1;E9PGF5	TENS1_HUMAN;TENS3_HUMAN;TNS2_HUMAN	TNS1;TNS2;TNS3	Tensin-2
NaN	15.5157	NaN	Q68EM7	Q68EM7;I3L4P6;C9IZD3	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17
19.6945	20.0889	20.631	Q693B1	Q693B1;A0A2U3TZI5	KCD11_HUMAN	KCTD11	BTB/POZ domain-containing protein KCTD11
NaN	16.2607	NaN	Q6GTX8;Q6ISS4	Q6ISS4;Q6GTX8;A0A0G2JQ50;A0A0G2JMB1;A0A0G2JLQ0;C9JFQ0;A0A0G2JLV7;A0A0G2JNK8;F8WC07;A0A0G2JNU6;A0A140T8W3;A0A0G2JM94;D3YTC8;C9IZB2;A0A0G2JPH6;A0A087X1V4;A0A0G2JMC3;A0A0G2JN10;A0A0G2JP18;A8MZ84;A0A0G2JMI0;W4VSQ5	LAIR1_HUMAN;LAIR2_HUMAN	LAIR1;LAIR2	Leukocyte-associated immunoglobulin-like receptor 1
16.1366	16.7313	NaN	Q6IA69	Q6IA69;A0A0B4J216	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase
16.6386	16.1557	NaN	Q6IBS0	Q6IBS0;D6RG15	TWF2_HUMAN	TWF2	Twinfilin-2
NaN	15.0338	NaN	Q6NYC8	Q6NYC8;A0A0G2JHC2	PPR18_HUMAN	PPP1R18	Phostensin
16.3446	17.1546	NaN	Q6P1N9	Q6P1N9;H0YBX2;E5RID7;E5RG17;G5EA19;U3KQS5;E5RJY6;E5RI69	TATD1_HUMAN	TATDN1	Putative deoxyribonuclease TATDN1
14.4714	14.8697	NaN	Q6P2Q9	Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8
19.876	20.9388	NaN	Q6P988	Q6P988;K7EIG3	NOTUM_HUMAN	NOTUM	Palmitoleoyl-protein carboxylesterase NOTUM
17.9648	17.8485	NaN	Q6PCB0	Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1
12.8896	15.1941	NaN	Q6PGP7	Q6PGP7;D6RCE2	TTC37_HUMAN	TTC37	Tetratricopeptide repeat protein 37
16.207	16.4105	16.7343	Q6PJG2	Q6PJG2;A0A0A0MSU2;A0A1C7CYX1	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein
NaN	13.4815	NaN	Q6PRD1	Q6PRD1;A0A087X0K8;A0A087WW83	GP179_HUMAN	GPR179	Probable G-protein coupled receptor 179
17.5014	18.2	NaN	Q6Q788	Q6Q788;A0A669KB69	APOA5_HUMAN	APOA5	Apolipoprotein A-V
16.3401	16.4482	15.1645	Q6UVK1	Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4
12.7826	16.6063	NaN	Q6UWP2	Q6UWP2;A0A087WZN3;A0A087X0R1	DHR11_HUMAN	DHRS11	Dehydrogenase/reductase SDR family member 11
16.456	17.2539	NaN	Q6UWW0	Q6UWW0	LCN15_HUMAN	LCN15	Lipocalin-15
17.9822	17.9348	17.0229	Q6UX71	Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2
20.0814	20.6143	NaN	Q6UXH0	Q6UXH0	ANGL8_HUMAN	ANGPTL8	Angiopoietin-like protein 8
18.4219	19.5917	NaN	Q6UXI9	Q6UXI9;D6RH31;H0YAK9	NPNT_HUMAN	NPNT	Nephronectin
15.6799	15.8142	17.3688	Q6UY09	Q6UY09;A0A087X0T2	CEA20_HUMAN	CEACAM20	Carcinoembryonic antigen-related cell adhesion molecule 20
16.5098	15.7684	NaN	Q6UY14	Q6UY14;A0A669KBE7	ATL4_HUMAN	ADAMTSL4	ADAMTS-like protein 4
17.2493	17.5754	15.331	Q6V0I7	Q6V0I7;A0A6Q8JR05	FAT4_HUMAN	FAT4	Protocadherin Fat 4
16.1501	17.0371	NaN	Q6W4X9	Q6W4X9;A0A0G2JN42;A0A0G2JNJ8	MUC6_HUMAN	MUC6	Mucin-6
17.0814	17.8344	18.08	Q6YHK3	Q6YHK3	CD109_HUMAN	CD109	CD109 antigen
17.0481	15.9558	14.2395	Q6ZMU1	Q6ZMU1	C3P1_HUMAN	C3P1	Putative protein C3P1
17.2135	17.4804	14.643	Q6ZNJ1	Q6ZNJ1;A0A494C1V1	NBEL2_HUMAN	NBEAL2	Neurobeachin-like protein 2
14.0311	14.6595	17.0275	Q71H61	Q71H61;E9PR23;E9PNU3;E9PQC8;E9PRA4	ILDR2_HUMAN	ILDR2	Immunoglobulin-like domain-containing receptor 2
20.6214	20.701	22.0942	Q76LX8	Q76LX8;E7EV88	ATS13_HUMAN	ADAMTS13	A disintegrin and metalloproteinase with thrombospondin motifs 13
15.0508	16.3416	NaN	Q7KZ85	Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6
17.6405	18.8494	16.6655	Q7KZF4	Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1
13.8108	15.7595	NaN	Q7L1Q6	Q7L1Q6;C9IZ80	BZW1_HUMAN	BZW1	Basic leucine zipper and W2 domain-containing protein 1
13.064	14.6691	NaN	Q7L513	Q7L513	FCRLA_HUMAN	FCRLA	Fc receptor-like A
15.6961	17.4334	NaN	Q7L5N1	Q7L5N1;H7C3T0;E7EM64	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6
14.9111	15.9303	NaN	Q7L9L4;Q9H8S9	Q9H8S9;Q7L9L4	MOB1A_HUMAN;MOB1B_HUMAN	MOB1A;MOB1B	MOB kinase activator 1B
13.3961	15.7486	NaN	Q7LG56	P31350;Q7LG56;A0A0C4DGZ6;A0A2R8Y837;C9JXC1;H0YAV1;A0A286YFD6	RIR2B_HUMAN	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B
18.0975	18.1625	18.6597	Q7RTS7	Q7RTS7;F8W1S1	K2C74_HUMAN	KRT74	Keratin, type II cytoskeletal 74
20.7526	21.2162	19.0954	Q7RTV2	P08263;Q7RTV2;Q16772;P09210;Q5JW85	GSTA5_HUMAN	GSTA5	Glutathione S-transferase A5
15.0994	15.5755	NaN	Q7Z3U7	Q7Z3U7;A0A286YFF8	MON2_HUMAN	MON2	Protein MON2 homolog
NaN	17.7212	NaN	Q7Z406	Q7Z406;M0QY43	MYH14_HUMAN	MYH14	Myosin-14
19.2261	20.0583	16.3388	Q7Z4W1	Q7Z4W1;J3KS22;J3QS36	DCXR_HUMAN	DCXR	L-xylulose reductase
17.2871	17.4167	16.1968	Q7Z5N4	Q7Z5N4;A0A087WTQ6;F8W6X9	SDK1_HUMAN	SDK1	Protein sidekick-1
18.6172	18.7635	18.5896	Q7Z6Z7	Q7Z6Z7;A5YM72	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1
17.2427	15.9074	NaN	Q7Z7G0	Q7Z7G0;H0Y897;H7C556;D3YTG3	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3
13.8497	14.943	NaN	Q86SE5	Q86SE5;E5RIX9;E5RG71;B3KT61	RALYL_HUMAN	RALYL	RNA-binding Raly-like protein
15.2906	16.519	NaN	Q86SF2	Q86SF2;H0YAH3;H0YAK0	GALT7_HUMAN	GALNT7	N-acetylgalactosaminyltransferase 7
14.4284	15.0042	15.6297	Q86SQ4	Q86SQ4;F5H2L1	AGRG6_HUMAN	ADGRG6	Adhesion G-protein coupled receptor G6
15.159	16.4489	NaN	Q86TG7	Q86TG7;A0A087WZG9;A0A087WX23;A0A087WUL4;A0A087WXK2;B4DSP0	PEG10_HUMAN	PEG10	Retrotransposon-derived protein PEG10
15.5119	14.9459	NaN	Q86TH1	Q86TH1;B1B0D4	ATL2_HUMAN	ADAMTSL2	ADAMTS-like protein 2
NaN	14.2408	NaN	Q86TI2	Q86TI2;M0R2A8	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9
18.2141	18.8128	NaN	Q86U17	Q86U17	SPA11_HUMAN	SERPINA11	Serpin A11
15.2259	15.6398	NaN	Q86U42	Q86U42;G3V4T2;B4DEH8;H0YJH9	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2
19.3309	20.1679	15.8456	Q86UD1	Q86UD1;E9PJ29	OAF_HUMAN	OAF	Out at first protein homolog
17.2553	18.2983	14.872	Q86UP2	Q86UP2;G3V4Y7;G3V5G2	KTN1_HUMAN	KTN1	Kinectin
15.1479	16.1181	NaN	Q86UX2	Q86UX2;G5E9D8;C9J2H1	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5
19.3377	19.491	17.4214	Q86UX7	Q86UX7;F5H1C6	URP2_HUMAN	FERMT3	Fermitin family homolog 3
15.744	17.0674	13.401	Q86V81	Q86V81;E9PB61	THOC4_HUMAN	ALYREF	THO complex subunit 4
15.2412	17.5868	NaN	Q86VE9	Q86VE9;A0A0J9YYI4	SERC5_HUMAN	SERINC5	Serine incorporator 5
NaN	15.886	NaN	Q86VN1	Q86VN1;A0A3B3ISW7	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36
18.6284	19.4708	17.2265	Q86VP6	Q86VP6;A0A0C4DGH5	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1
21.5044	20.5212	21.1166	Q86W50	Q86W50	MET16_HUMAN	METTL16	RNA N6-adenosine-methyltransferase METTL16
15.5731	16.3748	14.2082	Q86X29	Q86X29;S4R3V8;M0R1W9;M0QZL9	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor
15.6645	16.525	NaN	Q86X55	Q86X55;K7EQA8	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1
13.338	14.6391	NaN	Q86XP3	Q86XP3;A0A0A0MSJ0	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42
19.0362	19.8448	19.4991	Q86XX4	Q86XX4;H0Y8V2	FRAS1_HUMAN	FRAS1	Extracellular matrix protein FRAS1
26.3853	26.3283	24.5822	Q8IUE6	P16104;Q8IUE6;Q96QV6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B
17.3572	15.7092	18.6498	Q8IUL8	Q8IUL8;K7EPJ4	CILP2_HUMAN	CILP2	Cartilage intermediate layer protein 2
13.2434	15.5966	18.4505	Q8IUX7	Q8IUX7	AEBP1_HUMAN	AEBP1	Adipocyte enhancer-binding protein 1
15.1784	16.2213	NaN	Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3
22.8264	19.5808	24.3442	Q8IVF2	Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2
15.4968	15.6407	NaN	Q8IWV2	Q8IWV2;F8WD58	CNTN4_HUMAN	CNTN4	Contactin-4
14.2229	15.5206	NaN	Q8IXB1	Q8IXB1	DJC10_HUMAN	DNAJC10	DnaJ homolog subfamily C member 10
19.23	20.0878	NaN	Q8IYE1	Q8IYE1;A0A3B3IRZ5	CCD13_HUMAN	CCDC13	Coiled-coil domain-containing protein 13
16.6504	16.6563	16.2427	Q8IYJ2	Q8IYJ2;A0A6E2AE84	CJ067_HUMAN	C10orf67	Uncharacterized protein C10orf67, mitochondrial
14.7664	17.6362	NaN	Q8IZ52	Q8IZ52	CHSS2_HUMAN	CHPF	Chondroitin sulfate synthase 2
16.5951	16.8956	16.9512	Q8IZ83	Q8IZ83;F5H4B6	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1
15.7479	14.9945	NaN	Q8IZA0	Q8IZA0;B1AN15;C9JVB2;H0Y4S8;B4DYG9;E7EN73	K319L_HUMAN	KIAA0319L	Dyslexia-associated protein KIAA0319-like protein
14.2106	15.778	NaN	Q8IZP0	Q8IZP0;B6VEX4;A0A0A0MRT6	ABI1_HUMAN	ABI1	Abl interactor 1
16.4908	16.9222	NaN	Q8N142	Q8N142	PURA1_HUMAN	ADSS1	Adenylosuccinate synthetase isozyme 1
14.4589	16.1974	NaN	Q8N163	Q8N163;H0YB24;A0A087X2B6;G3V119	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2
13.5575	15.0951	NaN	Q8N1F7	Q8N1F7;H3BVG0;H3BV15;H3BRD9	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93
14.9524	16.5403	13.6675	Q8N1G4	Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47
19.7429	19.9737	20.5593	Q8N2S1	Q8N2S1;A0A0C4DH07	LTBP4_HUMAN	LTBP4	Latent-transforming growth factor beta-binding protein 4
12.4741	14.3491	NaN	Q8N335	Q8N335;C9JFA7;C9JM46	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein
18.7922	18.0806	18.5481	Q8N3G9	Q8N3G9;G3V0E7	TM130_HUMAN	TMEM130	Transmembrane protein 130
19.2462	19.573	NaN	Q8N4F0	Q8N4F0	BPIB2_HUMAN	BPIFB2	BPI fold-containing family B member 2
14.6639	16.8633	NaN	Q8N5I2	Q8N5I2;Q5T370;F2Z3I4;Q5T371	ARRD1_HUMAN	ARRDC1	Arrestin domain-containing protein 1
15.7291	15.3029	NaN	Q8N8N7	Q8N8N7;G3V3Y1	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2
15.9905	17.2285	NaN	Q8N8Z6	Q8N8Z6	DCBD1_HUMAN	DCBLD1	Discoidin, CUB and LCCL domain-containing protein 1
12.6698	14.0443	NaN	Q8NBF2	Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2
15.1969	NaN	16.4043	Q8NBJ4	Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1
16.4141	16.4909	NaN	Q8NBJ5	Q8NBJ5;M0QX72	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1
24.9328	24.7183	25.8358	Q8NBM4	Q8NBM4;X6R5E5	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2
16.1115	16.763	16.3027	Q8NBM8	Q8NBM8;E7EVZ5	PCYXL_HUMAN	PCYOX1L	Prenylcysteine oxidase-like
16.2154	17.1644	21.0392	Q8NBP7	Q8NBP7;A0A669KBG0	PCSK9_HUMAN	PCSK9	Proprotein convertase subtilisin/kexin type 9
NaN	14.665	NaN	Q8NBS9	Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5
17.7616	18.3534	NaN	Q8NBZ7	Q8NBZ7;C9JCB7;C9JE50	UXS1_HUMAN	UXS1	UDP-glucuronic acid decarboxylase 1
16.0933	17.7513	16.2579	Q8NC51	Q8NC51	PAIRB_HUMAN	SERBP1	Plasminogen activator inhibitor 1 RNA-binding protein
14.8538	16.2063	NaN	Q8NCN5	Q8NCN5;A8MT40	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial
NaN	17.3396	NaN	Q8ND83	Q8ND83;Q5T6P1;A0A0C4DFN6;A0A0A0MSS3;C9JP03;X6RDJ2;Q5T6P2;C9JD09;X6RGK9;C9JUW9	SLAI1_HUMAN	SLAIN1	SLAIN motif-containing protein 1
16.2429	16.2313	16.4243	Q8NDA2	Q8NDA2	HMCN2_HUMAN	HMCN2	Hemicentin-2
15.3984	16.3065	16.1716	Q8NE71	Q8NE71;H0YGW7;A0A0G2JIC2	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1
16.5768	17.1325	NaN	Q8NEZ5	Q8NEZ5;H3BTH6	FBX22_HUMAN	FBXO22	F-box only protein 22
14.2963	15.7868	NaN	Q8NFW8	Q8NFW8	NEUA_HUMAN	CMAS	N-acylneuraminate cytidylyltransferase
15.647	15.5559	NaN	Q8NG11	Q8NG11;A6NEP9;H7BXY6	TSN14_HUMAN	TSPAN14	Tetraspanin-14
15.2589	16.2456	NaN	Q8NHP8	Q8NHP8	PLBL2_HUMAN	PLBD2	Putative phospholipase B-like 2
16.0219	16.1665	NaN	Q8TAT6	Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog
NaN	15.3727	NaN	Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial
NaN	18.0319	NaN	Q8TD08	Q8TD08;A0A1C7CYZ1	MK15_HUMAN	MAPK15	Mitogen-activated protein kinase 15
13.3149	15.9547	NaN	Q8TD19	Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9
NaN	15.3105	NaN	Q8TDL5	Q8TDL5	BPIB1_HUMAN	BPIFB1	BPI fold-containing family B member 1
18.5405	19.098	18.3873	Q8TDW7	Q8TDW7;E9PQ73	FAT3_HUMAN	FAT3	Protocadherin Fat 3
NaN	17.7858	NaN	Q8TEA8	Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1
22.9872	23.3593	24.1402	Q8TEW0	Q8TEW0;F5GZI3;Q5VWU8;Q5VWV2;B1AP52	PARD3_HUMAN	PARD3	Partitioning defective 3 homolog
NaN	14.3416	NaN	Q8TEX9	Q8TEX9;H0YL92;H0YLV0;H0YN14	IPO4_HUMAN	IPO4	Importin-4
16.6043	17.6235	NaN	Q8WTU2	Q8WTU2	SRB4D_HUMAN	SSC4D	Scavenger receptor cysteine-rich domain-containing group B protein
17.8961	17.1374	NaN	Q8WTV0	Q8WTV0;F5H4X0;B7ZKQ9	SCRB1_HUMAN	SCARB1	Scavenger receptor class B member 1
18.4967	18.8699	17.8649	Q8WUA8	Q8WUA8	TSK_HUMAN	TSKU	Tsukushin
20.9239	21.442	NaN	Q8WUJ3	Q8WUJ3	CEMIP_HUMAN	CEMIP	Cell migration-inducing and hyaluronan-binding protein
17.8185	18.6169	16.6935	Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein
15.2423	16.0028	NaN	Q8WVJ2	Q8WVJ2;E5RFP0	NUDC2_HUMAN	NUDCD2	NudC domain-containing protein 2
15.6644	16.8909	NaN	Q8WVM8	Q8WVM8	SCFD1_HUMAN	SCFD1	Sec1 family domain-containing protein 1
17.7272	17.933	17.1534	Q8WWZ8	Q8WWZ8	OIT3_HUMAN	OIT3	Oncoprotein-induced transcript 3 protein
NaN	14.6064	NaN	Q8WX92	Q8WX92;A0A5H1ZRP4	NELFB_HUMAN	NELFB	Negative elongation factor B
16.6671	18.3065	18.8949	Q8WXF1	Q8WXF1;X6RDA4	PSPC1_HUMAN	PSPC1	Paraspeckle component 1
13.5766	15.4209	NaN	Q8WYA6	Q8WYA6;A0A087WUB9	CTBL1_HUMAN	CTNNBL1	Beta-catenin-like protein 1
18.409	17.8835	18.7688	Q8WZ42	Q8WZ42;A0A0A0MRA3;A0A0A0MTS7	TITIN_HUMAN	TTN	Titin
17.6254	18.1853	NaN	Q92499	Q92499;F1T0B3;A0A087X2G1	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1
17.6436	18.389	14.9541	Q92522	Q92522	H1X_HUMAN	H1-10	Histone H1.10
18.6615	19.1617	NaN	Q92526	Q92526	TCPW_HUMAN	CCT6B	T-complex protein 1 subunit zeta-2
13.9299	14.8663	NaN	Q92538	Q92538;A0A669KB10;A0A669KBG8	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
22.2005	22.087	19.8851	Q92563	Q92563;F5H283	TICN2_HUMAN	SPOCK2	Testican-2
15.4501	15.89	13.2725	Q92597	Q92597;E5RJY1;E7ESM1	NDRG1_HUMAN	NDRG1	Protein NDRG1
14.7966	16.7882	13.1026	Q92598	Q92598;A0A0A0MSM0	HS105_HUMAN	HSPH1	Heat shock protein 105 kDa
15.8934	16.9451	NaN	Q92599	Q92599;C9J4G8;A0A087X142;C9JV02;A6NMH6;A6NFQ9;F8W8I8;A0A0A0MRP8	SEPT8_HUMAN	SEPTIN8	Septin-8
17.9343	19.0825	16.4131	Q92599;Q9NVA2	Q9NVA2;Q92599;Q14141;A0A087X142;C9JV02;A6NMH6;A6NFQ9;B1AMS2;D6RER5;F8W8I8;D6RDU5;D6RGI3	SEP11_HUMAN;SEPT8_HUMAN	SEPTIN11;SEPTIN8	Septin-8
17.2126	17.3137	16.3949	Q92673	Q92673	SORL_HUMAN	SORL1	Sortilin-related receptor
15.557	16.7876	NaN	Q92696	Q92696;H0YLH3	PGTA_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha
16.6303	15.9126	NaN	Q92734	Q92734;A0A6Q8PGS4;A0A6Q8PF40;A0A6Q8PFY7;A0A6Q8PFC4;A0A6Q8PH89;A0A6Q8PG00;A0A6Q8PH27;C9JTY3;C9JJP5;A0A6Q8PG04;A0A6Q8PF51;C9JUE0	TFG_HUMAN	TFG	Protein TFG
16.3785	17.7923	15.6887	Q92743	Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1
12.8292	15.1526	NaN	Q92747	Q92747;E9PF58;A0A1W2PNV4	ARC1A_HUMAN	ARPC1A	Actin-related protein 2/3 complex subunit 1A
18.238	18.3718	17.8653	Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase
16.0157	17.6772	NaN	Q92824	Q92824;A0A669KA35;B1AMG5	PCSK5_HUMAN	PCSK5	Proprotein convertase subtilisin/kexin type 5
NaN	NaN	18.7092	Q92839	Q92839;M0R2V0;G3V1S7;M0QXH4	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1
16.8561	18.0687	15.2137	Q92841	Q92841;A0A1X7SBZ2;A0A5H1ZRQ2	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17
18.1468	18.2521	17.305	Q92859	Q92859;Q59FP8	NEO1_HUMAN	NEO1	Neogenin
NaN	15.4833	NaN	Q92878	Q92878;A0A1W2PQ90;A0A494C1B7	RAD50_HUMAN	RAD50	DNA repair protein RAD50
16.8584	17.8666	15.701	Q92896	Q92896;H3BM42	GSLG1_HUMAN	GLG1	Golgi apparatus protein 1
NaN	15.0715	NaN	Q92900	Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1
15.752	16.768	NaN	Q92905	Q92905;E5RK55;E5RG35;E5RFS1	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5
16.3033	16.4684	16.7337	Q92930	Q92930;H0YNE9	RAB8B_HUMAN	RAB8B	Ras-related protein Rab-8B
15.4847	16.3529	NaN	Q92945	Q92945;M0QYH3;M0QXW7;A0A087WTP3	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2
16.7963	17.4746	17.9771	Q92954	Q92954	PRG4_HUMAN	PRG4	Proteoglycan 4
16.4548	17.104	15.8327	Q92973	Q92973;S4R398	TNPO1_HUMAN	TNPO1	Transportin-1
13.4386	14.8967	NaN	Q92979	Q92979;A0A087WVM7	NEP1_HUMAN	EMG1	Ribosomal RNA small subunit methyltransferase NEP1
